date,solar_ampr_actual,solar_ampr_fitted,solar_ampr_lower,solar_ampr_upper
2025-12-26 00:00:00+00:00,,2.5957193158078553,-282.52250977416725,287.7139484057832
2025-12-26 01:00:00+00:00,,2.9772239786486807,-282.14100511132665,288.095453068624
2025-12-26 02:00:00+00:00,,2.9772239786486807,-282.14100511132665,288.095453068624
2025-12-26 03:00:00+00:00,,2.9772239786486807,-282.14100511132665,288.095453068624
2025-12-26 04:00:00+00:00,,12.232189807552459,-272.88603928242287,297.35041889752756
2025-12-26 05:00:00+00:00,,39.699985770215335,-245.41824331976,324.81821486019044
2025-12-26 06:00:00+00:00,,151.8867276962901,-133.231501393685,437.0049567862653
2025-12-26 07:00:00+00:00,,270.4532519741292,-14.664977115845886,555.5714810641044
2025-12-26 08:00:00+00:00,,860.2453761485423,575.127147058567,1145.3636052385175
2025-12-26 09:00:00+00:00,,1950.377063246072,1665.2588341560968,2235.4952923360474
2025-12-26 10:00:00+00:00,,2877.3713109708747,2592.253081880899,3162.48954006085
2025-12-26 11:00:00+00:00,,3082.5529896934954,2797.4347606035203,3367.671218783471
2025-12-26 12:00:00+00:00,,2862.7636980293446,2577.6454689393695,3147.8819271193197
2025-12-26 13:00:00+00:00,,2041.6732966986342,1756.555067608659,2326.7915257886098
2025-12-26 14:00:00+00:00,,741.3976183279057,456.27938923793045,1026.5158474178809
2025-12-26 15:00:00+00:00,,28.825749996293325,-256.2924790936818,313.94397908626866
2025-12-26 16:00:00+00:00,,4.7033838545648905,-280.41484523541044,289.82161294454
2025-12-26 17:00:00+00:00,,2.1787160376675274,-282.9395130523078,287.29694512764263
2025-12-26 18:00:00+00:00,,2.1787160376675274,-282.9395130523078,287.29694512764263
2025-12-26 19:00:00+00:00,,2.4349853352048285,-282.6832437547705,287.55321442517993
2025-12-26 20:00:00+00:00,,2.4349853352048285,-282.6832437547705,287.55321442517993
2025-12-26 21:00:00+00:00,,2.4349853352048285,-282.6832437547705,287.55321442517993
2025-12-26 22:00:00+00:00,,2.4349853352048285,-282.6832437547705,287.55321442517993
2025-12-26 23:00:00+00:00,,2.4349853352048285,-282.6832437547705,287.55321442517993
2025-12-27 00:00:00+00:00,,2.5957193158078553,-282.52250977416725,287.7139484057832
2025-12-27 01:00:00+00:00,,2.9772239786486807,-282.14100511132665,288.095453068624
2025-12-27 02:00:00+00:00,,2.9772239786486807,-282.14100511132665,288.095453068624
2025-12-27 03:00:00+00:00,,2.3458410871942306,-282.7723880027811,287.46407017716933
2025-12-27 04:00:00+00:00,,7.689890553022224,-277.4283385369531,292.8081196429973
2025-12-27 05:00:00+00:00,,32.39602582798511,-252.72220326199,317.51425491796044
