Parameter,Value
compute_air_density,True
compute_wind_power_density,False
encode_wind_direction,False
compute_wind_shear,False
compute_wind_ramp,False
compute_air_density_moiust_air_correction,False
dew_point_temperature,False
vapor_pressure,True
gust_factor,True
turbulence_window,0
lags_choice,none
precip_lags_choice,small
drop_raw_main_features,False
drop_raw_wind_features,False
spatial_agg_method,idw
n_estimators,730
learning_rate,0.06170922831285896
num_leaves,68
max_depth,6
min_child_samples,15
subsample,0.9999337873688262
colsample_bytree,0.6361205165192594
reg_alpha,4.340826821469778e-05
reg_lambda,0.002287168091812106
min_split_gain,0.46171688047327475
use_base_models_pred_intervals,False
cv_folds_base,40
