date,wind_offshore_actual,wind_offshore_fitted,wind_offshore_lower,wind_offshore_upper
2024-12-20 00:00:00+00:00,,3784.440435569381,2307.316912845805,6228.549245145532
2024-12-20 01:00:00+00:00,,3756.343048273002,2289.7824849552535,6144.118220744369
2024-12-20 02:00:00+00:00,,3718.5818568017944,2277.5516697250396,6077.421141914439
2024-12-20 03:00:00+00:00,,3636.446924724624,2222.9956665141567,5942.523274118954
2024-12-20 04:00:00+00:00,,3656.9192827451498,2250.1867461753086,6002.454926714973
2024-12-20 05:00:00+00:00,,3621.9728350434407,2221.4370585982833,5915.557365175182
2024-12-20 06:00:00+00:00,,3434.230970847233,2097.7036545626197,5597.732666304944
2024-12-20 07:00:00+00:00,,3231.820408215954,1984.8951040407035,5280.876535757769
2024-12-20 08:00:00+00:00,,2977.9068965681295,1822.2798653997804,4858.027008412871
2024-12-20 09:00:00+00:00,,3003.1506363496687,1841.4162336722868,4914.8793210850445
2024-12-20 10:00:00+00:00,,3070.780558677485,1878.9785210228276,5016.877436762413
2024-12-20 11:00:00+00:00,,3100.720162655916,1890.3067317226214,5058.1708535349
2024-12-20 12:00:00+00:00,,3474.3505730462152,2127.1816204870934,5676.8871578155895
2024-12-20 13:00:00+00:00,,3564.126990041131,2173.3097185764177,5800.61325218932
2024-12-20 14:00:00+00:00,,3889.1178028806335,2381.982526193926,6343.915036672217
2024-12-20 15:00:00+00:00,,4281.533245710781,2625.9191079807283,6986.142138831332
2024-12-20 16:00:00+00:00,,4791.569723650803,2930.568691757112,7812.455702576682
2024-12-20 17:00:00+00:00,,5163.166732900196,3164.347245440359,8427.66797633257
2024-12-20 18:00:00+00:00,,5352.441826443832,3275.7598738249158,8721.427787855004
2024-12-20 19:00:00+00:00,,5642.706503486482,3463.649728339796,9219.383109641249
2024-12-20 20:00:00+00:00,,5791.208162007995,3551.819046457094,9453.949712849355
2024-12-20 21:00:00+00:00,,5941.53306419128,3644.2871109568123,9697.71661733456
2024-12-20 22:00:00+00:00,,6042.753004300099,3709.204779725411,9876.975226457338
2024-12-20 23:00:00+00:00,,6029.298840842578,3700.2580444850482,9852.389861186533
2024-12-21 00:00:00+00:00,,6146.142885631443,3768.7690029235155,10022.953372988257
2024-12-21 01:00:00+00:00,,5664.863594242637,3469.487112211222,9239.068237373265
2024-12-21 02:00:00+00:00,,5555.603405613529,3405.0689150881817,9065.952263790236
2024-12-21 03:00:00+00:00,,5054.8787521065515,3103.06864670992,8260.339878768382
2024-12-21 04:00:00+00:00,,4430.469749625012,2715.7322949188238,7224.224919388929
2024-12-21 05:00:00+00:00,,4289.598022257449,2634.4878887944246,7017.6913296123585
2024-12-21 06:00:00+00:00,,4258.682217284066,2609.7960049570443,6958.452129468976
2024-12-21 07:00:00+00:00,,4337.94210641398,2664.869981163085,7102.592562257073
