number,value,params_cloud_lags_option,params_colsample_bytree,params_compute_air_density,params_compute_cloud_cover_fraction,params_compute_cooling_degree_hours,params_compute_dew_point_spread,params_compute_effective_solar,params_compute_heating_degree_hours,params_compute_humidex,params_compute_pressure_trend,params_compute_rain_indicator,params_compute_temp_gradient,params_compute_wind_chill,params_compute_wind_components,params_compute_wind_power_density,params_compute_wind_speed_gradient,params_drop_basic_meteo_features,params_drop_rad_meteo_features,params_drop_wind_meteo_features,params_lags_target,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_precip_lags_option,params_reg_alpha,params_reg_lambda,params_rolling_temp_option,params_spatial_agg_method,params_subsample,params_temp_lags_option,state
0,1278.5807353100117,medium,0.9819010228720484,False,True,True,True,True,True,True,False,False,False,True,False,True,True,True,True,False,6.0,0.02537750726787109,3,10,421,none,1.996894909962606e-07,0.8034796828798478,short,population,0.9756534806148643,none,COMPLETE
1,1330.5806193468327,none,0.5941819907519744,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,False,False,,0.1541990712922381,6,6,465,medium,5.1015210474715994e-08,2.601807948498078e-05,short,None,0.8632470169330593,none,COMPLETE
2,1132.238029821602,medium,0.7829174507018178,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,True,True,12.0,0.020259566909081476,6,4,893,none,0.0021604594178361502,0.00026045150195785894,long,energy,0.8838796863291019,none,COMPLETE
3,980.0104667625161,small,0.7470404235901876,True,True,False,False,True,False,False,False,True,False,True,False,True,True,True,False,True,12.0,0.10119808782268642,8,2,736,medium,0.06952744926179225,7.005332608163602e-08,short,idw,0.6246016214779504,medium,COMPLETE
4,986.3843360060955,medium,0.8496730219308708,False,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,True,12.0,0.11097028438897073,8,9,618,small,4.0474779341393634e-08,3.146543465458821e-06,none,max,0.801901403531841,small,COMPLETE
5,966.6234493491334,small,0.5638156785636393,False,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,12.0,0.08982195849169153,9,3,577,none,4.57009254686813e-05,0.001036535240757384,long,energy,0.6350822150327358,none,COMPLETE
6,901.6978221669966,none,0.8226734378720559,False,True,True,False,False,True,True,True,True,True,True,True,False,True,True,False,True,1.0,0.02343689541637094,5,2,445,medium,1.3642843843951499e-08,3.988235898131769e-07,short,distance_population,0.6890235521306021,none,COMPLETE
7,1741.765412129784,none,0.8741930534100011,False,False,False,True,True,True,False,True,True,False,True,True,True,False,False,True,False,12.0,0.15588688679826582,3,6,511,medium,0.0003562742204592842,2.6649143095474274e-05,short,energy,0.7868495233607278,none,COMPLETE
8,1409.3936831041995,medium,0.6387653894431978,True,True,False,True,False,True,False,False,False,True,True,False,True,True,True,False,False,,0.16886851637277958,8,10,577,small,5.1980034610081036e-08,0.05967710071732369,long,max,0.8528751160085734,none,COMPLETE
9,1204.7424259843172,medium,0.8891194425328315,True,True,False,True,False,True,True,True,True,True,False,False,True,False,True,True,False,6.0,0.016449877835899865,7,10,926,small,2.713769247343472e-07,0.009722536051435972,long,idw,0.7434030949966612,medium,COMPLETE
