method,model_label,horizon,mse,rmse,mae,mape,smape,bias,variance,std,r2,prediction_interval_coverage,prediction_interval_width
trained,"ensemble[XGBoost](XGBoost,ElasticNet)",2025-01-02T00:00:00+00:00,57583.81163714869,239.96627187408794,194.29384376889186,71.50368573828081,68.41668341173545,-40.4361578169323,55948.728778152836,236.53483628876495,0.73139147964612,0.8869047619047619,1169.6270396881414
forecast,XGBoost,2024-12-05T00:00:00+00:00,8111.668223201054,90.0648001341315,63.79981580802376,14.633724698383476,30.272875826893575,-33.715389495804196,6974.94073434727,83.51611062751468,0.9561451772789931,0.9821428571428571,903.5001221868255
forecast,XGBoost,2024-12-12T00:00:00+00:00,5416.99400920878,73.60023104045789,51.53910222507658,21.742867476828224,36.04544974014725,-7.661764190310524,5358.291378700856,73.20035094656893,0.9691373731042356,0.9702380952380952,802.0021164897405
forecast,XGBoost,2024-12-19T00:00:00+00:00,10180.751429705353,100.8997097602632,69.4503915309906,19.263738798888074,31.58264118120173,-25.10103608313062,9550.689417258729,97.72762873035818,0.9507891469851765,0.9702380952380952,1056.7014874947474
forecast,XGBoost,2024-12-26T00:00:00+00:00,6042.570822498274,77.7339746989582,49.22745469354448,17.7243788793384,34.22423159339388,-10.180529864061441,5938.9276341852255,77.06443819418413,0.9644684698566066,0.9821428571428571,586.6634282369894
forecast,XGBoost,2025-01-02T00:00:00+00:00,60705.54889743837,246.3849607777195,193.5131221158164,46.82210545339336,65.65255341370158,-86.50376518567401,53222.647506140136,230.7003413654608,0.7168296574502611,0.9047619047619048,1068.8097411279246
forecast,ElasticNet,2024-12-05T00:00:00+00:00,56825.39121805191,238.3807693964677,194.85615936744293,79.00667437974559,94.31571029790004,93.0790518098295,48161.681332235,219.45769827516872,0.6927799079859178,0.75,1035.667314107717
forecast,ElasticNet,2024-12-12T00:00:00+00:00,35206.51291073231,187.63398655556063,134.1974162083756,120.39424917623617,110.07031164124723,-62.69603715013597,31275.719836401076,176.84942701745197,0.7994154192495497,0.6726190476190477,671.2777058635543
forecast,ElasticNet,2024-12-19T00:00:00+00:00,50250.002678701014,224.16512368943793,152.99105509287642,45.311038577424256,59.78276366880662,56.58367455298497,47048.290452782894,216.90617891794344,0.757105797848989,0.8869047619047619,1112.1811638938266
forecast,ElasticNet,2024-12-26T00:00:00+00:00,43757.09644784086,209.18196970064332,152.5971220428995,126.15600992574588,141.17068469514277,-103.73581322927976,32995.97750150084,181.64794934570784,0.7426994838628933,0.5238095238095238,413.0246713010463
forecast,ElasticNet,2025-01-02T00:00:00+00:00,127791.68043546032,357.4796224058937,250.97454509199486,70.99881956867644,71.23699851351994,148.986852117332,105594.59833162859,324.953224836481,0.4038961086563363,0.8630952380952381,1351.1740708100028
forecast,"ensemble[XGBoost](XGBoost,ElasticNet)",2024-12-05T00:00:00+00:00,9039.0131121536,95.07372461491975,74.82125257310413,28.1693466884671,45.85547921940278,31.368129979996453,8055.053533711648,89.74995004851895,0.9511315913448537,0.9166666666666666,1030.80020801994
forecast,"ensemble[XGBoost](XGBoost,ElasticNet)",2024-12-12T00:00:00+00:00,12073.28589415945,109.87850515073205,79.09029874347506,57.59163531642019,63.98255303553748,-25.833513941083634,11405.915451615287,106.79848056791485,0.9312140058999689,0.8511904761904762,792.7643382449709
forecast,"ensemble[XGBoost](XGBoost,ElasticNet)",2024-12-19T00:00:00+00:00,11710.291798723847,108.21410166297112,81.90400928542729,34.869860545156925,45.37522378542217,21.564676000958386,11245.256547697538,106.04365397183152,0.9433957844421734,0.9166666666666666,1158.1793264447235
forecast,"ensemble[XGBoost](XGBoost,ElasticNet)",2024-12-26T00:00:00+00:00,8786.518440516069,93.73643070074766,66.97145005634852,99.77339145377222,86.55027246925478,-10.454199450356615,8677.228154368235,93.15164064238608,0.9483335067150109,0.7678571428571429,600.8609363950582
forecast,"ensemble[XGBoost](XGBoost,ElasticNet)",2025-01-02T00:00:00+00:00,56968.7458518011,238.68126414069684,188.99386440004622,64.58251900740203,64.93978013810636,-5.830079691750652,56934.75602258894,238.6100501290525,0.734260548327498,0.8988095238095238,1225.3280417724538
