date,wind_onshore_tran_actual,wind_onshore_tran_fitted,wind_onshore_tran_lower,wind_onshore_tran_upper
2025-06-03 01:00:00+00:00,42.25,78.36307954563296,-189.91591547625274,346.4905943112213
2025-06-03 02:00:00+00:00,34.5,84.36313757089943,-184.23427797676095,351.9866660933598
2025-06-03 03:00:00+00:00,31.5,17.278500074151793,-251.79061582080703,284.585474729962
2025-06-03 04:00:00+00:00,17.25,-30.31600864072516,-299.2941212235286,237.1746113090571
2025-06-03 05:00:00+00:00,4.75,-52.89505451763057,-319.12538840196146,217.28838435945735
2025-06-03 06:00:00+00:00,15.0,-16.92692790273793,-284.7372539679734,251.25138610792465
2025-06-03 07:00:00+00:00,19.25,-27.0521274460271,-294.5975441762363,241.5921034853841
2025-06-03 08:00:00+00:00,22.25,23.24852337219062,-243.61968447945458,292.14906266662166
2025-06-03 09:00:00+00:00,41.0,45.80693118679875,-221.86745673347423,313.83967522516224
2025-06-03 10:00:00+00:00,49.5,35.30377323304333,-233.17698214230552,303.4284212668788
2025-06-03 11:00:00+00:00,59.75,91.65342189005264,-176.49856121236076,359.81096684750173
2025-06-03 12:00:00+00:00,76.5,127.47254099639127,-140.3183716418854,395.3677692053988
2025-06-03 13:00:00+00:00,94.25,222.83478849376266,-45.53746880237742,491.0409642301123
2025-06-03 14:00:00+00:00,160.75000000000003,235.61533009571943,-32.2560344302604,503.6564784802854
2025-06-03 15:00:00+00:00,277.25,323.30989821595756,55.382780028500406,592.032825118794
2025-06-03 16:00:00+00:00,312.0,320.5010377041792,52.47163539812675,588.3817021395237
2025-06-03 17:00:00+00:00,306.0,316.5679028263091,48.425846302409354,584.5273056367412
2025-06-03 18:00:00+00:00,376.25,320.77923686236636,51.80828917494989,588.5781782445385
2025-06-03 19:00:00+00:00,544.0,468.5137821834028,201.49596098759648,736.6823776372792
2025-06-03 20:00:00+00:00,770.0,589.082406718512,321.43723889129717,858.0035391629797
2025-06-03 21:00:00+00:00,719.0,533.2633973479718,266.0802310265491,801.8138575776036
2025-06-03 22:00:00+00:00,614.75,440.0349254627861,172.48725234195385,708.1218344076914
2025-06-03 23:00:00+00:00,620.5,379.23865145377465,111.50636598795563,647.1950221165334
2025-06-04 00:00:00+00:00,609.25,339.68510062898986,71.38757152282511,607.4725525976539
