date,load_50hz_actual,load_50hz_fitted,load_50hz_lower,load_50hz_upper
2025-03-07 00:00:00+00:00,,9653.781,9435.823325276848,9871.738665230081
2025-03-07 01:00:00+00:00,,9385.843,9167.884524417048,9603.799864370281
2025-03-07 02:00:00+00:00,,9452.664,9234.706244826122,9670.621584779356
2025-03-07 03:00:00+00:00,,9977.056,9759.0979754287,10195.013315381935
2025-03-07 04:00:00+00:00,,11167.732,10949.774934546616,11385.69027449985
2025-03-07 05:00:00+00:00,,12106.111,11888.153641950827,12324.06898190406
2025-03-07 06:00:00+00:00,,12708.144,12490.18604253077,12926.101382484003
2025-03-07 07:00:00+00:00,,12851.972,12634.013561790553,13069.928901743788
2025-03-07 08:00:00+00:00,,12982.605,12764.648240822822,13200.563580776057
2025-03-07 09:00:00+00:00,,12775.227,12557.269280745506,12993.18462069874
2025-03-07 10:00:00+00:00,,12581.423,12363.46481095716,12799.380150910394
2025-03-07 11:00:00+00:00,,12273.402,12055.444911519711,12491.360251472945
2025-03-07 12:00:00+00:00,,11776.7705,11558.812994805176,11994.728334758409
2025-03-07 13:00:00+00:00,,11756.077,11538.119219272088,11974.034559225322
2025-03-07 14:00:00+00:00,,11685.189,11467.23198238046,11903.147322333694
2025-03-07 15:00:00+00:00,,11832.589,11614.631617786496,12050.546957739729
2025-03-07 16:00:00+00:00,,12118.759,11900.801340868102,12336.716680821335
2025-03-07 17:00:00+00:00,,12340.594,12122.635666398575,12558.551006351809
2025-03-07 18:00:00+00:00,,12085.673,11867.715246908536,12303.63058686177
2025-03-07 19:00:00+00:00,,11694.368,11476.41097606562,11912.326316018853
2025-03-07 20:00:00+00:00,,11214.373,10996.415259973397,11432.330599926632
2025-03-07 21:00:00+00:00,,10459.084,10241.126435555452,10677.041775508686
2025-03-07 22:00:00+00:00,,9968.752,9750.794074761543,10186.709414714778
2025-03-07 23:00:00+00:00,,9501.965,9284.007295141611,9719.922635094845
2025-03-08 00:00:00+00:00,,9040.459,8822.501220347625,9258.416560300859
2025-03-08 01:00:00+00:00,,8676.182,8458.224078810426,8894.13941876366
2025-03-08 02:00:00+00:00,,8640.503,8422.545594417024,8858.460934370258
2025-03-08 03:00:00+00:00,,8736.025,8518.067899525253,8953.983239478488
2025-03-08 04:00:00+00:00,,9048.1045,8830.147178130392,9266.062518083625
2025-03-08 05:00:00+00:00,,9385.395,9167.436955047775,9603.352295001008
2025-03-08 06:00:00+00:00,,9917.55,9699.59193433944,10135.507274292675
2025-03-08 07:00:00+00:00,,10431.582,10213.624104756818,10649.539444710052
2025-03-08 08:00:00+00:00,,10654.472,10436.513650655252,10872.428990608485
2025-03-08 09:00:00+00:00,,10837.547,10619.5890143457,11055.504354298933
2025-03-08 10:00:00+00:00,,10510.166,10292.207989105844,10728.123329059079
2025-03-08 11:00:00+00:00,,10117.039,9899.081489810987,10334.99682976422
2025-03-08 12:00:00+00:00,,9606.013,9388.055126176034,9823.970466129269
2025-03-08 13:00:00+00:00,,9456.989,9239.031687958633,9674.947027911867
2025-03-08 14:00:00+00:00,,9521.346,9303.388253563351,9739.303593516584
2025-03-08 15:00:00+00:00,,9822.249,9604.291595452183,10040.206935405417
2025-03-08 16:00:00+00:00,,10348.599,10130.641243150872,10566.556583104106
2025-03-08 17:00:00+00:00,,10704.346,10486.387801159814,10922.303141113047
2025-03-08 18:00:00+00:00,,10481.748,10263.790175506423,10699.705515459656
2025-03-08 19:00:00+00:00,,10209.404,9991.446714690754,10427.362054643987
2025-03-08 20:00:00+00:00,,9852.427,9634.46922726233,10070.384567215564
2025-03-08 21:00:00+00:00,,9255.119,9037.16176355106,9473.077103504293
2025-03-08 22:00:00+00:00,,8768.026,8550.068541158447,8985.98388111168
2025-03-08 23:00:00+00:00,,8489.366,8271.408533152291,8707.323873105524
2025-03-09 00:00:00+00:00,,8136.3774,7918.419504808666,8354.3348447619
2025-03-09 01:00:00+00:00,,7740.9062,7522.9486648891225,7958.864004842357
2025-03-09 02:00:00+00:00,,7535.3076,7317.349753430792,7753.265093384025
2025-03-09 03:00:00+00:00,,7311.9287,7093.971040806773,7529.886380760006
2025-03-09 04:00:00+00:00,,7179.627,6961.669171556657,7397.58451150989
2025-03-09 05:00:00+00:00,,7491.4834,7273.525688362969,7709.441028316202
2025-03-09 06:00:00+00:00,,8129.97,7912.01237539692,8347.927715350153
2025-03-09 07:00:00+00:00,,8575.719,8357.761007927418,8793.676347880652
2025-03-09 08:00:00+00:00,,9126.776,8908.818689697222,9344.734029650455
2025-03-09 09:00:00+00:00,,9673.844,9455.885639302649,9891.800979255884
2025-03-09 10:00:00+00:00,,9537.754,9319.796478510554,9755.711818463787
2025-03-09 11:00:00+00:00,,9236.492,9018.534103702084,9454.449443655318
2025-03-09 12:00:00+00:00,,9041.009,8823.050850990036,9258.966190943269
2025-03-09 13:00:00+00:00,,8982.385,8764.426992085717,9200.342332038952
2025-03-09 14:00:00+00:00,,9195.527,8977.56957274572,9413.484912698956
2025-03-09 15:00:00+00:00,,9697.868,9479.91049930604,9915.825839259272
2025-03-09 16:00:00+00:00,,10442.351,10224.392705612414,10660.308045565649
2025-03-09 17:00:00+00:00,,10778.033,10560.075699401785,10995.991039355018
2025-03-09 18:00:00+00:00,,10830.862,10612.90496701414,11048.820306967373
2025-03-09 19:00:00+00:00,,10634.004,10416.045932886382,10851.961272839615
2025-03-09 20:00:00+00:00,,10372.784,10154.826241610663,10590.741581563896
2025-03-09 21:00:00+00:00,,9982.854,9764.895692205086,10200.811032158319
2025-03-09 22:00:00+00:00,,9447.017,9229.058778609966,9664.9741185632
2025-03-09 23:00:00+00:00,,9014.783,8796.825422645386,9232.74076259862
2025-03-10 00:00:00+00:00,,8728.625,8510.66766164507,8946.583001598303
2025-03-10 01:00:00+00:00,,8870.043,8652.084807318373,9088.000147271607
2025-03-10 02:00:00+00:00,,9123.93,8905.97165752345,9341.886997476684
2025-03-10 03:00:00+00:00,,9829.972,9612.01426967077,10047.929609624003
2025-03-10 04:00:00+00:00,,10948.386,10730.427954759896,11166.34329471313
2025-03-10 05:00:00+00:00,,12101.152,11883.19440740446,12319.109747357694
2025-03-10 06:00:00+00:00,,12872.773,12654.815990527557,13090.73133048079
2025-03-10 07:00:00+00:00,,13134.401,12916.443358625924,13352.358698579157
2025-03-10 08:00:00+00:00,,13456.9375,13238.979371568303,13674.894711521536
2025-03-10 09:00:00+00:00,,13340.374,13122.416759945037,13558.33209989827
2025-03-10 10:00:00+00:00,,13139.056,12921.098170989557,13357.01351094279
2025-03-10 11:00:00+00:00,,12873.976,12656.018222317343,13091.933562270577
2025-03-10 12:00:00+00:00,,12535.164,12317.20627765931,12753.121617612545
2025-03-10 13:00:00+00:00,,12205.924,11987.965930150121,12423.881270103355
2025-03-10 14:00:00+00:00,,12210.464,11992.506179302929,12428.421519256162
2025-03-10 15:00:00+00:00,,12386.194,12168.236370466015,12604.151710419248
2025-03-10 16:00:00+00:00,,12585.367,12367.409172298108,12803.324512251344
2025-03-10 17:00:00+00:00,,12862.432,12644.47416036308,13080.389500316312
2025-03-10 18:00:00+00:00,,12476.196,12258.238842776498,12694.154182729731
2025-03-10 19:00:00+00:00,,11945.77,11727.812085889396,12163.727425842631
2025-03-10 20:00:00+00:00,,11511.174,11293.216524315309,11729.131864268542
2025-03-10 21:00:00+00:00,,10915.246,10697.28889804612,11133.204237999353
2025-03-10 22:00:00+00:00,,10287.251,10069.292984716116,10505.208324669351
2025-03-10 23:00:00+00:00,,9887.531,9669.57375906182,10105.489099015052
2025-03-11 00:00:00+00:00,,9541.447,9323.489550903949,9759.404890857182
2025-03-11 01:00:00+00:00,,9445.691,9227.733800522867,9663.6491404761
2025-03-11 02:00:00+00:00,,9678.444,9460.486693334218,9896.402033287452
2025-03-11 03:00:00+00:00,,10325.329,10107.371386529932,10543.286726483168
2025-03-11 04:00:00+00:00,,11222.015,11004.057467174858,11439.972807128092
2025-03-11 05:00:00+00:00,,12348.636,12130.678333395017,12566.59367334825
2025-03-11 06:00:00+00:00,,12868.847,12650.88856362948,13086.803903582713
2025-03-11 07:00:00+00:00,,13163.687,12945.72857939302,13381.643919346254
2025-03-11 08:00:00+00:00,,13405.893,13187.935323830978,13623.850663784211
2025-03-11 09:00:00+00:00,,13371.208,13153.249834252036,13589.16517420527
2025-03-11 10:00:00+00:00,,13321.178,13103.219693661307,13539.13503361454
2025-03-11 11:00:00+00:00,,12988.888,12770.929555279823,13206.844895233056
2025-03-11 12:00:00+00:00,,12624.346,12406.387940933508,12842.303280886741
2025-03-11 13:00:00+00:00,,12385.075,12167.11739021584,12603.032730169074
2025-03-11 14:00:00+00:00,,12278.201,12060.243609820749,12496.158949773982
2025-03-11 15:00:00+00:00,,12322.263,12104.30492756972,12540.220267522953
2025-03-11 16:00:00+00:00,,12676.581,12458.623196024657,12894.53853597789
2025-03-11 17:00:00+00:00,,13294.984,13077.026884008628,13512.942223961862
2025-03-11 18:00:00+00:00,,13156.694,12938.73635929742,13374.651699250653
2025-03-11 19:00:00+00:00,,12664.477,12446.51847899202,12882.433818945254
2025-03-11 20:00:00+00:00,,12075.599,11857.641128691575,12293.556468644809
2025-03-11 21:00:00+00:00,,11583.467,11365.509021623446,11801.42436157668
2025-03-11 22:00:00+00:00,,11041.018,10823.0596982204,11258.975038173634
2025-03-11 23:00:00+00:00,,10636.402,10418.444884247974,10854.360224201208
2025-03-12 00:00:00+00:00,,10182.046,9964.087928867588,10400.003268820821
2025-03-12 01:00:00+00:00,,10093.496,9875.537954408634,10311.453294361867
2025-03-12 02:00:00+00:00,,10070.002,9852.0440857951,10287.959425748333
2025-03-12 03:00:00+00:00,,10582.604,10364.645693578894,10800.561033532127
2025-03-12 04:00:00+00:00,,11488.682,11270.723574329582,11706.638914282816
2025-03-12 05:00:00+00:00,,12626.887,12408.929243903789,12844.844583857022
2025-03-12 06:00:00+00:00,,13196.51,12978.551621218205,13414.46696117144
2025-03-12 07:00:00+00:00,,13341.164,13123.20620048312,13559.121540436354
2025-03-12 08:00:00+00:00,,13379.211,13161.253574760673,13597.168914713906
2025-03-12 09:00:00+00:00,,13363.892,13145.933586662328,13581.848926615561
2025-03-12 10:00:00+00:00,,13450.333,13232.375166156984,13668.290506110217
2025-03-12 11:00:00+00:00,,13103.389,12885.43139295599,13321.346732909224
2025-03-12 12:00:00+00:00,,12712.064,12494.106877498065,12930.022217451298
2025-03-12 13:00:00+00:00,,12456.664,12238.706838216676,12674.62217816991
2025-03-12 14:00:00+00:00,,12241.851,12023.892691660634,12459.808031613868
2025-03-12 15:00:00+00:00,,12320.324,12102.366729438963,12538.282069392197
2025-03-12 16:00:00+00:00,,12525.34,12307.38168675323,12743.297026706463
2025-03-12 17:00:00+00:00,,12894.14,12676.182143000366,13112.097482953599
2025-03-12 18:00:00+00:00,,12761.971,12544.01324890567,12979.928588858904
2025-03-12 19:00:00+00:00,,12293.906,12075.948828080891,12511.864168034124
2025-03-12 20:00:00+00:00,,11819.264,11601.306455913938,12037.221795867172
2025-03-12 21:00:00+00:00,,11261.636,11043.678394998313,11479.593734951548
2025-03-12 22:00:00+00:00,,10682.396,10464.439285698645,10900.354625651878
2025-03-12 23:00:00+00:00,,10213.82,9995.862285428606,10431.77762538184
2025-03-13 00:00:00+00:00,,9888.909,9670.95169990313,10106.867039856363
2025-03-13 01:00:00+00:00,,9825.488,9607.5306201995,10043.445960152734
2025-03-13 02:00:00+00:00,,9975.727,9757.768905798359,10193.684245751592
2025-03-13 03:00:00+00:00,,10533.016,10315.057837447415,10750.973177400649
2025-03-13 04:00:00+00:00,,11519.651,11301.693299787887,11737.60863974112
2025-03-13 05:00:00+00:00,,12812.68,12594.721562789051,13030.636902742284
2025-03-13 06:00:00+00:00,,13445.827,13227.869240505832,13663.784580459067
2025-03-13 07:00:00+00:00,,13633.922,13415.96430265947,13851.879642612705
2025-03-13 08:00:00+00:00,,13852.389,13634.430663003459,14070.346002956692
2025-03-13 09:00:00+00:00,,13889.541,13671.58301219644,14107.498352149676
2025-03-13 10:00:00+00:00,,13761.953,13543.99550999495,13979.910849948184
2025-03-13 11:00:00+00:00,,13446.763,13228.804840060902,13664.720180014136
2025-03-13 12:00:00+00:00,,12982.488,12764.530154338649,13200.445494291884
