date,solar_ampr_actual,solar_ampr_fitted,solar_ampr_lower,solar_ampr_upper
2025-08-02 00:00:00+00:00,,1.2692325,-139.8108953191679,142.3493840029205
2025-08-02 01:00:00+00:00,,1.2692325,-139.8108953191679,142.3493840029205
2025-08-02 02:00:00+00:00,,-0.09417085,-141.17427206704656,140.98600725504207
2025-08-02 03:00:00+00:00,,-1.9879696,-143.06805730833275,139.09222201375587
2025-08-02 04:00:00+00:00,,162.84271,21.762519469396466,303.92279879148487
2025-08-02 05:00:00+00:00,,832.64087,691.5607592546509,973.7210385767394
2025-08-02 06:00:00+00:00,,1946.517,1805.4368087121786,2087.5970880342675
2025-08-02 07:00:00+00:00,,3508.5493,3367.469153515864,3649.6294328379527
2025-08-02 08:00:00+00:00,,5077.176,4936.095808217169,5218.256087539257
2025-08-02 09:00:00+00:00,,6215.5093,6074.429136623505,6356.589415945595
2025-08-02 10:00:00+00:00,,6560.662,6419.581880751997,6701.742160074085
2025-08-02 11:00:00+00:00,,5706.185,5565.104812109146,5847.265091431234
2025-08-02 12:00:00+00:00,,5125.0005,4983.920421115888,5266.080700437977
2025-08-02 13:00:00+00:00,,4303.774,4162.693608600682,4444.853887922771
2025-08-02 14:00:00+00:00,,3546.5818,3405.5017116914023,3687.661991013491
2025-08-02 15:00:00+00:00,,2614.153,2473.0729073452653,2755.233186667354
2025-08-02 16:00:00+00:00,,1585.8494,1444.769193165005,1726.9294724870936
2025-08-02 17:00:00+00:00,,734.24567,593.1655382222656,875.3258175443541
2025-08-02 18:00:00+00:00,,145.40155,4.321408962249961,286.48168828433836
2025-08-02 19:00:00+00:00,,-16.022028,-157.10218566392837,125.05809365816003
2025-08-02 20:00:00+00:00,,-6.941217,-148.02141178254556,134.13886753954307
2025-08-02 21:00:00+00:00,,-0.51934177,-141.59944815233007,140.56083116975856
2025-08-02 22:00:00+00:00,,0.013983445,-141.0661202226313,141.0941590994571
2025-08-02 23:00:00+00:00,,-2.884454,-143.96458965295687,138.19568966913175
2025-08-03 00:00:00+00:00,,-1.3258603,-142.40600877853262,139.75427054355578
2025-08-03 01:00:00+00:00,,-1.0543759,-142.1345012034733,140.0257781186151
2025-08-03 02:00:00+00:00,,0.44916412,-140.63099151362871,141.52928780845969
2025-08-03 03:00:00+00:00,,-0.10784273,-141.18794033695417,140.97233898513423
2025-08-03 04:00:00+00:00,,178.33063,37.250527097890426,319.4108064199788
2025-08-03 05:00:00+00:00,,862.5502,721.4700523014167,1003.6303316235053
2025-08-03 06:00:00+00:00,,2067.4028,1926.3226038956382,2208.482883217727
2025-08-03 07:00:00+00:00,,3605.5312,3464.4512346817746,3746.6115140038632
2025-08-03 08:00:00+00:00,,4990.261,4849.181270398985,5131.3415497210735
2025-08-03 09:00:00+00:00,,6206.6675,6065.586960308085,6347.747239630173
2025-08-03 10:00:00+00:00,,6468.919,6327.838860711863,6609.999140033953
2025-08-03 11:00:00+00:00,,6343.5,6202.419877652203,6484.580156974293
2025-08-03 12:00:00+00:00,,6214.5967,6073.516149274332,6355.676428596422
2025-08-03 13:00:00+00:00,,5594.527,5453.446724708576,5735.607004030664
2025-08-03 14:00:00+00:00,,4851.4194,4710.339250080087,4992.4995294021755
2025-08-03 15:00:00+00:00,,3743.9202,3602.840211568976,3885.0004908910646
2025-08-03 16:00:00+00:00,,2269.8809,2128.800705012623,2410.9609843347116
2025-08-03 17:00:00+00:00,,1061.1176,920.0373694541854,1202.197648776274
2025-08-03 18:00:00+00:00,,234.67255,93.59246267383674,375.75274199592513
2025-08-03 19:00:00+00:00,,4.0753846,-137.00478623695676,145.15549308513187
2025-08-03 20:00:00+00:00,,0.40949127,-140.67066930685587,141.48961001523276
2025-08-03 21:00:00+00:00,,1.1504581,-139.9296632955502,142.2306160265382
2025-08-03 22:00:00+00:00,,4.0526795,-137.0274782190363,145.1328011030521
2025-08-03 23:00:00+00:00,,8.037055,-133.04311119012323,149.11716813196517
2025-08-04 00:00:00+00:00,,-5.828424,-146.90857574909114,135.25170357299726
2025-08-04 01:00:00+00:00,,0.33771393,-140.74246089928351,141.41781842280488
2025-08-04 02:00:00+00:00,,-1.500787,-142.58090955269108,139.57936976939732
2025-08-04 03:00:00+00:00,,0.6234805,-140.45662154606862,141.70365777601978
2025-08-04 04:00:00+00:00,,185.1867,44.10655782391177,326.26683714600017
2025-08-04 05:00:00+00:00,,578.6416,437.56144173716814,719.7217210592567
2025-08-04 06:00:00+00:00,,1437.4365,1296.3563514706923,1578.516630792781
2025-08-04 07:00:00+00:00,,2556.8413,2415.761188114122,2697.92146743621
2025-08-04 08:00:00+00:00,,3707.6267,3566.5465758096534,3848.706855131742
2025-08-04 09:00:00+00:00,,4649.9883,4508.907965925886,4791.068245247974
2025-08-04 10:00:00+00:00,,5061.868,4920.787876727167,5202.948156049255
2025-08-04 11:00:00+00:00,,5007.56,4866.479992036122,5148.640271358211
2025-08-04 12:00:00+00:00,,4712.2373,4571.157248134941,4853.317527457029
2025-08-04 13:00:00+00:00,,4043.2815,3902.2013320704536,4184.361611392542
2025-08-04 14:00:00+00:00,,3275.7554,3134.675294199422,3416.8355735215105
2025-08-04 15:00:00+00:00,,2560.2283,2419.1481323165845,2701.308411638673
2025-08-04 16:00:00+00:00,,1622.1516,1481.0715125885226,1763.2317919106113
2025-08-04 17:00:00+00:00,,776.1201,635.0400082058832,917.2002875279717
2025-08-04 18:00:00+00:00,,191.69452,50.614379421411286,332.7746587434999
2025-08-04 19:00:00+00:00,,-1.2590878,-142.33925984878942,139.8210194732992
2025-08-04 20:00:00+00:00,,-1.8557675,-142.93588646534204,139.2243928567466
2025-08-04 21:00:00+00:00,,1.7134464,-139.36674289799316,142.79353642409524
2025-08-04 22:00:00+00:00,,-2.1190732,-143.19916653812675,138.96111278396165
2025-08-04 23:00:00+00:00,,1.164252,-139.915862323993,142.2444169980954
2025-08-05 00:00:00+00:00,,1.832587,-139.24757681666233,142.9127025054263
2025-08-05 01:00:00+00:00,,4.9050965,-136.17500282207584,145.98527650001256
2025-08-05 02:00:00+00:00,,3.7617862,-137.31836023493565,144.84191908715275
2025-08-05 03:00:00+00:00,,3.1004093,-137.97974525648783,144.18053406560057
2025-08-05 04:00:00+00:00,,91.864815,-49.21534644303233,232.9449328790563
2025-08-05 05:00:00+00:00,,406.83954,265.75945014909985,547.9197294711884
2025-08-05 06:00:00+00:00,,976.20013,835.1199914623182,1117.2802707844069
2025-08-05 07:00:00+00:00,,2103.9702,1962.8901358597127,2245.0504151818013
2025-08-05 08:00:00+00:00,,3119.569,2978.4889028759276,3260.649182198016
2025-08-05 09:00:00+00:00,,4033.7847,3892.704671219258,4174.864950541347
2025-08-05 10:00:00+00:00,,4788.8027,4647.722649704969,4929.882929027057
2025-08-05 11:00:00+00:00,,5416.8857,5275.8056614861125,5557.965940808201
2025-08-05 12:00:00+00:00,,5144.326,5003.24576234555,5285.406041667638
2025-08-05 13:00:00+00:00,,4472.6523,4331.572116497477,4613.732395819566
2025-08-05 14:00:00+00:00,,3628.3613,3487.2813591787353,3769.4416385008235
2025-08-05 15:00:00+00:00,,2865.11,2724.030039545918,3006.190318868006
2025-08-05 16:00:00+00:00,,1925.9204,1784.8402520302775,2067.000531352366
2025-08-05 17:00:00+00:00,,976.37946,835.2993045663255,1117.459583888414
2025-08-05 18:00:00+00:00,,247.90692,106.82679818735869,388.9870775094473
2025-08-05 19:00:00+00:00,,32.678047,-108.40213998287004,173.75813933921836
2025-08-05 20:00:00+00:00,,6.6478944,-134.43223205802224,147.7280472640664
2025-08-05 21:00:00+00:00,,4.0753846,-137.00478623695676,145.15549308513187
2025-08-05 22:00:00+00:00,,4.0753846,-137.00478623695676,145.15549308513187
2025-08-05 23:00:00+00:00,,3.6922061,-137.38789589932048,144.77238342276814
2025-08-06 00:00:00+00:00,,4.067206,-137.01288103758156,145.14739828450683
