Parameter,Value
compute_cloud_cover_fraction,True
compute_clear_sky_fraction,True
use_solar_geometry,False
compute_air_density,False
compute_air_density_moist,False
compute_direct_ratio,False
compute_diffuse_ratio,True
compute_dni_ratio,True
compute_global_tilted_ratio,False
dew_point_temperature,True
vapor_pressure,False
precip_lags_option,large
cloud_lags_option,large
shortwave_lags_option,large
drop_raw_solar_features,False
drop_raw_features,False
spatial_agg_method,idw
n_estimators,811
learning_rate,0.0654873041898705
max_depth,8
min_child_weight,7
subsample,0.9629726819703728
colsample_bytree,0.7420260384465265
reg_alpha,1.622197149127677e-07
reg_lambda,7.966891975699283e-06
use_base_models_pred_intervals,False
cv_folds_base,40
