date,wind_onshore_tran_actual,wind_onshore_tran_fitted,wind_onshore_tran_lower,wind_onshore_tran_upper
2025-02-23 00:00:00+00:00,,689.9135464837977,421.7185051358004,955.3464635804147
2025-02-23 01:00:00+00:00,,596.3321432767024,328.3947592447273,861.1546950233854
2025-02-23 02:00:00+00:00,,455.79549082302765,188.17401005239222,720.5037702397542
2025-02-23 03:00:00+00:00,,330.5199208787896,63.113162671410464,595.0701439081744
2025-02-23 04:00:00+00:00,,208.35197945109223,-58.09066787598954,472.6477842533955
2025-02-23 05:00:00+00:00,,126.2357647680468,-139.16255126536862,392.2160598197869
2025-02-23 06:00:00+00:00,,131.5997644151679,-134.38016007429155,399.70802875431025
2025-02-23 07:00:00+00:00,,70.82788799245208,-194.5066704204321,339.3464833679273
2025-02-23 08:00:00+00:00,,30.53703440736905,-235.30992594381587,298.2869949389212
2025-02-23 09:00:00+00:00,,-59.376916861216614,-323.08836916006715,210.95302637658338
2025-02-23 10:00:00+00:00,,-61.60773628132648,-324.875170934243,208.91682424408157
2025-02-23 11:00:00+00:00,,-61.63202371793051,-325.29926285303236,208.1698585044965
2025-02-23 12:00:00+00:00,,-8.80059674978753,-272.60363925599574,261.8881659882354
2025-02-23 13:00:00+00:00,,-54.775904508643634,-319.1435731137128,216.6812434164182
2025-02-23 14:00:00+00:00,,-122.74601080059642,-386.24057793980387,149.3636817972907
2025-02-23 15:00:00+00:00,,-98.3896736576541,-362.58108100550635,173.67447530491378
2025-02-23 16:00:00+00:00,,-47.99838567038125,-313.20013733400276,221.20396212223133
2025-02-23 17:00:00+00:00,,-96.02767233372799,-360.7847280253719,175.0652990095227
2025-02-23 18:00:00+00:00,,-58.6250576444221,-324.1392756908921,209.73016087903133
2025-02-23 19:00:00+00:00,,-17.616530346232082,-283.49424050133257,248.63208174766683
2025-02-23 20:00:00+00:00,,-9.150766662107742,-276.4980539469384,255.862884999427
2025-02-23 21:00:00+00:00,,22.328594701959673,-245.7279826567991,286.03176634504246
2025-02-23 22:00:00+00:00,,23.0773900548877,-242.97155360395698,288.18404242734147
2025-02-23 23:00:00+00:00,,36.80067712419725,-229.29085836018737,302.5414576591364
2025-02-24 00:00:00+00:00,,84.26505315669726,-181.36210732847974,352.2070725247165
2025-02-24 01:00:00+00:00,,29.57827781310607,-235.95115115188423,296.9796593293462
2025-02-24 02:00:00+00:00,,111.15788185007318,-155.1742947470358,378.3560932427055
2025-02-24 03:00:00+00:00,,174.03783368597254,-91.84333903664105,439.9709576676403
2025-02-24 04:00:00+00:00,,187.11412465159967,-78.97628824955405,452.9954878219905
2025-02-24 05:00:00+00:00,,199.28002673252305,-65.83360589500063,465.86246782519237
2025-02-24 06:00:00+00:00,,199.3916757470507,-66.00685006527499,465.78569887384447
2025-02-24 07:00:00+00:00,,214.54756056682407,-51.3011504442178,479.6938835903327
2025-02-24 08:00:00+00:00,,268.00734868742575,1.2842625076237937,533.1899121786557
2025-02-24 09:00:00+00:00,,238.66197577661163,-28.885149832758316,503.1474550098967
2025-02-24 10:00:00+00:00,,248.25652293730474,-27.694329665611576,511.1750613175544
2025-02-24 11:00:00+00:00,,248.77235128211478,-18.77847508791973,513.9823165348495
2025-02-24 12:00:00+00:00,,221.72502666776788,-47.979284520314934,485.3769086941322
2025-02-24 13:00:00+00:00,,149.00373052451528,-116.70967276736883,415.0165414060886
2025-02-24 14:00:00+00:00,,188.57002679257752,-84.80578122402648,450.4629232991091
2025-02-24 15:00:00+00:00,,85.06490621881653,-180.86026255264403,353.1073122853315
2025-02-24 16:00:00+00:00,,101.99101219639726,-167.87135850091704,366.07793962547703
2025-02-24 17:00:00+00:00,,216.35701665155338,-51.437158935305035,480.9713496031133
2025-02-24 18:00:00+00:00,,291.7720051998888,23.98543382564077,556.9245159279762
2025-02-24 19:00:00+00:00,,355.8488201314348,88.03278389584943,619.989244779533
2025-02-24 20:00:00+00:00,,400.4464697463751,133.06381592319383,664.9339270425777
2025-02-24 21:00:00+00:00,,425.85783188458066,158.65646135380254,690.314063285742
2025-02-24 22:00:00+00:00,,373.9663374850115,106.8926955868331,638.4764570538118
2025-02-24 23:00:00+00:00,,290.5464318069773,23.630330261767597,555.5867911454512
2025-02-25 00:00:00+00:00,,216.33885880189032,-50.819596876956496,482.56970209387487
2025-02-25 01:00:00+00:00,,264.9313856567165,-3.324163487061014,531.3902460328746
2025-02-25 02:00:00+00:00,,208.54231648754424,-58.11018932693804,473.79033355516555
2025-02-25 03:00:00+00:00,,175.3424074459079,-92.16825552394158,441.5588002239708
2025-02-25 04:00:00+00:00,,267.70311715771066,-1.2945961536585742,533.1274656545116
2025-02-25 05:00:00+00:00,,414.3011678371139,145.80175648968657,680.4724029148977
2025-02-25 06:00:00+00:00,,599.6595745198326,332.35413341700774,866.6834345343416
2025-02-25 07:00:00+00:00,,653.3291248890847,387.2218742399093,920.4144979753545
2025-02-25 08:00:00+00:00,,595.3280261418834,329.7146361241439,861.0081767780964
2025-02-25 09:00:00+00:00,,522.218740279398,253.80383806743635,788.5991388147966
2025-02-25 10:00:00+00:00,,361.2639600321807,94.34319257852161,626.4074036210263
2025-02-25 11:00:00+00:00,,238.30479607895194,-28.066262842570268,504.34952908596296
2025-02-25 12:00:00+00:00,,226.06678367162772,-40.00936201926186,491.8458674005183
2025-02-25 13:00:00+00:00,,252.90433709978552,-12.146383944152717,518.7074161702762
2025-02-25 14:00:00+00:00,,276.15630978694605,10.496530240197728,541.7480753221785
2025-02-25 15:00:00+00:00,,343.7547419881375,76.86616265937857,610.5918214978923
