date,wind_onshore_tran_actual,wind_onshore_tran_fitted,wind_onshore_tran_lower,wind_onshore_tran_upper
2024-12-27 08:00:00+00:00,404.25,305.99818219271856,38.85001036686202,571.5694247296406
2024-12-27 09:00:00+00:00,355.5,346.006628779822,79.65712767602287,611.4939535485846
2024-12-27 10:00:00+00:00,240.0,200.95129333148833,-65.1116539940744,466.52153332815743
2024-12-27 11:00:00+00:00,136.75,203.31807760128154,-62.28883259612712,468.7811256811432
2024-12-27 12:00:00+00:00,100.75,88.68053083456317,-176.84661568759782,354.1637584447269
2024-12-27 13:00:00+00:00,88.5,115.66445501695813,-150.05418233634862,381.04011069801356
2024-12-27 14:00:00+00:00,92.0,121.59654762673921,-143.96834760026024,387.77997037310286
2024-12-27 15:00:00+00:00,137.75,-75.51457739259337,-340.74257081488577,189.47048217329515
2024-12-27 16:00:00+00:00,139.0,50.16234336470916,-215.665378680019,315.701583600468
2024-12-27 17:00:00+00:00,106.75,189.47889623370475,-76.25868775447185,454.9517637682556
2024-12-27 18:00:00+00:00,105.25,307.58501121646043,42.14424355618587,573.6702998608871
2024-12-27 19:00:00+00:00,112.25,176.7099342390005,-88.72123300589732,442.9649425996788
2024-12-27 20:00:00+00:00,103.0,119.74802636057166,-145.64256977741354,386.0087924257089
2024-12-27 21:00:00+00:00,122.0,121.00429407640928,-144.69327787618556,386.8514306917192
2024-12-27 22:00:00+00:00,72.5,159.52386331113772,-106.4931195510436,425.0726651423104
2024-12-27 23:00:00+00:00,34.75,133.65549635901976,-132.01177817890812,398.93100360244887
2024-12-28 00:00:00+00:00,38.0,90.2149739451038,-175.53157555222526,355.9473429835109
2024-12-28 01:00:00+00:00,42.0,34.97642971762417,-229.4054319256196,301.4207457538348
2024-12-28 02:00:00+00:00,50.75,-24.102519406371812,-288.6909167507978,242.80481890684723
2024-12-28 03:00:00+00:00,58.25,-15.661437024971065,-280.985348248753,250.19388308890353
2024-12-28 04:00:00+00:00,46.75,58.516575337552695,-206.8976999482045,324.80488785136265
2024-12-28 05:00:00+00:00,42.5,21.97755562309601,-243.39792193192,288.23601909533767
2024-12-28 06:00:00+00:00,45.5,54.96316319453996,-210.57299455725217,320.805648319475
2024-12-28 07:00:00+00:00,42.75,102.06731100248157,-164.07290174140758,367.41292994073183
2024-12-28 08:00:00+00:00,37.25,130.0753532104436,-136.805736992206,394.8468585656765
2024-12-28 09:00:00+00:00,40.25,196.72076365430394,-68.6851478233516,461.6953672267294
2024-12-28 10:00:00+00:00,52.75,-58.99186853227769,-324.3985465453703,206.7181323318619
2024-12-28 11:00:00+00:00,58.25,61.625413071781736,-203.714605827289,327.8207434706136
2024-12-28 12:00:00+00:00,54.25,66.36051132575761,-199.28264073642572,332.119036906747
2024-12-28 13:00:00+00:00,47.25,80.74290975179508,-184.72223745729252,346.44838823420656
2024-12-28 14:00:00+00:00,40.0,68.44271612547857,-196.63218025368838,334.3852343494911
2024-12-28 15:00:00+00:00,56.0,-179.64518531901535,-446.1096194748467,86.19535124279184
2024-12-28 16:00:00+00:00,62.0,-94.40801880587696,-360.9218340317209,171.15755899021292
2024-12-28 17:00:00+00:00,74.25,-62.35051765806094,-329.2350374846644,202.7865511467848
2024-12-28 18:00:00+00:00,104.75,-65.48990324260132,-333.1063915815067,200.04706586539672
2024-12-28 19:00:00+00:00,168.75,-79.77316791282044,-347.9657148374665,186.06131261992695
2024-12-28 20:00:00+00:00,174.0,-180.48601848624742,-448.84086245626736,86.11280421226638
2024-12-28 21:00:00+00:00,164.5,-164.98136222983646,-433.01674959393006,102.0948684082191
2024-12-28 22:00:00+00:00,114.0,-158.96125993432747,-426.65308735786664,107.93796519643695
2024-12-28 23:00:00+00:00,104.75,-173.7829059542703,-441.9074853413865,93.04248634140146
2024-12-29 00:00:00+00:00,118.5,-167.23073014693477,-434.688959954678,98.03031107768601
2024-12-29 01:00:00+00:00,159.25000000000003,119.3188390144025,-146.58193599743936,384.55800967984504
2024-12-29 02:00:00+00:00,152.25,153.86095740204297,-112.83962899057406,418.701115144056
2024-12-29 03:00:00+00:00,133.0,82.55746772056722,-183.21614306629203,347.82707309341265
2024-12-29 04:00:00+00:00,180.49999999999997,29.630273106895515,-235.8970914398367,295.33701134973944
2024-12-29 05:00:00+00:00,208.75,98.62065637919807,-167.6689952576471,363.9618748350571
2024-12-29 06:00:00+00:00,175.75000000000003,59.526678602862376,-207.0353556474587,323.78170188615695
2024-12-29 07:00:00+00:00,141.5,83.75592543053483,-183.02957215235244,348.16311856241975
2024-12-29 08:00:00+00:00,134.0,131.8593083471074,-135.0808719111825,397.35455173330416
2024-12-29 09:00:00+00:00,113.25,124.85453456554376,-140.93107295288542,389.9959619227695
2024-12-29 10:00:00+00:00,98.75,135.17622859277384,-130.45653081868488,400.47334422417765
2024-12-29 11:00:00+00:00,107.75,185.6397574450623,-79.61673196557842,451.20355828868253
2024-12-29 12:00:00+00:00,117.25,230.14882069203912,-35.36716903061779,495.5621769233636
2024-12-29 13:00:00+00:00,131.75,228.85202993601283,-37.71318871083167,493.8523035496526
2024-12-29 14:00:00+00:00,164.0,211.82847668297933,-54.94734598392563,476.5856068855506
2024-12-29 15:00:00+00:00,103.25,152.24825212666025,-114.46379012572652,417.3549403050025
2024-12-29 16:00:00+00:00,42.75,148.13611337378137,-118.20207559627192,413.2382358613375
2024-12-29 17:00:00+00:00,59.75,184.63618101356047,-81.32502855950474,449.81048898704023
2024-12-29 18:00:00+00:00,45.0,159.47472572705334,-106.3596825337529,425.15809734439716
2024-12-29 19:00:00+00:00,33.25,114.04406166875862,-151.731232620676,379.4356750592758
2024-12-29 20:00:00+00:00,37.0,108.22877007636276,-158.08878813105844,373.66083244273153
2024-12-29 21:00:00+00:00,28.5,74.78875475546982,-191.31156811448477,340.0636655758525
2024-12-29 22:00:00+00:00,31.5,68.68370770732042,-197.0735943960907,334.5777678070317
2024-12-29 23:00:00+00:00,27.75,152.26143536736038,-114.04361611902107,417.52178602618056
2024-12-30 00:00:00+00:00,18.0,181.2141700632333,-84.60515970849093,446.9381206605898
2024-12-30 01:00:00+00:00,13.5,148.48301893903556,-116.87010684695258,413.9075134498643
2024-12-30 02:00:00+00:00,19.0,33.910598105796396,-231.94850240257438,300.190328866496
2024-12-30 03:00:00+00:00,16.75,140.82893924821173,-124.59599825974146,406.5523999856323
2024-12-30 04:00:00+00:00,14.75,148.49548853049305,-117.51518961486659,413.80150876342907
2024-12-30 05:00:00+00:00,10.5,88.81781190854605,-176.93058024365382,353.97275968978045
2024-12-30 06:00:00+00:00,7.749999999999943,96.79358696568448,-169.0175280569474,362.0813877584569
2024-12-30 07:00:00+00:00,7.0,72.99975931327958,-192.81329770449236,338.2714164780374
2024-12-30 08:00:00+00:00,7.0,75.35419356587761,-190.68435616489307,340.5372603672354
2024-12-30 09:00:00+00:00,7.0,70.74738630834429,-194.97912900748645,336.0590691279922
2024-12-30 10:00:00+00:00,7.0,98.65430134819968,-167.17154698721254,363.5993304993558
