date,load_tenn_actual,load_tenn_fitted,load_tenn_lower,load_tenn_upper
2025-02-13 01:00:00+00:00,14258.75,15180.386430556235,14854.639628487583,15506.133232624887
2025-02-13 02:00:00+00:00,14057.0,15008.696451077582,14682.94964900893,15334.443253146233
2025-02-13 03:00:00+00:00,14315.25,15270.901172124999,14945.154370056347,15596.647974193651
2025-02-13 04:00:00+00:00,15682.75,16366.536370537331,16040.78956846868,16692.283172605985
2025-02-13 05:00:00+00:00,18044.25,18481.380338122457,18155.633536053807,18807.12714019111
2025-02-13 06:00:00+00:00,19665.25,20379.10864258971,20053.36184052106,20704.855444658362
2025-02-13 07:00:00+00:00,20505.0,21188.171280837145,20862.424478768495,21513.9180829058
2025-02-13 08:00:00+00:00,20734.0,21436.470393441698,21110.723591373047,21762.21719551035
2025-02-13 09:00:00+00:00,21229.25,21669.39361362636,21343.646811557708,21995.140415695012
2025-02-13 10:00:00+00:00,21514.75,21800.817995068443,21475.071192999792,22126.564797137096
2025-02-13 11:00:00+00:00,21292.25,21734.529443270792,21408.78264120214,22060.276245339443
2025-02-13 12:00:00+00:00,20977.0,21305.634472083028,20979.887670014374,21631.381274151678
2025-02-13 13:00:00+00:00,20633.0,21069.999312525564,20744.252510456914,21395.746114594214
2025-02-13 14:00:00+00:00,20408.5,20923.0933580918,20597.346556023145,21248.84016016045
2025-02-13 15:00:00+00:00,20188.5,20934.769530807745,20609.022728739095,21260.516332876396
2025-02-13 16:00:00+00:00,20645.5,21426.1499958568,21100.403193788145,21751.89679792545
2025-02-13 17:00:00+00:00,21046.5,21595.169608128417,21269.422806059767,21920.916410197067
2025-02-13 18:00:00+00:00,20371.0,20881.029262874647,20555.282460805993,21206.776064943297
2025-02-13 19:00:00+00:00,19261.75,19742.210778986428,19416.463976917774,20067.957581055078
2025-02-13 20:00:00+00:00,18249.5,18602.74769133112,18277.000889262465,18928.49449339977
2025-02-13 21:00:00+00:00,17530.0,17757.14783125298,17431.40102918433,18082.894633321634
2025-02-13 22:00:00+00:00,16450.25,16808.991856721812,16483.24505465316,17134.738658790466
2025-02-13 23:00:00+00:00,15631.75,15999.945975797262,15674.19917372861,16325.692777865914
2025-02-14 00:00:00+00:00,14893.75,15442.49815698412,15116.751354915468,15768.244959052772
2025-02-14 01:00:00+00:00,14465.5,14969.433934224502,14643.68713215585,15295.180736293154
2025-02-14 02:00:00+00:00,14347.5,14774.834986137645,14449.088184068993,15100.581788206297
2025-02-14 03:00:00+00:00,14542.5,14959.358030593556,14633.611228524904,15285.104832662208
2025-02-14 04:00:00+00:00,15662.0,16038.106242432586,15712.359440363934,16363.853044501238
2025-02-14 05:00:00+00:00,17928.75,18029.420256705267,17703.673454636617,18355.16705877392
2025-02-14 06:00:00+00:00,19502.0,19933.695402016237,19607.948599947584,20259.442204084888
2025-02-14 07:00:00+00:00,20696.75,20831.987457194347,20506.240655125697,21157.734259263
2025-02-14 08:00:00+00:00,21201.0,21140.385361008557,20814.638558939903,21466.132163077207
2025-02-14 09:00:00+00:00,21606.0,21271.0724210011,20945.325618932446,21596.81922306975
2025-02-14 10:00:00+00:00,21566.25,21202.489312286478,20876.742510217828,21528.23611435513
2025-02-14 11:00:00+00:00,21156.0,20943.941796925552,20618.194994856898,21269.688598994202
2025-02-14 12:00:00+00:00,20781.0,20458.909886918547,20133.163084849893,20784.656688987197
2025-02-14 13:00:00+00:00,20397.5,20058.94704017377,19733.20023810512,20384.693842242425
2025-02-14 14:00:00+00:00,20142.75,19815.430551542926,19489.683749474276,20141.17735361158
2025-02-14 15:00:00+00:00,20136.0,20103.775014353563,19778.02821228491,20429.521816422213
2025-02-14 16:00:00+00:00,20403.75,20669.94594055612,20344.19913848747,20995.69274262477
2025-02-14 17:00:00+00:00,20589.0,20936.604379477525,20610.857577408875,21262.35118154618
2025-02-14 18:00:00+00:00,19771.0,20040.116819511113,19714.370017442463,20365.863621579767
2025-02-14 19:00:00+00:00,18488.0,18805.761827275433,18480.015025206783,19131.508629344087
2025-02-14 20:00:00+00:00,17409.25,17768.71344684725,17442.9666447786,18094.4602489159
2025-02-14 21:00:00+00:00,16717.25,16925.735479399,16599.988677330348,17251.48228146765
2025-02-14 22:00:00+00:00,15788.0,15899.865853831707,15574.119051763055,16225.612655900359
2025-02-14 23:00:00+00:00,14859.0,15035.75932296555,14710.012520896898,15361.506125034202
2025-02-15 00:00:00+00:00,13931.75,14342.550766176215,14016.803964107563,14668.297568244867
2025-02-15 01:00:00+00:00,13446.0,13943.818996497432,13618.07219442878,14269.565798566084
2025-02-15 02:00:00+00:00,13157.25,13639.013766116237,13313.266964047583,13964.760568184887
2025-02-15 03:00:00+00:00,13091.75,13596.153503090496,13270.406701021844,13921.900305159148
2025-02-15 04:00:00+00:00,13242.75,13886.418438990058,13560.671636921406,14212.16524105871
2025-02-15 05:00:00+00:00,13630.25,14355.430402840986,14029.683600772336,14681.177204909638
2025-02-15 06:00:00+00:00,14392.75,15216.851249444211,14891.10444737556,15542.598051512863
2025-02-15 07:00:00+00:00,15460.0,16294.71179595879,15968.964993890138,16620.458598027442
2025-02-15 08:00:00+00:00,16364.25,17116.47368076348,16790.72687869483,17442.220482832134
2025-02-15 09:00:00+00:00,16997.75,17593.837419150437,17268.090617081783,17919.584221219087
2025-02-15 10:00:00+00:00,17129.0,17708.66718515306,17382.920383084405,18034.41398722171
2025-02-15 11:00:00+00:00,16935.25,17518.740986205456,17192.9941841368,17844.487788274106
2025-02-15 12:00:00+00:00,16267.75,17117.934702938608,16792.187900869954,17443.68150500726
2025-02-15 13:00:00+00:00,16082.25,16820.27954167611,16494.53273960746,17146.026343744765
2025-02-15 14:00:00+00:00,16170.0,16690.149365528647,16364.402563459995,17015.896167597297
2025-02-15 15:00:00+00:00,16499.75,17148.88495653034,16823.13815446169,17474.631758598993
2025-02-15 16:00:00+00:00,17283.0,18049.553842980884,17723.80704091223,18375.300645049538
2025-02-15 17:00:00+00:00,17783.25,18462.82921630126,18137.08241423261,18788.57601836991
2025-02-15 18:00:00+00:00,17066.5,17691.169046138926,17365.422244070272,18016.915848207576
2025-02-15 19:00:00+00:00,16058.5,16795.977982152297,16470.231180083647,17121.72478422095
2025-02-15 20:00:00+00:00,15250.5,15992.050633333612,15666.30383126496,16317.797435402264
2025-02-15 21:00:00+00:00,14756.75,15495.706187011034,15169.959384942382,15821.452989079686
2025-02-15 22:00:00+00:00,13782.5,14686.90752324068,14361.160721172027,15012.65432530933
2025-02-15 23:00:00+00:00,13160.25,13763.215423226311,13437.468621157659,14088.962225294963
2025-02-16 00:00:00+00:00,12675.5,13262.42430110399,12936.67749903534,13588.171103172645
2025-02-16 01:00:00+00:00,12232.75,12868.440300739734,12542.693498671082,13194.187102808386
2025-02-16 02:00:00+00:00,12068.5,12557.306756650687,12231.559954582037,12883.05355871934
2025-02-16 03:00:00+00:00,11969.0,12633.804997608127,12308.058195539474,12959.551799676778
2025-02-16 04:00:00+00:00,12196.5,12877.358156163145,12551.611354094493,13203.104958231797
2025-02-16 05:00:00+00:00,12350.0,13128.870747099752,12803.1239450311,13454.617549168404
2025-02-16 06:00:00+00:00,12802.75,13906.626310353204,13580.879508284554,14232.373112421856
2025-02-16 07:00:00+00:00,13680.25,14795.960218212113,14470.21341614346,15121.707020280764
2025-02-16 08:00:00+00:00,14456.75,15667.026656954691,15341.27985488604,15992.773459023343
2025-02-16 09:00:00+00:00,15048.5,16278.364252302066,15952.617450233414,16604.11105437072
2025-02-16 10:00:00+00:00,15326.5,16535.660572081197,16209.913770012545,16861.407374149847
2025-02-16 11:00:00+00:00,15110.0,16363.54491190269,16037.798109834039,16689.291713971343
2025-02-16 12:00:00+00:00,14694.0,16006.265333550364,15680.518531481712,16332.012135619016
2025-02-16 13:00:00+00:00,14344.75,15551.838429582203,15226.091627513553,15877.585231650855
2025-02-16 14:00:00+00:00,14543.75,15560.783264558644,15235.036462489992,15886.530066627296
2025-02-16 15:00:00+00:00,15203.5,15999.45050028758,15673.703698218927,16325.197302356231
2025-02-16 16:00:00+00:00,16361.5,16985.14191918218,16659.395117113527,17310.88872125083
2025-02-16 17:00:00+00:00,17322.0,17438.20142081471,17112.45461874606,17763.948222883362
2025-02-16 18:00:00+00:00,16852.0,16902.08585962103,16576.339057552377,17227.83266168968
2025-02-16 19:00:00+00:00,16130.25,16155.60571525066,15829.858913182008,16481.352517319312
2025-02-16 20:00:00+00:00,15710.75,15654.675531370132,15328.92872930148,15980.422333438784
2025-02-16 21:00:00+00:00,15620.75,15366.604357894097,15040.857555825445,15692.351159962749
2025-02-16 22:00:00+00:00,14982.0,14714.39772649756,14388.650924428908,15040.144528566212
2025-02-16 23:00:00+00:00,14198.75,14175.79371227483,13850.046910206178,14501.540514343482
2025-02-17 00:00:00+00:00,13767.0,13804.528841611278,13478.782039542626,14130.275643679928
2025-02-17 01:00:00+00:00,13529.5,13626.558937783771,13300.81213571512,13952.305739852423
2025-02-17 02:00:00+00:00,13533.75,13607.834728222939,13282.087926154287,13933.58153029159
2025-02-17 03:00:00+00:00,14003.25,14062.761302500365,13737.014500431713,14388.508104569017
2025-02-17 04:00:00+00:00,15563.25,15520.991843739708,15195.245041671056,15846.73864580836
2025-02-17 05:00:00+00:00,18275.5,17885.297362977322,17559.55056090867,18211.044165045972
2025-02-17 06:00:00+00:00,20209.75,19757.44678236787,19431.699980299218,20083.19358443652
2025-02-17 07:00:00+00:00,20858.5,20463.259945779733,20137.51314371108,20789.006747848383
2025-02-17 08:00:00+00:00,20349.5,20385.631614028865,20059.88481196021,20711.378416097516
2025-02-17 09:00:00+00:00,19850.0,19954.413382454786,19628.666580386136,20280.16018452344
2025-02-17 10:00:00+00:00,19022.5,19527.685238978913,19201.938436910263,19853.432041047567
2025-02-17 11:00:00+00:00,18309.75,18868.125375762476,18542.378573693823,19193.872177831126
2025-02-17 12:00:00+00:00,17985.25,18378.55328297328,18052.806480904626,18704.30008504193
2025-02-17 13:00:00+00:00,17785.25,18066.309480898766,17740.562678830116,18392.056282967416
2025-02-17 14:00:00+00:00,18041.0,17941.744529843858,17615.997727775208,18267.49133191251
2025-02-17 15:00:00+00:00,18908.5,18310.200416606818,17984.453614538168,18635.947218675472
2025-02-17 16:00:00+00:00,20066.0,19173.813366539718,18848.066564471068,19499.560168608372
2025-02-17 17:00:00+00:00,20953.75,20121.504290135614,19795.757488066964,20447.251092204267
2025-02-17 18:00:00+00:00,20293.5,19476.363256389883,19150.61645432123,19802.110058458533
2025-02-17 19:00:00+00:00,19145.5,18384.757415490465,18059.01061342181,18710.504217559115
2025-02-17 20:00:00+00:00,18312.75,17427.680051947977,17101.933249879323,17753.426854016627
2025-02-17 21:00:00+00:00,17603.0,16662.59602235433,16336.849220285676,16988.34282442298
2025-02-17 22:00:00+00:00,16660.25,15766.46178507953,15440.714983010877,16092.208587148181
2025-02-17 23:00:00+00:00,15815.75,15202.502148897203,14876.755346828551,15528.248950965855
