target,method,model_label,horizon,mse,rmse,mae,mape,smape,bias,variance,std,r2,prediction_interval_coverage,prediction_interval_width
load_tenn,trained,XGBoost,2025-01-05T00:00:00+00:00,2146780.589918182,1465.1896088623419,1112.339878627232,6.39412258232728,13.48497919807273,-998.813709077381,1149151.7644772672,1071.9849646694058,0.7556419220100444,0.20238095238095238,473.255980375821
load_tenn,trained,XGBoost,2025-01-12T00:00:00+00:00,3047755.2043420416,1745.782118232983,1533.4369012741815,8.351780701430933,17.599135539012238,-1456.1755894252233,927307.8571041453,962.9682534248703,0.6644431548695026,0.041666666666666664,473.8459254564826
load_tenn,trained,XGBoost,2025-01-19T00:00:00+00:00,1891952.466977812,1375.482630562019,1088.5415852864583,6.658994381195689,12.939340656226634,139.57831101190476,1872470.3620728762,1368.3823888346694,0.77819701786579,0.11904761904761904,463.9467992273451
load_tenn,trained,XGBoost,2025-01-26T00:00:00+00:00,273350.67162202654,522.8294861826622,403.8701869419643,2.447724402305092,4.86507135017367,117.60920061383929,259518.74755300023,509.42982593582036,0.9635556239134554,0.4226190476190476,468.1047500992814
load_tenn,trained,XGBoost,2025-02-02T00:00:00+00:00,1354082.8991370655,1163.650677453103,900.6747233072916,5.335166712513745,10.54143260995564,63.77251906622024,1350015.964949014,1161.9018740620972,0.8456024945836311,0.13690476190476192,468.88681714684805
load_tenn,trained,LightGBM,2025-01-05T00:00:00+00:00,826696.1068222187,909.2283029152902,660.4513518044902,4.089663560295126,7.9310348826983095,369.79538863359943,689947.477367544,830.6307707805821,0.9059010162968935,0.375,667.2416299104158
load_tenn,trained,LightGBM,2025-01-12T00:00:00+00:00,578428.2101742697,760.5446799329213,689.6958578687837,3.8690936020973457,7.837966918465228,-527.7108350200996,299949.48477665905,547.6764416849231,0.9363152443923198,0.11904761904761904,669.8694468369216
load_tenn,trained,LightGBM,2025-01-19T00:00:00+00:00,850625.8967439637,922.2938234337058,698.0064775168269,4.345942434319984,8.356727101908309,611.4684052198136,476732.28616190155,690.458026357795,0.9002769023685993,0.35119047619047616,665.7710944348374
load_tenn,trained,LightGBM,2025-01-26T00:00:00+00:00,281902.24247568875,530.9446698816071,417.6118933052884,2.5189861705773327,5.018313191546536,64.79365135750504,277704.0252194508,526.9763042295648,0.9624154889268748,0.5119047619047619,669.1904095175308
load_tenn,trained,LightGBM,2025-02-02T00:00:00+00:00,1238941.8692613603,1113.0776564379325,703.5226784277544,4.3429818563566025,8.28630743088677,386.0741550159338,1089888.616090093,1043.9773063099087,0.8587312976984255,0.4523809523809524,655.2489189838002
load_tenn,trained,ElasticNet,2025-01-05T00:00:00+00:00,2072282.3983672534,1439.5424267340138,1123.5454894961829,6.975192722986331,13.502957305604285,281.50775111009233,1993035.7844321919,1411.7491931756829,0.7641217056388905,0.3869047619047619,1266.9876727347114
load_tenn,trained,ElasticNet,2025-01-12T00:00:00+00:00,2113568.819265221,1453.8118238841025,1174.4094742783257,6.6749010151266095,13.473468934289537,-562.6355784378893,1797010.0251410822,1340.5260255366481,0.7672967684712929,0.32142857142857145,1267.806014590195
load_tenn,trained,ElasticNet,2025-01-19T00:00:00+00:00,1801068.144278014,1342.0388013310248,1073.0699106310735,6.432386364451263,12.734591153059835,-187.34296503635358,1765970.7577294016,1328.8983248275247,0.7888518382991299,0.375,1268.4734169083724
load_tenn,trained,ElasticNet,2025-01-26T00:00:00+00:00,1265543.2857684249,1124.9636819775228,930.0784279308083,5.928893372008885,11.605621881391908,211.12001399070206,1220971.6254609905,1104.975848360945,0.8312719146191798,0.39285714285714285,1262.1911726618262
load_tenn,trained,ElasticNet,2025-02-02T00:00:00+00:00,1632767.5478083242,1277.797929176724,963.1528864800982,5.8505761168425705,11.475305212450351,-138.72262133501727,1613523.582138266,1270.245481054062,0.8138258473930486,0.44642857142857145,1258.5018634121466
load_tenn,trained,"ensemble[XGBoost](XGBoost,ElasticNet)",2025-01-05T00:00:00+00:00,2884359.1025087037,1698.3401021316972,1455.542992001488,8.437678939218214,17.36770006158267,-781.7671944754464,2273199.156150693,1507.7132207919028,0.6716867807395622,0.05952380952380952,448.1270805173221
load_tenn,trained,"ensemble[XGBoost](XGBoost,ElasticNet)",2025-01-12T00:00:00+00:00,4684820.054636399,2164.444514104346,1957.732212611607,10.766329548115161,22.88026776497986,-1854.539318266369,1245503.97164051,1116.0214924635234,0.48420285353027637,0.017857142857142856,446.56010624974755
load_tenn,trained,"ensemble[XGBoost](XGBoost,ElasticNet)",2025-01-19T00:00:00+00:00,1229609.7028972819,1108.8776771570801,873.5057489304315,5.126676870150386,10.358503935263322,-386.27024623325894,1080404.9997721794,1039.4253218832891,0.8558467489410898,0.16071428571428573,493.00169982617047
load_tenn,trained,"ensemble[XGBoost](XGBoost,ElasticNet)",2025-01-26T00:00:00+00:00,362200.58117658185,601.8310237737682,471.16592843191967,2.8158063642890694,5.67481230585828,-122.15995279947917,347277.52710861084,589.3025768725357,0.9517097429436105,0.35119047619047616,508.7103402748549
load_tenn,trained,"ensemble[XGBoost](XGBoost,ElasticNet)",2025-02-02T00:00:00+00:00,1507791.6880200023,1227.921694579912,946.5276111421131,5.319428627615806,10.987617185425627,-666.2645786830357,1063883.1992123192,1031.4471383509283,0.8280760539357056,0.14285714285714285,491.57893273724005
load_tenn,trained,"ensemble[LightGBM](LightGBM,ElasticNet)",2025-01-05T00:00:00+00:00,2189490.179886424,1479.6925964153581,1172.3791372598123,6.868812800316889,13.664042139852553,-261.3188527226242,2121202.6370981555,1456.4349065777556,0.7507804874669007,0.2619047619047619,997.134048731111
load_tenn,trained,"ensemble[LightGBM](LightGBM,ElasticNet)",2025-01-12T00:00:00+00:00,3727703.5883885585,1930.726181618864,1772.9287925371013,9.714084922393175,20.571564695610338,-1743.9498389127916,686342.5477446078,828.4579335998949,0.5895810615238248,0.08333333333333333,1004.9253017089816
load_tenn,trained,"ensemble[LightGBM](LightGBM,ElasticNet)",2025-01-19T00:00:00+00:00,414092.94667438243,643.5005413163088,487.2405108149431,2.916081669594781,5.813597023590286,-45.56875153721223,412016.43555772223,641.8850641335428,0.9514538276958744,0.6309523809523809,1048.0312870915773
load_tenn,trained,"ensemble[LightGBM](LightGBM,ElasticNet)",2025-01-26T00:00:00+00:00,861492.4981483618,928.1662017916628,804.3622281298872,4.802113707125842,9.90576345277154,-778.8693411342604,254855.04758944508,504.8317022428812,0.8851418348016022,0.30952380952380953,1062.6907590084552
load_tenn,trained,"ensemble[LightGBM](LightGBM,ElasticNet)",2025-02-02T00:00:00+00:00,495606.4093867645,703.9931884519655,544.389032791875,3.0886724619668118,6.241254580454212,-234.65392049138015,440543.94698478957,663.7348468965522,0.9434891369454224,0.5892857142857143,1056.8703611596782
load_tenn,forecast,XGBoost,2025-01-08T00:00:00+00:00,120912.42762847173,347.7246434011713,276.0387253534226,1.6711663533846133,3.3555239468949525,-90.23859514508929,112769.42357471242,335.81158939904446,0.9871570033047116,0.4583333333333333,468.886817146848
load_tenn,forecast,XGBoost,2025-01-15T00:00:00+00:00,142280.1981916371,377.2004748030377,258.97682407924106,1.5036893634491242,3.0503804868512745,-183.05902971540178,108769.58983129272,329.8023496448937,0.9825781227335817,0.6488095238095238,468.88681714684816
load_tenn,forecast,XGBoost,2025-01-22T00:00:00+00:00,317830.16384088993,563.7642803875481,469.0628429594494,2.9009539441186143,5.731248488042322,240.45674641927084,260010.71694234843,509.9124600775592,0.9626210939580283,0.3333333333333333,468.88681714684833
load_tenn,forecast,XGBoost,2025-01-29T00:00:00+00:00,899208.1586343958,948.2658691708754,783.7137334914435,4.551752721484446,9.235655123671435,-326.4990641276042,792606.5197581945,890.2845161846826,0.8920416115131392,0.1488095238095238,468.8868171468482
load_tenn,forecast,XGBoost,2025-02-05T00:00:00+00:00,536653.7334488346,732.5665385811958,550.8603166852679,3.319380163174525,6.511138697411711,197.27183314732142,497737.55729553,705.5051787871794,0.9333388945831963,0.23809523809523808,468.886817146848
load_tenn,forecast,LightGBM,2025-01-08T00:00:00+00:00,328953.5044529744,573.5446839200712,441.30892970605834,2.6273467663905774,5.212002420154257,25.468905700219597,328304.8392954077,572.978916972874,0.9650594330669259,0.5238095238095238,655.2489189838003
load_tenn,forecast,LightGBM,2025-01-15T00:00:00+00:00,277305.8967308414,526.5984207447278,409.02581661210615,2.276942955141233,4.609171752625288,-232.05302333191005,223457.29109336148,472.71269402604526,0.9660445419706847,0.4880952380952381,655.2489189838002
load_tenn,forecast,LightGBM,2025-01-22T00:00:00+00:00,587290.4081497083,766.348750993768,551.371036566314,3.5155906385138227,6.798018866460007,428.24481877639346,403896.78334088234,635.5287431272344,0.9309308068174147,0.4166666666666667,655.2489189838001
load_tenn,forecast,LightGBM,2025-01-29T00:00:00+00:00,1223901.0268864988,1106.3006042150112,752.8462905025315,4.420113383824718,9.24431909096097,-669.2988092493108,775940.1308239535,880.8746396757904,0.8530591818353345,0.39285714285714285,655.2489189838003
