date,wind_offshore_tenn_actual,wind_offshore_tenn_fitted,wind_offshore_tenn_lower,wind_offshore_tenn_upper
2025-12-17 00:00:00+00:00,,1449.5663,1148.589837786119,1750.5428663631674
2025-12-17 01:00:00+00:00,,1013.5935,712.6170128236765,1314.570041400725
2025-12-17 02:00:00+00:00,,674.8059,373.82942033172117,975.7824489087695
2025-12-17 03:00:00+00:00,,281.59543,-19.381037048765393,582.5719915282828
2025-12-17 04:00:00+00:00,,366.09885,65.12239089483683,667.0754194718852
2025-12-17 05:00:00+00:00,,209.97215,-91.00433047868,510.9486980983686
2025-12-17 06:00:00+00:00,,86.16527,-214.81128891595745,387.14173966109115
2025-12-17 07:00:00+00:00,,17.680405,-283.2961934820596,318.65683509498854
2025-12-17 08:00:00+00:00,,120.03026,-180.94635644191612,421.00667213513225
2025-12-17 09:00:00+00:00,,-60.73024,-361.706868405573,240.24616017147537
2025-12-17 10:00:00+00:00,,69.02586,-231.95070818268596,370.0023203943622
2025-12-17 11:00:00+00:00,,4.8271327,-296.14941213928296,305.8036164377654
2025-12-17 12:00:00+00:00,,96.05003,-204.92659016174457,397.0264384153036
2025-12-17 13:00:00+00:00,,402.19443,101.21795005132026,703.1709786283686
2025-12-17 14:00:00+00:00,,801.66077,500.68425060440245,1102.6372791814508
2025-12-17 15:00:00+00:00,,1485.263,1184.2864939809565,1786.2395225580046
2025-12-17 16:00:00+00:00,,2049.743,1748.7663342054193,2350.7193627824677
2025-12-17 17:00:00+00:00,,2384.8184,2083.8419310257877,2685.794959602836
2025-12-17 18:00:00+00:00,,3265.1824,2964.2059636576896,3566.158992234738
2025-12-17 19:00:00+00:00,,3847.2346,3546.2580699961804,4148.211098573229
2025-12-17 20:00:00+00:00,,4395.965,4094.9883460310784,4696.941374608126
2025-12-17 21:00:00+00:00,,4381.744,4080.7676024887214,4682.720631065769
2025-12-17 22:00:00+00:00,,4273.746,3972.769423125232,4574.7224517022805
2025-12-17 23:00:00+00:00,,4153.1743,3852.197950011755,4454.150978588803
2025-12-18 00:00:00+00:00,,3695.3425,3394.366110039814,3996.3191386168623
2025-12-18 01:00:00+00:00,,3663.7524,3362.7760658788466,3964.729094455895
