number,value,params_alpha,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_l1_ratio,params_lags_choice,params_lags_target,params_precip_lags_choice,params_spatial_agg_method,params_turbulence_window,params_vapor_pressure,state
0,1280.9552266628698,0.09023616684441588,True,False,False,True,True,False,True,False,True,True,0.9439030849725389,none,,small,idw,2,True,COMPLETE
1,2099.007221291237,0.4169648015626563,False,False,False,False,True,False,True,True,False,False,0.7985428058169232,none,6.0,small,mean,2,False,COMPLETE
2,1230.6287120181564,0.3906224448084876,False,False,True,True,True,False,False,False,True,True,0.5150482437740658,small,,none,idw,6,True,COMPLETE
3,2088.9270100790022,0.18863791056819493,True,True,False,True,True,True,False,True,False,False,0.6285095825993255,small,6.0,large,distance_capacity,0,False,COMPLETE
4,1848.2892554758384,0.864454450054112,True,True,False,True,False,False,True,True,False,True,0.06672401660690805,none,6.0,none,None,6,True,COMPLETE
5,2188.22070469051,0.4287533561771161,False,False,True,False,False,False,False,False,True,True,0.9934894360958875,large,1.0,large,None,0,False,COMPLETE
6,1807.5182051368308,0.9641686066404762,True,False,True,True,False,True,True,False,True,True,0.3103250802379569,large,12.0,large,None,6,False,COMPLETE
7,1906.6306618391673,0.3907243465660902,True,False,False,False,True,True,False,False,False,False,0.013766307807871872,large,12.0,none,None,0,False,COMPLETE
8,2707.068389579309,0.5247061594779653,False,False,True,True,False,False,False,True,True,True,0.06085535702414647,small,1.0,large,idw,2,True,COMPLETE
9,2214.437854755251,0.10635563185794336,False,False,True,True,True,True,True,True,True,False,0.6992438611110686,small,12.0,small,distance_capacity,6,True,COMPLETE
10,1246.9081602020663,0.6798955042784179,False,True,True,False,True,False,False,False,True,True,0.42137239648671665,small,,none,distance_n_turbines,6,True,COMPLETE
11,1246.9081602020663,0.6731020854357024,False,True,True,False,True,False,False,False,True,True,0.3981685541016951,small,,none,distance_n_turbines,6,True,COMPLETE
12,1503.9146305066004,0.680061338300747,False,True,True,False,True,False,False,False,True,True,0.47025135070478896,small,,none,max,6,True,COMPLETE
13,1246.9081602020663,0.6631002021237473,False,True,True,False,True,False,False,False,True,True,0.25615270798233847,small,,none,distance_n_turbines,6,True,COMPLETE
14,1260.034007972821,0.25228812853784355,False,True,True,True,True,False,False,False,True,True,0.5730825503817281,small,,none,capacity,6,True,COMPLETE
15,1246.9081602020663,0.7994940603746106,False,True,True,False,True,False,False,False,True,True,0.22367119589496676,small,,none,distance_n_turbines,6,True,COMPLETE
16,1230.6293139622342,0.5530127119049317,False,False,True,False,True,False,False,False,True,True,0.4505449157497999,small,,none,idw,6,True,COMPLETE
17,1230.6287120181564,0.29325939147547897,False,False,True,True,True,False,False,False,True,True,0.7379021989754808,small,,none,idw,6,True,COMPLETE
18,2932.2311145877443,0.2885329043564452,False,False,True,True,False,True,False,False,False,False,0.7366867838589343,large,1.0,none,idw,2,True,COMPLETE
19,1274.8310610815463,0.3138166712686338,False,False,True,True,True,False,False,False,True,True,0.8624689382510199,none,,small,idw,0,True,COMPLETE
20,1515.7955656388692,0.17250482525567026,False,False,True,True,True,False,False,False,True,True,0.5690030031970651,small,,none,max,6,True,COMPLETE
21,1230.6287120181564,0.5047882785146866,False,False,True,True,True,False,False,False,True,True,0.6668410888718054,small,,none,idw,6,True,COMPLETE
22,1230.6287120181564,0.018137669471211204,False,False,True,True,True,False,False,False,True,True,0.668583502822907,small,,none,idw,6,True,COMPLETE
23,1230.6287120181564,0.5766904750927757,False,False,True,True,True,False,False,False,True,True,0.8200430897731472,small,,none,idw,6,True,COMPLETE
24,1257.2960485899218,0.3563626060778676,False,False,True,True,True,False,False,False,True,True,0.6111453940504705,small,,none,capacity,6,True,COMPLETE
25,1221.6844233373372,0.4665056286222265,False,False,True,True,True,False,False,False,True,True,0.5327248622892484,small,,none,mean,6,True,COMPLETE
26,1990.8825741061428,0.4621845228371455,True,False,False,True,False,True,True,True,False,False,0.5228322505785785,small,6.0,none,mean,6,False,COMPLETE
27,2034.2922258592287,0.21744768339181905,False,False,True,True,True,False,False,False,True,True,0.3630080140891415,small,1.0,none,mean,6,True,COMPLETE
28,2013.5701397877426,0.3207946841514243,False,False,True,True,True,False,False,False,True,True,0.5228881269213166,large,12.0,large,mean,0,True,COMPLETE
29,1272.5692184911006,0.11544281613478419,True,False,False,True,True,False,True,False,True,True,0.7512471042512346,none,,small,mean,2,True,COMPLETE
