date,biomass_rte_actual,gas_rte_actual,hard_coal_rte_actual,nuclear_rte_actual,oil_rte_actual,renewables_rte_actual,waste_rte_actual,biomass_rte_fitted,gas_rte_fitted,hard_coal_rte_fitted,nuclear_rte_fitted,oil_rte_fitted,renewables_rte_fitted,waste_rte_fitted,biomass_rte_lower,gas_rte_lower,hard_coal_rte_lower,nuclear_rte_lower,oil_rte_lower,renewables_rte_lower,waste_rte_lower,biomass_rte_upper,gas_rte_upper,hard_coal_rte_upper,nuclear_rte_upper,oil_rte_upper,renewables_rte_upper,waste_rte_upper
2025-04-17 00:00:00+00:00,364.0,344.5,7.105427357601002e-15,42727.0,80.5,6819.0,298.0,367.9207939999273,2171.837796088525,16.902760474725476,41434.72958999002,135.35504833284264,7816.994042668343,210.44742948152827,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-17 01:00:00+00:00,363.25,343.7499999999998,7.105427357601002e-15,42545.0,80.75,6336.0,297.25,365.23474092038623,1953.232507100103,31.09405222591218,40298.37513916339,132.5715770295425,7589.673084476667,192.92668962013485,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-17 02:00:00+00:00,362.75,343.25,7.105427357601002e-15,42651.5,80.75,6115.75,294.25,367.0460976321337,2056.909893032585,44.36967470434105,39932.14802813713,134.25649300752326,7508.120522344303,175.4854272641281,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-17 03:00:00+00:00,362.0,342.0,7.105427357601002e-15,42870.25,81.0,6565.25,292.75,360.93757738982885,2188.31174689963,43.85162455852912,41558.1465513604,141.44865138016993,7801.610598378899,172.8387388448195,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-17 04:00:00+00:00,362.0,442.0,7.105427357601002e-15,43101.0,80.5,8967.5,295.25,355.91083691065325,2388.8936049832187,34.51253429913136,42821.65970859091,143.78813972152983,8850.901536213118,162.7194209551639,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-17 05:00:00+00:00,356.25,1100.5,7.105427357601002e-15,43282.5,81.0,10338.25,302.25,354.61377172444674,3021.584875990865,81.65910345002462,43038.49373745889,146.06757269486192,10499.210336310945,171.40767104690144,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-17 06:00:00+00:00,347.75,1261.0,7.105427357601002e-15,43413.75,84.5,10322.25,302.25,356.87495369622513,3861.3974711562473,105.66012960959844,43619.37275381338,162.88082069622712,11148.042920208425,166.56317882155537,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-17 07:00:00+00:00,338.25,1456.5,7.105427357601002e-15,43288.25,272.0,9095.75,300.0,344.9174928864422,2169.3636449624464,81.14695552448539,41920.44533303482,148.80128690341817,10259.968854475128,171.24547795914216,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-17 08:00:00+00:00,338.25,929.0,7.105427357601002e-15,42315.0,459.5,7369.75,297.75,343.7534315787768,1689.268648596836,40.10602893018323,40674.030520230146,167.28070798292777,8660.197046518628,166.61417987506923,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-17 09:00:00+00:00,338.75,473.25,7.105427357601002e-15,41477.5,81.0,7249.25,295.25,345.50854292069397,549.1453095812171,19.360649250613974,40492.129921443106,185.81392374028266,8280.860825113485,201.48512454381313,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-17 10:00:00+00:00,338.25,530.0,7.105427357601002e-15,41473.75,168.85,7394.5,299.5,349.89549548687927,438.0225162312895,19.82686754572731,40688.83822705528,157.45380838576833,8046.6733702768715,223.81815245766006,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-17 11:00:00+00:00,334.25,567.0,7.105427357601002e-15,41077.0,256.7,6784.5,301.0,347.6641957536406,771.6614813758831,21.54283432670036,40678.18513004446,144.81043683021548,7845.941214134954,217.36928555677812,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-17 12:00:00+00:00,341.75,779.5,7.105427357601002e-15,40660.25,344.54999999999995,6384.5,299.5,345.44034127960754,969.4310085523498,20.399290937250356,38922.910054133936,156.03536774489,8250.180650894814,211.3461674406891,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-17 13:00:00+00:00,359.5,538.75,7.105427357601002e-15,40412.75,432.4,6346.0,301.75,354.52497730288314,1403.7053715308234,41.516993457401114,40184.12492942339,149.89388417553124,7688.10246980219,210.37267007162467,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-17 14:00:00+00:00,359.0,413.25,7.105427357601002e-15,40089.75,520.25,6665.75,306.0,354.53792766226746,1045.2762100358457,23.102950757509987,39827.198419745146,134.55605924204644,7997.347243283157,207.15043387970786,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-17 15:00:00+00:00,359.0,500.75,7.105427357601002e-15,40894.5,80.75,7013.25,304.5,340.8692512571637,1409.6140946846597,30.461871291485885,39451.45456344337,143.15405241163347,8743.339246352507,203.1712169164191,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-17 16:00:00+00:00,359.0,652.5,7.105427357601002e-15,41949.75,80.75,7792.5,308.0,344.15112044050517,1434.084664731669,40.240744725944325,39466.30076773351,143.52615199108016,9532.603910544509,189.84308234947642,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-17 17:00:00+00:00,359.75,1235.5,7.105427357601002e-15,42930.75,80.75,9934.25,307.0,348.54798097251063,2582.041047308067,42.79380481670741,39813.94665318158,164.6045195924104,11651.369361774503,195.21400445648658,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-17 18:00:00+00:00,360.0,1554.0,7.105427357601002e-15,43304.75,80.75,11174.25,303.5,356.1382955202983,2386.9392165077,50.650191893596684,41465.99695183461,168.94315670482902,12869.404963559497,193.68612857744714,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-17 19:00:00+00:00,358.0,1546.25,7.105427357601002e-15,43382.75,80.25,11218.5,306.5,346.4685363949165,2468.560031761956,112.4884778627365,41770.99834449448,160.4300704036429,13182.41740389723,159.92681941464386,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-17 20:00:00+00:00,343.25,1580.0,7.105427357601002e-15,42618.5,80.75,11068.25,307.75,337.94106848416567,2952.2033250847767,151.64264053134735,41909.97068547188,143.1364519964994,12461.511738096073,150.13075338625424,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-17 21:00:00+00:00,335.75,1562.25,7.105427357601002e-15,42337.0,80.75,10824.5,305.75,343.804044207726,2932.152834132534,203.8064297957939,42153.36804943768,139.4502331304827,10982.781726717818,173.35810805913198,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-17 22:00:00+00:00,335.0,1480.0,7.105427357601002e-15,41811.5,80.25,9582.25,311.25,345.59822928835024,1992.1305476263708,118.64000968726016,42144.65069118328,120.6726852095308,9952.316077224288,170.20006574624125,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-17 23:00:00+00:00,337.5,1012.25,7.105427357601002e-15,41420.75,80.75,8016.75,310.25,348.35355352175895,1352.2415632338107,100.34841835763137,41084.02579357263,131.84148503059535,8698.714484272734,179.28243701765723,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-18 00:00:00+00:00,339.0,750.25,7.105427357601002e-15,41315.75,81.0,7163.25,306.5,343.5080127477526,1411.1716499434765,55.59972216303605,41113.929391386366,125.85846230639429,8010.053956880961,193.99793844730414,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-18 01:00:00+00:00,346.0,751.5,7.105427357601002e-15,40951.5,81.0,6833.5,307.25,351.7218494725529,1076.0385357351572,32.483149918515736,41681.96531944709,125.15770660999723,7844.4453937009175,213.27023559708988,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
