date,wind_offshore_50hz_actual,wind_offshore_50hz_fitted,wind_offshore_50hz_lower,wind_offshore_50hz_upper
2025-12-19 00:00:00+00:00,,1221.7712,1117.7832677664346,1325.7592500947917
2025-12-19 01:00:00+00:00,,1217.4974,1113.5094736759902,1321.4854560043473
2025-12-19 02:00:00+00:00,,1268.7354,1164.7473674859243,1372.7233498142814
2025-12-19 03:00:00+00:00,,1307.1086,1203.1206326171985,1411.0966149455553
2025-12-19 04:00:00+00:00,,1267.1083,1163.120274933019,1371.0962572613757
2025-12-19 05:00:00+00:00,,1377.6971,1273.7091527948123,1481.6851351231692
2025-12-19 06:00:00+00:00,,1309.1948,1205.2067900657048,1413.1827723940619
2025-12-19 07:00:00+00:00,,1393.7804,1289.7924809752515,1497.7684633036083
2025-12-19 08:00:00+00:00,,1300.5131,1196.5251273175456,1404.5011096459025
2025-12-19 09:00:00+00:00,,1051.1913,947.2032733878889,1155.1792557162457
2025-12-19 10:00:00+00:00,,803.93726,699.9492721155183,907.9252544438752
2025-12-19 11:00:00+00:00,,717.8074,613.8193820606753,821.7953643890321
2025-12-19 12:00:00+00:00,,712.1734,608.1853867665052,816.161369094862
2025-12-19 13:00:00+00:00,,658.3195,554.3315536376107,762.3075359659675
2025-12-19 14:00:00+00:00,,516.7449,412.75688752200574,620.7328698503626
2025-12-19 15:00:00+00:00,,530.0599,426.07188615317864,634.0478684815355
2025-12-19 16:00:00+00:00,,551.1405,447.1525134927158,655.1284958210726
2025-12-19 17:00:00+00:00,,594.2358,490.2477841935304,698.2237665218872
2025-12-19 18:00:00+00:00,,660.7473,556.759346999446,764.7353293278029
2025-12-19 19:00:00+00:00,,759.32404,655.3360535210703,863.3120358494272
2025-12-19 20:00:00+00:00,,651.492,547.5039869387389,755.4799692670957
2025-12-19 21:00:00+00:00,,676.3445,572.3565009955325,780.3324833238894
2025-12-19 22:00:00+00:00,,618.45,514.4620123213874,722.4379946497443
2025-12-19 23:00:00+00:00,,490.21616,386.2281754330088,594.2041577613657
2025-12-20 00:00:00+00:00,,481.62775,377.6397694409966,585.6157517693534
2025-12-20 01:00:00+00:00,,515.90265,411.9146463444041,619.890628672761
2025-12-20 02:00:00+00:00,,602.36554,498.3775334011494,706.3535157295063
2025-12-20 03:00:00+00:00,,840.1148,736.1267919034807,944.1027742318375
2025-12-20 04:00:00+00:00,,549.5334,445.5453949727737,653.5213773011305
2025-12-20 05:00:00+00:00,,535.03564,431.047659536801,639.0236418651579
2025-12-20 06:00:00+00:00,,522.3243,418.3362728533342,626.3122551816911
2025-12-20 07:00:00+00:00,,390.68448,286.6964920303999,494.6724743587568
2025-12-20 08:00:00+00:00,,399.45758,295.4695850697928,503.44556739814965
2025-12-20 09:00:00+00:00,,441.47958,337.49159856060976,545.4675808889666
2025-12-20 10:00:00+00:00,,459.83154,355.8435366608148,563.8195189891717
2025-12-20 11:00:00+00:00,,542.29456,438.30658598343314,646.28256831179
2025-12-20 12:00:00+00:00,,189.85246,85.8644716059652,293.8404539343221
2025-12-20 13:00:00+00:00,,130.62999,26.6419957521166,234.6179780804735
2025-12-20 14:00:00+00:00,,210.09038,106.10239864279202,314.0783809711489
2025-12-20 15:00:00+00:00,,378.04922,274.06123523119624,482.03721755955314
2025-12-20 16:00:00+00:00,,270.09332,166.10531693283116,374.081299261188
2025-12-20 17:00:00+00:00,,102.44948,-1.538497945268432,206.43748438308847
2025-12-20 18:00:00+00:00,,61.25096,-42.737016612649995,165.2389657157069
2025-12-20 19:00:00+00:00,,77.01445,-26.973540573531977,181.00244175482482
2025-12-20 20:00:00+00:00,,61.65663,-42.33136745283184,165.64461487552506
2025-12-20 21:00:00+00:00,,69.71117,-34.27683113369869,173.6991511946582
2025-12-20 22:00:00+00:00,,66.67561,-37.31237567771302,170.66360665064383
2025-12-20 23:00:00+00:00,,49.837875,-54.15010746121811,153.8258748671388
2025-12-21 00:00:00+00:00,,48.116013,-55.87198885988664,152.10399346847026
2025-12-21 01:00:00+00:00,,100.68724,-3.3007622824621876,204.67522004589472
2025-12-21 02:00:00+00:00,,70.69356,-33.29442048210058,174.68156184625627
2025-12-21 03:00:00+00:00,,43.169815,-60.818189652375395,147.15779267598145
2025-12-21 04:00:00+00:00,,55.827194,-48.16080118308537,159.81518114527154
2025-12-21 05:00:00+00:00,,80.60835,-23.379646374520576,184.59633595383627
2025-12-21 06:00:00+00:00,,123.36125,19.373254147308558,227.3492364756654
2025-12-21 07:00:00+00:00,,127.39476,23.4067577109019,231.38274003925875
2025-12-21 08:00:00+00:00,,116.83638,12.848398919031979,220.82438124738883
2025-12-21 09:00:00+00:00,,73.01674,-30.971264157795872,177.00471817056103
2025-12-21 10:00:00+00:00,,161.63661,57.64862611150147,265.6246084398583
2025-12-21 11:00:00+00:00,,87.18446,-16.803516321714937,191.1724660066419
2025-12-21 12:00:00+00:00,,111.265976,7.277988689100425,215.25397101745727
2025-12-21 13:00:00+00:00,,135.22197,31.2339827776604,239.20996510601725
2025-12-21 14:00:00+00:00,,145.41878,41.43079518154093,249.40677750989778
2025-12-21 15:00:00+00:00,,213.59535,109.6073647405978,317.58334706895465
2025-12-21 16:00:00+00:00,,428.8981,324.91011208561537,532.8860944139723
2025-12-21 17:00:00+00:00,,534.2978,430.30982552056554,638.2858078489224
2025-12-21 18:00:00+00:00,,500.71945,396.73144924735266,604.7074315757095
2025-12-21 19:00:00+00:00,,593.3378,489.34984587159096,697.3258281999479
2025-12-21 20:00:00+00:00,,630.40344,526.4154758607681,734.3914581891249
