date,wind_onshore_ampr_actual,wind_onshore_ampr_fitted,wind_onshore_ampr_lower,wind_onshore_ampr_upper
2025-07-30 00:00:00+00:00,,401.2592439575683,-1501.2762950398173,2306.846069305399
2025-07-30 01:00:00+00:00,,316.10703560419415,-1592.623766186617,2215.371626349833
2025-07-30 02:00:00+00:00,,733.1475583666445,-1172.332172531455,2632.598228322398
2025-07-30 03:00:00+00:00,,859.0740335936996,-1045.7570661385826,2759.4819763555092
2025-07-30 04:00:00+00:00,,675.1156992350168,-1229.2210986568984,2576.894015312144
2025-07-30 05:00:00+00:00,,867.0663403060285,-1031.714261657678,2772.5608309243103
2025-07-30 06:00:00+00:00,,999.6235165096348,-905.0135533154094,2902.997597111911
2025-07-30 07:00:00+00:00,,727.9330047818635,-1173.7656509626654,2632.5781967170324
2025-07-30 08:00:00+00:00,,494.94617939867476,-1412.8588272604884,2397.3878846390594
2025-07-30 09:00:00+00:00,,350.3136846500247,-1552.2806857109854,2254.575915811834
2025-07-30 10:00:00+00:00,,875.5419375975375,-1037.3972766212469,2770.058100226484
2025-07-30 11:00:00+00:00,,1664.7317398866105,-236.759013898808,3572.116211906904
2025-07-30 12:00:00+00:00,,1619.1960791600252,-288.4312542623675,3521.342612496943
2025-07-30 13:00:00+00:00,,1879.1971957217506,-24.21318650283547,3784.5043103121425
2025-07-30 14:00:00+00:00,,2215.237056862767,312.1509334197485,4119.124722914517
2025-07-30 15:00:00+00:00,,2123.2038029652967,219.9454327225053,4029.3558892062706
2025-07-30 16:00:00+00:00,,2947.9256445039478,1044.54277698693,4848.571912969286
2025-07-30 17:00:00+00:00,,2692.9616563343493,787.2745752406368,4597.5858598574
2025-07-30 18:00:00+00:00,,2383.7759214769676,477.8472263869053,4288.112016218469
2025-07-30 19:00:00+00:00,,2595.8225888413185,687.7395271644427,4498.176915463639
2025-07-30 20:00:00+00:00,,2001.4809637893975,98.55334054240075,3905.6691940721785
2025-07-30 21:00:00+00:00,,1778.8528861599243,-129.16496080483557,3676.754844528018
2025-07-30 22:00:00+00:00,,2309.7690437672422,403.6280636770466,4208.161820846031
2025-07-30 23:00:00+00:00,,2907.760255234735,1001.4536946528863,4807.431654837452
2025-07-31 00:00:00+00:00,,2919.4014878477174,1014.6425947036496,4824.0019757825585
2025-07-31 01:00:00+00:00,,2953.903495073699,1050.8963249254914,4859.218053252733
2025-07-31 02:00:00+00:00,,2851.3205578433453,947.8205084060571,4757.443799382743
2025-07-31 03:00:00+00:00,,2842.4228477041556,938.6750858263376,4748.725122911864
2025-07-31 04:00:00+00:00,,2834.8086827605557,932.8272170001947,4742.38585448606
2025-07-31 05:00:00+00:00,,2623.331980411139,717.2453440920494,4528.992827504972
2025-07-31 06:00:00+00:00,,2080.132587412656,176.4603529047199,3982.9765699400305
2025-07-31 07:00:00+00:00,,1953.1759451548703,49.97997249981427,3859.730706839126
2025-07-31 08:00:00+00:00,,1598.5381463356957,-306.4164846074432,3505.8370884710957
2025-07-31 09:00:00+00:00,,1610.7123726649736,-293.7960516793619,3518.7988593164837
2025-07-31 10:00:00+00:00,,1747.9735693471466,-154.23922562988446,3656.259519326342
2025-07-31 11:00:00+00:00,,1625.8519082424245,-277.57370711039493,3533.279873131829
2025-07-31 12:00:00+00:00,,1217.3635181707791,-685.9294586856322,3126.3462544039526
2025-07-31 13:00:00+00:00,,2238.7684340273076,337.9030696917339,4143.130989051308
2025-07-31 14:00:00+00:00,,3196.8751081504515,1295.3340820343954,5102.4507791318365
2025-07-31 15:00:00+00:00,,3466.9153568237034,1567.457279364806,5372.963344378308
2025-07-31 16:00:00+00:00,,3659.9361502278316,1757.5651763382898,5567.659448241708
2025-07-31 17:00:00+00:00,,3600.7195284630598,1699.9713017689055,5507.235011131662
2025-07-31 18:00:00+00:00,,3089.054844711709,1189.3742539421892,4995.61126851603
2025-07-31 19:00:00+00:00,,2977.171461556663,1074.229580521118,4884.690590562698
2025-07-31 20:00:00+00:00,,2593.5497259944846,689.1611825976859,4497.88395460623
2025-07-31 21:00:00+00:00,,2478.939662977398,573.6317594207867,4380.114726755243
2025-07-31 22:00:00+00:00,,2406.4590727925956,503.0615952803505,4310.551668139509
2025-07-31 23:00:00+00:00,,2300.4046183066694,396.66558386624183,4203.161043795981
2025-08-01 00:00:00+00:00,,2468.449443912979,563.0476108280759,4375.208050920994
2025-08-01 01:00:00+00:00,,2257.983853171403,355.9257895152964,4168.309674300637
2025-08-01 02:00:00+00:00,,2100.365662827085,199.35930698641278,4009.416188809637
2025-08-01 03:00:00+00:00,,1875.2446030760482,-28.497989735607916,3785.6106290504586
2025-08-01 04:00:00+00:00,,1593.7650789520724,-309.7035004459758,3498.436721080252
2025-08-01 05:00:00+00:00,,1546.5242276315223,-356.00866401312715,3453.898664353247
2025-08-01 06:00:00+00:00,,1407.4680127590862,-496.29927255720486,3317.2988356796045
2025-08-01 07:00:00+00:00,,1437.9281203960304,-463.61834405442323,3346.5813624387483
2025-08-01 08:00:00+00:00,,1087.2858417514633,-818.1387124615376,2995.919001339856
2025-08-01 09:00:00+00:00,,819.526882735194,-1084.106354881863,2727.992561370215
2025-08-01 10:00:00+00:00,,900.3604405730925,-1003.2066339362068,2807.3451176407975
2025-08-01 11:00:00+00:00,,750.6808974074784,-1152.2147196299197,2658.0155241671514
2025-08-01 12:00:00+00:00,,2048.3232852437113,147.8539449712007,3951.1378208173855
2025-08-01 13:00:00+00:00,,1584.3428731766335,-316.5307924052613,3492.520881912625
