method,model_label,horizon,mse,rmse,mae,mape,smape,bias,variance,std,r2,prediction_interval_coverage,prediction_interval_width
trained,XGBoost,2024-11-15T00:00:00+00:00,1654147.4622266002,1286.1366421288992,1087.2779853457496,41.859732987017715,71.05303085820813,-627.6893971761068,1260153.4828992959,1122.5655806674708,0.3354059468231486,0.32142857142857145,1238.876121024376
trained,XGBoost,2024-11-22T00:00:00+00:00,2760344.6815690463,1661.4285063068608,1166.1602659679595,51.56009235245848,58.95679889311276,62.30406770252042,2756462.8847167664,1660.259884691781,-0.23431147937583052,0.49404761904761907,1655.747090119301
trained,XGBoost,2024-11-29T00:00:00+00:00,1137826.9933489512,1066.6897362161835,900.6496309552874,32.00255948894389,76.23178521920353,-629.3900215512231,741695.1941207022,861.2172746297547,0.5190080099562254,0.39285714285714285,1170.2656828272343
trained,XGBoost,2024-12-06T00:00:00+00:00,1981745.8168659129,1407.744940273597,1148.3897861299063,60.03207692326023,88.83647411828767,-434.7916975475494,1792701.996609633,1338.9182187906897,0.5849891772290898,0.20238095238095238,1141.3155453978666
trained,XGBoost,2024-12-13T00:00:00+00:00,2200407.9760332196,1483.3772197365104,1225.200694492885,44.289253604767254,73.183795072268,-147.35151672363284,2178695.506552465,1476.0404826943145,0.15453674250311933,0.31547619047619047,1365.1135270402503
trained,ElasticNet,2024-11-15T00:00:00+00:00,1684729.8147778218,1297.9714229434412,1023.8586364029177,32.502437228568525,63.84229881081707,-286.25778166568057,1602786.297213665,1266.0119656676493,0.32311874141865526,0.75,3611.9416463398334
trained,ElasticNet,2024-11-22T00:00:00+00:00,3036803.7276663063,1742.6427424077222,1365.940603994019,35.60234590927306,82.86570565123785,-814.8229195338295,2372867.3374686725,1540.4114182479539,-0.35793248093175656,0.6428571428571429,3429.380359215048
trained,ElasticNet,2024-11-29T00:00:00+00:00,1151993.8079036209,1073.309744623434,886.2771935086627,29.821525697632232,73.31223887829792,-560.1448829911384,838231.517962465,915.5498446083998,0.5130192925457026,0.7738095238095238,3112.3493257358564
trained,ElasticNet,2024-12-06T00:00:00+00:00,452003.5256634072,672.3120746077726,535.2916613261184,38.65070996352101,52.80803594355072,254.14896531944163,387411.82909046457,622.4241552916022,0.9053428782417785,0.8333333333333334,3659.799499308028
trained,ElasticNet,2024-12-13T00:00:00+00:00,2694329.8836666923,1641.4414042745152,1315.728014013539,46.87051854731348,79.28195682286055,44.92973951620119,2692311.2021736987,1640.8263778272517,-0.035242984495363894,0.7023809523809523,3724.064406942181
trained,"ensemble[XGBoost](XGBoost,ElasticNet)",2024-11-15T00:00:00+00:00,1514831.5135715988,1230.7849176731079,1025.18510219029,33.00047590123886,64.0798334352903,-563.6213989257812,1197162.4322445442,1094.149181896392,0.3913795242115724,0.875,3674.2821287991997
trained,"ensemble[XGBoost](XGBoost,ElasticNet)",2024-11-22T00:00:00+00:00,3586411.8983009188,1893.7824316169265,1502.8660634358723,45.93949102427637,89.58699102292293,-983.4508899507068,2619236.245356081,1618.4054638303965,-0.6036944246131668,0.6785714285714286,3545.30492262032
trained,"ensemble[XGBoost](XGBoost,ElasticNet)",2024-11-29T00:00:00+00:00,1175346.7310491279,1084.1340927436643,880.917268520792,32.579507888344985,82.58021671819034,-470.0785840754564,954372.8558427418,976.9200867229324,0.5031473444879087,0.7559523809523809,3541.7186876374376
trained,"ensemble[XGBoost](XGBoost,ElasticNet)",2024-12-06T00:00:00+00:00,2110883.03258405,1452.8878251895603,1085.3548870994932,60.16205525725186,82.50212449949281,-242.50018128894632,2052076.6946588783,1432.5071359888154,0.5579456776594601,0.75,3721.9054243098826
trained,"ensemble[XGBoost](XGBoost,ElasticNet)",2024-12-13T00:00:00+00:00,2584537.135154768,1607.649568517582,1280.0358888535272,45.443529873987075,76.3681204697708,-174.19216937110536,2554194.2232845565,1598.184664951005,0.006942708256835961,0.7440476190476191,4115.970137968016
trained,"ensemble[ElasticNet](XGBoost,ElasticNet)",2024-11-15T00:00:00+00:00,2855664.2109511807,1689.8710634102179,1293.5528769431348,38.38438849895097,73.43777153630184,145.25952900292282,2834563.8801850295,1683.616310263425,-0.1473326869621825,0.9880952380952381,15088.039761367996
trained,"ensemble[ElasticNet](XGBoost,ElasticNet)",2024-11-22T00:00:00+00:00,2631948.087207045,1622.3279838574704,1295.7293215846266,38.535186306187796,72.24968750021618,-215.5227398046077,2585498.0358341606,1607.9483933989177,-0.17689785585556206,0.9880952380952381,15123.839109398594
trained,"ensemble[ElasticNet](XGBoost,ElasticNet)",2024-11-29T00:00:00+00:00,1022147.997892499,1011.0133519852737,838.0854424749452,31.063427631898527,78.21192960997433,-259.13235527862304,954998.4203402525,977.2402060600313,0.5679088275287609,0.9107142857142857,12491.002198721357
trained,"ensemble[ElasticNet](XGBoost,ElasticNet)",2024-12-06T00:00:00+00:00,911744.0242616981,954.8528809516669,725.4032210347735,35.16709053446623,52.18500960347035,528.2846115672759,632659.3934429105,795.3988895157639,0.8090655045440119,1.0,14733.200719588707
trained,"ensemble[ElasticNet](XGBoost,ElasticNet)",2024-12-13T00:00:00+00:00,3491676.6387286554,1868.6028574120974,1499.5234767367697,54.95780586461802,84.44117288443331,376.3713003430179,3350021.2830067617,1830.3063358374634,-0.3416077096880694,0.9702380952380952,14865.69591422132
forecast,XGBoost,2024-11-15T00:00:00+00:00,1403931.9139943705,1184.876328565294,966.0428408668155,28.93516162972791,58.310822498103434,-741.0207388741628,854820.1785527603,924.5648590297818,0.43593614087470245,0.32142857142857145,1199.20443938007
forecast,XGBoost,2024-11-22T00:00:00+00:00,1870925.7408840642,1367.817875626746,970.9149736676898,42.98118431573862,52.037004782896915,-134.32236153738842,1852883.2440750834,1361.2065398296775,0.16339972524001378,0.5595238095238095,1581.7364936449503
forecast,XGBoost,2024-11-29T00:00:00+00:00,701960.0073148275,837.8305361556282,693.030608767555,22.53318310252003,48.778725301002,-263.7428447178433,632399.7191749671,795.2356375156783,0.7032614423606365,0.4642857142857143,1308.8720814646515
forecast,XGBoost,2024-12-06T00:00:00+00:00,1474234.0357240348,1214.180396697309,892.2331510271347,32.286942424311015,59.51445401657749,-546.3327945527577,1175754.5133202092,1084.3221446231785,0.691270658973664,0.3392857142857143,1089.9422608587943
forecast,XGBoost,2024-12-13T00:00:00+00:00,2200407.9760332196,1483.3772197365104,1225.200694492885,44.289253604767254,73.183795072268,-147.35151672363284,2178695.506552465,1476.0404826943145,0.15453674250311933,0.31547619047619047,1365.1135270402503
forecast,ElasticNet,2024-11-15T00:00:00+00:00,1671137.0748223271,1292.7246709266158,1021.4827468245779,32.35500997950443,63.71800989177433,-305.47387879376106,1577822.784197022,1256.1141604953834,0.3285799559397845,0.7440476190476191,3544.159328221067
forecast,ElasticNet,2024-11-22T00:00:00+00:00,2935853.779222963,1713.4333308369378,1347.731856592794,35.396207666134835,80.99073650918514,-791.7235641740322,2309027.5771545307,1519.5484780534416,-0.3127918573574613,0.6547619047619048,3435.1305598699187
forecast,ElasticNet,2024-11-29T00:00:00+00:00,1139266.6096718933,1067.3643284614177,882.1811226779762,29.747187259650715,72.91914482890942,-558.0254281909507,827874.2311641994,909.8759427329637,0.5183994429911956,0.7738095238095238,3080.4564393778082
forecast,ElasticNet,2024-12-06T00:00:00+00:00,442765.1975089543,665.4060395795595,526.2277002846798,37.89854455477249,52.032078083097325,233.90260183622004,388054.7703632011,622.9404228039798,0.9072775391532725,0.8333333333333334,3614.0641249810847
forecast,ElasticNet,2024-12-13T00:00:00+00:00,2694329.8836666923,1641.4414042745152,1315.728014013539,46.87051854731348,79.28195682286055,44.92973951620119,2692311.2021736987,1640.8263778272517,-0.035242984495363894,0.7023809523809523,3724.064406942181
forecast,"ensemble[XGBoost](XGBoost,ElasticNet)",2024-11-22T00:00:00+00:00,1578567.0342789653,1256.4103765406292,956.1097931634812,23.73264272699767,50.46425134243109,-527.4404939923968,1300373.559576022,1140.339230043421,0.29413039451752643,0.9226190476190477,4334.732948315347
forecast,"ensemble[XGBoost](XGBoost,ElasticNet)",2024-11-29T00:00:00+00:00,674752.7411648786,821.4333455399036,647.7944606145223,24.414112353167024,63.289228987638616,-418.8674107052031,499302.8334139973,706.6136380045302,0.7147627313664433,0.8511904761904762,3791.1432625137872
forecast,"ensemble[XGBoost](XGBoost,ElasticNet)",2024-12-06T00:00:00+00:00,988947.2966145657,994.4582930493192,712.3546981811526,40.7391886540241,57.51621589259398,-65.90705253964394,984603.5570401021,992.2719168857406,0.7928978440362475,0.8333333333333334,3888.466598182549
forecast,"ensemble[XGBoost](XGBoost,ElasticNet)",2024-12-13T00:00:00+00:00,2584537.135154768,1607.649568517582,1280.0358888535272,45.443529873987075,76.3681204697708,-174.19216937110536,2554194.2232845565,1598.184664951005,0.006942708256835961,0.7440476190476191,4115.970137968016
forecast,"ensemble[ElasticNet](XGBoost,ElasticNet)",2024-11-22T00:00:00+00:00,2300826.313015506,1516.8474916798677,1190.1674020585444,35.66475865010245,67.67330507291376,-270.4562966288601,2227679.704629308,1492.5413577617567,-0.02883395293616675,0.9880952380952381,14493.882900907292
forecast,"ensemble[ElasticNet](XGBoost,ElasticNet)",2024-11-29T00:00:00+00:00,1010675.1626220675,1005.3234119536198,845.6790858537764,30.71493794339906,73.33868804760775,-138.05010135861284,991617.3321369443,995.7998454192209,0.572758722899873,0.9226190476190477,12867.643819471097
forecast,"ensemble[ElasticNet](XGBoost,ElasticNet)",2024-12-06T00:00:00+00:00,879733.2555188021,937.9409659028664,694.9852731970474,28.297215894855682,45.805088510667666,473.8139147210665,655233.6297355001,809.4650268760844,0.8157690965791036,1.0,14123.04459662837
forecast,"ensemble[ElasticNet](XGBoost,ElasticNet)",2024-12-13T00:00:00+00:00,3491676.6387286554,1868.6028574120974,1499.5234767367697,54.95780586461802,84.44117288443331,376.3713003430179,3350021.2830067617,1830.3063358374634,-0.3416077096880694,0.9702380952380952,14865.69591422132
