date,wind_onshore_50hz_actual,wind_onshore_50hz_fitted,wind_onshore_50hz_lower,wind_onshore_50hz_upper
2025-12-09 00:00:00+00:00,,6971.240375592966,5882.160560326123,8060.320190859809
2025-12-09 01:00:00+00:00,,6598.608765188284,5509.5289499214405,7687.6885804551275
2025-12-09 02:00:00+00:00,,5195.80342404414,4106.723608777296,6284.883239310983
2025-12-09 03:00:00+00:00,,5468.459543905221,4379.379728638377,6557.539359172064
2025-12-09 04:00:00+00:00,,5342.869280210906,4253.789464944062,6431.949095477749
2025-12-09 05:00:00+00:00,,5063.106424358593,3974.02660909175,6152.186239625436
2025-12-09 06:00:00+00:00,,4179.842737616575,3090.7629223497306,5268.922552883418
2025-12-09 07:00:00+00:00,,3678.419783142874,2589.3399678760306,4767.499598409718
2025-12-09 08:00:00+00:00,,3816.109041569528,2727.0292263026845,4905.188856836371
2025-12-09 09:00:00+00:00,,3207.255636660052,2118.175821393209,4296.335451926895
2025-12-09 10:00:00+00:00,,3419.7582456469727,2330.6784303801296,4508.838060913816
2025-12-09 11:00:00+00:00,,3299.102346707421,2210.0225314405775,4388.182161974264
2025-12-09 12:00:00+00:00,,2599.435288358729,1510.3554730918859,3688.5151036255725
2025-12-09 13:00:00+00:00,,2325.682962932625,1236.6031476657813,3414.762778199469
2025-12-09 14:00:00+00:00,,2433.8102876547864,1344.7304723879433,3522.8901029216304
2025-12-09 15:00:00+00:00,,2607.920967473963,1518.84115220712,3697.0007827408067
2025-12-09 16:00:00+00:00,,3491.872977888728,2402.7931626218847,4580.952793155571
2025-12-09 17:00:00+00:00,,2971.9080360220023,1882.8282207551588,4060.987851288846
2025-12-09 18:00:00+00:00,,2558.4126982624975,1469.332882995654,3647.492513529341
2025-12-09 19:00:00+00:00,,4040.602454602736,2951.5226393358926,5129.68226986958
2025-12-09 20:00:00+00:00,,4108.817550395002,3019.7377351281584,5197.8973656618455
2025-12-09 21:00:00+00:00,,4500.394900241172,3411.3150849743283,5589.474715508015
2025-12-09 22:00:00+00:00,,3909.4770844861937,2820.39726921935,4998.556899753037
2025-12-09 23:00:00+00:00,,3856.8425374766143,2767.762722209771,4945.922352743458
2025-12-10 00:00:00+00:00,,4969.466396848666,3880.3865815818226,6058.54621211551
2025-12-10 01:00:00+00:00,,6125.396477986648,5036.316662719805,7214.476293253492
2025-12-10 02:00:00+00:00,,6452.909906027306,5363.830090760462,7541.989721294149
2025-12-10 03:00:00+00:00,,7450.172513682748,6361.092698415904,8539.252328949591
2025-12-10 04:00:00+00:00,,8119.798987486318,7030.719172219475,9208.878802753163
2025-12-10 05:00:00+00:00,,7049.7787139634565,5960.698898696613,8138.8585292303
2025-12-10 06:00:00+00:00,,5993.486185861426,4904.406370594582,7082.566001128269
2025-12-10 07:00:00+00:00,,5173.366201570127,4084.286386303283,6262.44601683697
2025-12-10 08:00:00+00:00,,5313.006611741257,4223.926796474413,6402.0864270081
2025-12-10 09:00:00+00:00,,5014.726680169332,3925.6468649024887,6103.806495436176
2025-12-10 10:00:00+00:00,,5184.448978190131,4095.3691629232876,6273.528793456975
2025-12-10 11:00:00+00:00,,5023.607631067719,3934.5278158008755,6112.687446334562
2025-12-10 12:00:00+00:00,,4915.771694624413,3826.6918793575696,6004.851509891256
2025-12-10 13:00:00+00:00,,4337.817112555182,3248.7372972883377,5426.896927822025
2025-12-10 14:00:00+00:00,,3800.989799790756,2711.9099845239125,4890.0696150576
2025-12-10 15:00:00+00:00,,4762.70407293735,3673.6242576705067,5851.783888204193
2025-12-10 16:00:00+00:00,,4573.344679509321,3484.2648642424783,5662.424494776165
2025-12-10 17:00:00+00:00,,5544.6020460521395,4455.5222307852955,6633.681861318983
2025-12-10 18:00:00+00:00,,5802.459553537644,4713.379738270801,6891.539368804488
2025-12-10 19:00:00+00:00,,5553.563984923307,4464.484169656464,6642.64380019015
2025-12-10 20:00:00+00:00,,6101.526684063821,5012.446868796978,7190.6064993306645
2025-12-10 21:00:00+00:00,,7443.605502291339,6354.525687024495,8532.685317558182
2025-12-10 22:00:00+00:00,,7660.874445957831,6571.794630690987,8749.954261224673
2025-12-10 23:00:00+00:00,,7507.734827545317,6418.655012278474,8596.81464281216
2025-12-11 00:00:00+00:00,,6749.616846688102,5660.537031421258,7838.696661954946
2025-12-11 01:00:00+00:00,,6674.897588414598,5585.817773147754,7763.9774036814415
2025-12-11 02:00:00+00:00,,7065.914976316406,5976.835161049563,8154.994791583249
2025-12-11 03:00:00+00:00,,6547.49784916295,5458.418033896106,7636.577664429793
2025-12-11 04:00:00+00:00,,6475.347042077381,5386.267226810538,7564.426857344225
2025-12-11 05:00:00+00:00,,6671.959016594328,5582.879201327485,7761.038831861171
2025-12-11 06:00:00+00:00,,7552.822648273404,6463.742833006561,8641.902463540247
2025-12-11 07:00:00+00:00,,6992.380443263693,5903.30062799685,8081.460258530537
2025-12-11 08:00:00+00:00,,6428.035840979297,5338.956025712454,7517.115656246141
2025-12-11 09:00:00+00:00,,7209.759207177773,6120.67939191093,8298.839022444616
2025-12-11 10:00:00+00:00,,7483.431179415615,6394.351364148771,8572.510994682456
2025-12-11 11:00:00+00:00,,6911.783616077337,5822.703800810494,8000.863431344181
2025-12-11 12:00:00+00:00,,6667.304285388163,5578.22447012132,7756.384100655007
2025-12-11 13:00:00+00:00,,6930.762556898983,5841.682741632139,8019.842372165827
2025-12-11 14:00:00+00:00,,6845.144393299489,5756.064578032645,7934.224208566333
2025-12-11 15:00:00+00:00,,6677.141529312942,5588.061714046098,7766.221344579785
