date,gas_tenn_actual,hard_coal_tenn_actual,renewables_tenn_actual,gas_tenn_fitted,hard_coal_tenn_fitted,renewables_tenn_fitted,gas_tenn_lower,hard_coal_tenn_lower,renewables_tenn_lower,gas_tenn_upper,hard_coal_tenn_upper,renewables_tenn_upper
2025-02-11 00:00:00+00:00,,,,2684.604022719925,664.6905031314466,707.7552606543182,1512.7879861111112,781.7451512896827,1269.3715104166668,1512.7879861111112,781.7451512896827,1269.3715104166668
2025-02-11 01:00:00+00:00,,,,2600.0123256450734,473.8427044381959,677.5443500336944,1512.7879861111112,781.7451512896827,1269.3715104166668,1512.7879861111112,781.7451512896827,1269.3715104166668
2025-02-11 02:00:00+00:00,,,,2532.0215604408713,534.175211574782,700.0028838746451,1512.7879861111112,781.7451512896827,1269.3715104166668,1512.7879861111112,781.7451512896827,1269.3715104166668
2025-02-11 03:00:00+00:00,,,,2618.1046920717436,822.5515854183168,679.9159740213308,1512.7879861111112,781.7451512896827,1269.3715104166668,1512.7879861111112,781.7451512896827,1269.3715104166668
2025-02-11 04:00:00+00:00,,,,2951.664923016351,712.2777566343719,677.3899234088072,1512.7879861111112,781.7451512896827,1269.3715104166668,1512.7879861111112,781.7451512896827,1269.3715104166668
2025-02-11 05:00:00+00:00,,,,3314.0796405100637,892.5866264785044,758.0186031653382,1512.7879861111112,781.7451512896827,1269.3715104166668,1512.7879861111112,781.7451512896827,1269.3715104166668
2025-02-11 06:00:00+00:00,,,,4215.347371130057,1201.969051324297,853.1517363314067,1512.7879861111112,781.7451512896827,1269.3715104166668,1512.7879861111112,781.7451512896827,1269.3715104166668
2025-02-11 07:00:00+00:00,,,,4330.01665824092,1017.3735043393256,854.4640171709632,1512.7879861111112,781.7451512896827,1269.3715104166668,1512.7879861111112,781.7451512896827,1269.3715104166668
2025-02-11 08:00:00+00:00,,,,4646.932530381525,758.212830734729,830.3853266183502,1512.7879861111112,781.7451512896827,1269.3715104166668,1512.7879861111112,781.7451512896827,1269.3715104166668
2025-02-11 09:00:00+00:00,,,,4293.5629615889375,666.2659097216933,816.8396174713298,1512.7879861111112,781.7451512896827,1269.3715104166668,1512.7879861111112,781.7451512896827,1269.3715104166668
2025-02-11 10:00:00+00:00,,,,4353.3088931329075,628.0541647303769,800.1957981749481,1512.7879861111112,781.7451512896827,1269.3715104166668,1512.7879861111112,781.7451512896827,1269.3715104166668
2025-02-11 11:00:00+00:00,,,,4056.2982147911516,602.5867294942371,739.38293345764,1512.7879861111112,781.7451512896827,1269.3715104166668,1512.7879861111112,781.7451512896827,1269.3715104166668
2025-02-11 12:00:00+00:00,,,,4378.07204881625,698.2709280577865,790.7613372133992,1512.7879861111112,781.7451512896827,1269.3715104166668,1512.7879861111112,781.7451512896827,1269.3715104166668
2025-02-11 13:00:00+00:00,,,,4350.790960418662,728.1380967206231,718.4155239093327,1512.7879861111112,781.7451512896827,1269.3715104166668,1512.7879861111112,781.7451512896827,1269.3715104166668
2025-02-11 14:00:00+00:00,,,,4806.8083033078865,741.6504288502182,769.1086558952219,1512.7879861111112,781.7451512896827,1269.3715104166668,1512.7879861111112,781.7451512896827,1269.3715104166668
2025-02-11 15:00:00+00:00,,,,4780.478033813582,734.0559879109152,878.8821381990551,1512.7879861111112,781.7451512896827,1269.3715104166668,1512.7879861111112,781.7451512896827,1269.3715104166668
2025-02-11 16:00:00+00:00,,,,4294.102308613304,745.5260496394593,1071.162938353622,1512.7879861111112,781.7451512896827,1269.3715104166668,1512.7879861111112,781.7451512896827,1269.3715104166668
2025-02-11 17:00:00+00:00,,,,4389.293778851089,857.0531593618282,1183.4434812453173,1512.7879861111112,781.7451512896827,1269.3715104166668,1512.7879861111112,781.7451512896827,1269.3715104166668
2025-02-11 18:00:00+00:00,,,,4265.648742894834,771.3991339825996,1106.8167343640816,1512.7879861111112,781.7451512896827,1269.3715104166668,1512.7879861111112,781.7451512896827,1269.3715104166668
2025-02-11 19:00:00+00:00,,,,4194.508077889185,801.5020737886083,991.248423084303,1512.7879861111112,781.7451512896827,1269.3715104166668,1512.7879861111112,781.7451512896827,1269.3715104166668
2025-02-11 20:00:00+00:00,,,,3324.320891479979,664.2047046739269,851.8355376029183,1512.7879861111112,781.7451512896827,1269.3715104166668,1512.7879861111112,781.7451512896827,1269.3715104166668
2025-02-11 21:00:00+00:00,,,,3763.8688226628947,747.3244482857808,800.9229107932354,1512.7879861111112,781.7451512896827,1269.3715104166668,1512.7879861111112,781.7451512896827,1269.3715104166668
2025-02-11 22:00:00+00:00,,,,2661.9889469072577,566.1554723092297,811.8935967597572,1512.7879861111112,781.7451512896827,1269.3715104166668,1512.7879861111112,781.7451512896827,1269.3715104166668
2025-02-11 23:00:00+00:00,,,,2166.5567868643666,524.0628861825237,752.1164614786816,1512.7879861111112,781.7451512896827,1269.3715104166668,1512.7879861111112,781.7451512896827,1269.3715104166668
2025-02-12 00:00:00+00:00,,,,2354.5337523744233,469.64406986343346,692.9228421706733,1512.7879861111112,781.7451512896827,1269.3715104166668,1512.7879861111112,781.7451512896827,1269.3715104166668
2025-02-12 01:00:00+00:00,,,,2242.142853568472,577.070638668963,741.0736153128572,1512.7879861111112,781.7451512896827,1269.3715104166668,1512.7879861111112,781.7451512896827,1269.3715104166668
2025-02-12 02:00:00+00:00,,,,2499.3802244639983,722.1568267227956,718.0501840075864,1512.7879861111112,781.7451512896827,1269.3715104166668,1512.7879861111112,781.7451512896827,1269.3715104166668
