date,gas_tenn_actual,hard_coal_tenn_actual,renewables_tenn_actual,gas_tenn_fitted,hard_coal_tenn_fitted,renewables_tenn_fitted,gas_tenn_lower,hard_coal_tenn_lower,renewables_tenn_lower,gas_tenn_upper,hard_coal_tenn_upper,renewables_tenn_upper
2024-12-26 00:00:00+00:00,1833.25,940.25,520.75,1770.4226070516688,878.9205206624179,596.4673672986968,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-26 01:00:00+00:00,1813.25,937.0,510.25,1838.292690100762,848.686490837657,559.4054423657655,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-26 02:00:00+00:00,1815.5,942.0,508.25,1819.9203610943484,890.5370391855165,585.0580676569984,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-26 03:00:00+00:00,1848.0,954.5,512.0,1857.5725997678542,852.6176397417246,562.3385106428369,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-26 04:00:00+00:00,1863.75,984.25,515.0,1868.8620157910455,908.5063757300477,559.9787806495634,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-26 05:00:00+00:00,1879.75,998.5,510.25,1871.2776648304098,929.3726605961682,558.7966646991295,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-26 06:00:00+00:00,1911.25,1004.25,522.25,2050.1481290774746,900.6699399606943,574.7806375411104,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-26 07:00:00+00:00,1953.5,1016.0,516.75,1793.1778269264576,837.2754869004772,559.1810596540987,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-26 08:00:00+00:00,1966.75,1018.0,636.25,1902.667112707569,873.4272930333282,593.19345238559,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-26 09:00:00+00:00,1958.75,1008.5,547.75,2394.968151308491,930.0762724968729,573.6338102398852,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-26 10:00:00+00:00,1944.0,1001.5,556.25,2836.5855317562327,979.3447886027349,563.948953672148,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-26 11:00:00+00:00,1957.5,1007.25,565.5,2122.567696460928,956.1830295007883,650.1482527921142,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-26 12:00:00+00:00,2058.75,1010.5,558.25,2055.044403628037,908.982699976514,607.5266747424305,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-26 13:00:00+00:00,2232.5,1012.0,557.0,2347.4302691919356,754.0809501686543,619.2354714719637,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-26 14:00:00+00:00,2637.5,1041.0,796.75,3308.458369043875,833.9469068100751,608.096071187769,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-26 15:00:00+00:00,3373.0,1088.5,1313.75,3603.260336791899,831.132259493958,960.7951788129938,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-26 16:00:00+00:00,3730.5,1091.5,1574.5,4038.657602958864,1004.2865214211436,1347.0147495090114,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-26 17:00:00+00:00,3758.75,1087.0,1669.25,4172.704678393291,903.1597530902263,1257.617987633434,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-26 18:00:00+00:00,3763.0,1077.5,1395.25,4146.494291347769,1029.5209781475812,879.8450090302188,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-26 19:00:00+00:00,3746.0,1068.0,843.5,3931.256235404886,910.7065407239954,743.1419826738489,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-26 20:00:00+00:00,3667.25,1016.5,555.0,4031.901535374125,946.774727964763,668.8726610263308,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-26 21:00:00+00:00,3647.75,978.0,524.25,4138.833204180484,977.9352859842355,632.3834126326946,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-26 22:00:00+00:00,3190.5,961.5,524.5,3446.468994759543,808.1633071416836,589.4553110808082,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-26 23:00:00+00:00,2804.75,975.75,524.75,3280.270927131044,798.9950191922126,550.9275139747546,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-27 00:00:00+00:00,2627.25,983.75,525.0,2772.763833589217,994.7319445992943,575.8597769616721,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-27 01:00:00+00:00,2655.25,969.5,525.5,2677.8075086396907,893.0489387141197,557.4082625752957,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-27 02:00:00+00:00,2627.5,971.75,524.0,3121.650609299973,915.975544404521,569.7097043718547,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-27 03:00:00+00:00,2590.75,985.25,546.5,3190.906111520196,867.1565312013953,563.0252972303691,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-27 04:00:00+00:00,2771.75,1018.5,548.0,3320.96470762792,944.4042354293007,566.3185511594751,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-27 05:00:00+00:00,3424.25,1080.25,589.5,3690.220664985417,957.7335762398384,592.2805388011064,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-27 06:00:00+00:00,3913.75,1140.25,766.75,3932.2143846013396,973.7853358729409,647.6473449184376,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-27 07:00:00+00:00,3955.25,1153.75,873.75,4371.963676349566,1150.863558825899,749.2977929008163,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-27 08:00:00+00:00,3961.0,1144.75,970.75,4167.508516482248,1109.0785290047922,721.6145326632011,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-27 09:00:00+00:00,3937.0,1092.5,709.25,4204.763121133684,1023.8541764804285,690.3079625036962,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
2024-12-27 10:00:00+00:00,3875.0,1058.0,579.25,4059.36722585753,987.8265955287056,630.4456478539383,1503.2225620039683,784.6424503968254,1269.855394345238,1503.2225620039683,784.6424503968254,1269.855394345238
