date,wind_offshore_actual,wind_offshore_fitted,wind_offshore_lower,wind_offshore_upper
2024-12-20 00:00:00+00:00,,3378.1868,2776.4316759368035,4110.365409132436
2024-12-20 01:00:00+00:00,,3397.3577,2792.1867182096453,4133.689945204729
2024-12-20 02:00:00+00:00,,3497.7166,2874.6687267433745,4255.800349610055
2024-12-20 03:00:00+00:00,,3478.432,2858.8206758686533,4232.338119049111
2024-12-20 04:00:00+00:00,,3546.924,2915.1115948412544,4315.673951945095
2024-12-20 05:00:00+00:00,,3705.2651,3045.247787593547,4508.333944193631
2024-12-20 06:00:00+00:00,,3699.052,3040.141566464612,4500.774444393358
2024-12-20 07:00:00+00:00,,3379.6726,2777.6518557533923,4112.171823082576
2024-12-20 08:00:00+00:00,,3338.398,2743.730654964312,4061.953216383943
2024-12-20 09:00:00+00:00,,3383.7217,2780.9806953611915,4117.100000244298
2024-12-20 10:00:00+00:00,,3488.104,2866.7694062562537,4244.1058087476695
2024-12-20 11:00:00+00:00,,3761.6152,3091.5606386478303,4576.897756738154
2024-12-20 12:00:00+00:00,,4008.0151,3294.067811247683,4876.699291409026
2024-12-20 13:00:00+00:00,,4303.993,3537.32373903439,5236.827278640109
2024-12-20 14:00:00+00:00,,4542.503,3733.348235750817,5527.031542490029
2024-12-20 15:00:00+00:00,,4643.636,3816.4668341137735,5650.084385651024
2024-12-20 16:00:00+00:00,,4866.6206,3999.7306600895686,5921.397127673082
2024-12-20 17:00:00+00:00,,4992.247,4102.978883472099,6074.250853418825
2024-12-20 18:00:00+00:00,,4705.7764,3867.5370560922815,5725.691243070311
2024-12-20 19:00:00+00:00,,4679.0728,3845.5906517216554,5693.200711370363
2024-12-20 20:00:00+00:00,,4637.0815,3811.0798586827514,5642.109243433983
2024-12-20 21:00:00+00:00,,4685.8003,3851.1190086449947,5701.385161671787
2024-12-20 22:00:00+00:00,,4575.7637,3760.683159896799,5567.499502729994
2024-12-20 23:00:00+00:00,,4647.712,3819.8157305654563,5655.042255946579
2024-12-21 00:00:00+00:00,,4723.0103,3881.702647730475,5746.662678590982
2024-12-21 01:00:00+00:00,,4607.7495,3786.973447242903,5606.4209314977215
2024-12-21 02:00:00+00:00,,4586.351,3769.3863944443606,5580.384197333455
2024-12-21 03:00:00+00:00,,4388.825,3607.045456448457,5340.0467232270385
2024-12-21 04:00:00+00:00,,4097.9863,3368.0128825319052,4986.171195874166
2024-12-21 05:00:00+00:00,,4135.9653,3399.2269136333966,5032.381976002846
2024-12-21 06:00:00+00:00,,4099.791,3369.4965137975314,4988.36763625013
2024-12-21 07:00:00+00:00,,4305.749,3538.7671902491006,5238.964234501163
2024-12-21 08:00:00+00:00,,4285.261,3521.929434250061,5214.036796010372
2024-12-21 09:00:00+00:00,,4193.6777,3446.659224294183,5102.60309136644
2024-12-21 10:00:00+00:00,,4109.2236,3377.249024825001,4999.844833199503
2024-12-21 11:00:00+00:00,,4214.683,3463.923097653002,5128.1613748627215
2024-12-21 12:00:00+00:00,,4241.3335,3485.826962288696,5160.588928655989
