date,load_tran_actual,load_tran_fitted,load_tran_lower,load_tran_upper
2025-05-19 00:00:00+00:00,,4653.230932123856,4486.0554089042325,4820.406455343479
2025-05-19 01:00:00+00:00,,4683.051608288415,4515.876085068792,4850.227131508038
2025-05-19 02:00:00+00:00,,4923.542259710431,4756.366736490807,5090.7177829300535
2025-05-19 03:00:00+00:00,,5476.5736324171685,5309.398109197546,5643.749155636791
2025-05-19 04:00:00+00:00,,6519.236051604434,6352.060528384811,6686.4115748240565
2025-05-19 05:00:00+00:00,,7359.088605415838,7191.913082196215,7526.264128635461
2025-05-19 06:00:00+00:00,,7742.939062862778,7575.763539643155,7910.114586082402
2025-05-19 07:00:00+00:00,,7750.215844623235,7583.040321403611,7917.391367842858
2025-05-19 08:00:00+00:00,,7721.921012067319,7554.745488847696,7889.0965352869425
2025-05-19 09:00:00+00:00,,7631.183404196355,7464.007880976732,7798.3589274159785
2025-05-19 10:00:00+00:00,,7461.770757557213,7294.59523433759,7628.946280776836
2025-05-19 11:00:00+00:00,,7317.879156898414,7150.703633678791,7485.054680118038
2025-05-19 12:00:00+00:00,,7143.311165116632,6976.135641897008,7310.486688336255
2025-05-19 13:00:00+00:00,,7038.1842087131945,6871.008685493572,7205.359731932817
2025-05-19 14:00:00+00:00,,6945.829285353407,6778.653762133784,7113.0048085730305
2025-05-19 15:00:00+00:00,,6970.819059094334,6803.64353587471,7137.994582313957
2025-05-19 16:00:00+00:00,,6962.789547053543,6795.614023833919,7129.965070273166
2025-05-19 17:00:00+00:00,,6929.493263740779,6762.317740521155,7096.668786960402
2025-05-19 18:00:00+00:00,,6728.7796367370765,6561.604113517454,6895.9551599567
2025-05-19 19:00:00+00:00,,6534.907692772408,6367.732169552784,6702.083215992031
2025-05-19 20:00:00+00:00,,6167.6329560897575,6000.457432870134,6334.80847930938
2025-05-19 21:00:00+00:00,,5816.323588994644,5649.148065775021,5983.4991122142665
2025-05-19 22:00:00+00:00,,5518.277334418157,5351.101811198534,5685.45285763778
2025-05-19 23:00:00+00:00,,5304.862560603031,5137.687037383408,5472.038083822655
2025-05-20 00:00:00+00:00,,5123.048239870516,4955.872716650893,5290.22376309014
2025-05-20 01:00:00+00:00,,5152.319323059366,4985.143799839743,5319.49484627899
2025-05-20 02:00:00+00:00,,5302.140760810874,5134.96523759125,5469.316284030497
2025-05-20 03:00:00+00:00,,5744.536436938306,5577.360913718683,5911.711960157929
2025-05-20 04:00:00+00:00,,6733.354869555051,6566.179346335427,6900.530392774674
2025-05-20 05:00:00+00:00,,7488.3795341496525,7321.20401093003,7655.555057369276
2025-05-20 06:00:00+00:00,,7861.651209566899,7694.475686347276,8028.8267327865215
2025-05-20 07:00:00+00:00,,7868.962259022399,7701.786735802775,8036.137782242022
2025-05-20 08:00:00+00:00,,7880.881954952527,7713.706431732904,8048.05747817215
2025-05-20 09:00:00+00:00,,7826.928261016589,7659.752737796965,7994.103784236212
2025-05-20 10:00:00+00:00,,7653.792639842127,7486.617116622503,7820.96816306175
2025-05-20 11:00:00+00:00,,7509.332564002142,7342.157040782519,7676.508087221765
2025-05-20 12:00:00+00:00,,7392.969498912073,7225.793975692449,7560.145022131695
2025-05-20 13:00:00+00:00,,7310.176362182344,7143.00083896272,7477.351885401967
2025-05-20 14:00:00+00:00,,7191.119605018198,7023.944081798574,7358.295128237821
2025-05-20 15:00:00+00:00,,7216.201943898021,7049.026420678399,7383.377467117644
2025-05-20 16:00:00+00:00,,7223.256713547929,7056.081190328307,7390.432236767552
2025-05-20 17:00:00+00:00,,7203.318858196401,7036.143334976778,7370.494381416024
2025-05-20 18:00:00+00:00,,7006.416985672858,6839.241462453234,7173.5925088924805
2025-05-20 19:00:00+00:00,,6767.059458659978,6599.883935440354,6934.234981879601
2025-05-20 20:00:00+00:00,,6411.630968182008,6244.455444962385,6578.806491401631
2025-05-20 21:00:00+00:00,,5994.386648251193,5827.21112503157,6161.562171470817
2025-05-20 22:00:00+00:00,,5691.727415921342,5524.551892701718,5858.902939140965
2025-05-20 23:00:00+00:00,,5401.461225562561,5234.285702342937,5568.6367487821835
2025-05-21 00:00:00+00:00,,5259.622026802658,5092.446503583034,5426.797550022281
2025-05-21 01:00:00+00:00,,5225.218454000383,5058.042930780759,5392.393977220006
2025-05-21 02:00:00+00:00,,5398.060714895139,5230.885191675517,5565.236238114762
2025-05-21 03:00:00+00:00,,5846.361002075219,5679.185478855596,6013.536525294842
2025-05-21 04:00:00+00:00,,6756.327623753122,6589.152100533498,6923.503146972745
2025-05-21 05:00:00+00:00,,7470.755640114588,7303.580116894965,7637.931163334211
2025-05-21 06:00:00+00:00,,7849.797724040451,7682.622200820828,8016.973247260074
2025-05-21 07:00:00+00:00,,7941.3655303230935,7774.190007103471,8108.541053542716
2025-05-21 08:00:00+00:00,,7971.758636567294,7804.583113347671,8138.934159786917
2025-05-21 09:00:00+00:00,,7909.40535126902,7742.229828049396,8076.580874488643
2025-05-21 10:00:00+00:00,,7694.963386161328,7527.787862941705,7862.138909380951
2025-05-21 11:00:00+00:00,,7596.840392907423,7429.6648696878,7764.015916127046
2025-05-21 12:00:00+00:00,,7470.032914038429,7302.857390818806,7637.208437258052
2025-05-21 13:00:00+00:00,,7352.191837878591,7185.016314658968,7519.367361098214
2025-05-21 14:00:00+00:00,,7223.194768370955,7056.019245151331,7390.370291590578
2025-05-21 15:00:00+00:00,,7253.960849217757,7086.785325998133,7421.13637243738
2025-05-21 16:00:00+00:00,,7265.354038386455,7098.178515166832,7432.529561606078
