date,load_tran_actual,load_tran_fitted,load_tran_lower,load_tran_upper
2025-06-06 04:00:00+00:00,6891.0,6373.871057900142,6206.695534680519,6541.046581119765
2025-06-06 05:00:00+00:00,7727.0,7138.921191175061,6971.745667955438,7306.096714394684
2025-06-06 06:00:00+00:00,8113.0,7555.922865391967,7388.747342172343,7723.09838861159
2025-06-06 07:00:00+00:00,8093.25,7660.0158841855455,7492.840360965923,7827.191407405169
2025-06-06 08:00:00+00:00,8592.25,7694.971437438159,7527.795914218536,7862.146960657783
2025-06-06 09:00:00+00:00,8362.0,7658.335355104623,7491.159831884999,7825.510878324246
2025-06-06 10:00:00+00:00,8219.0,7479.074908849662,7311.899385630039,7646.250432069286
2025-06-06 11:00:00+00:00,7677.5,7304.622675858229,7137.447152638606,7471.798199077852
2025-06-06 12:00:00+00:00,7348.5,7079.36329553836,6912.187772318737,7246.538818757984
2025-06-06 13:00:00+00:00,7569.75,6890.519987028742,6723.344463809119,7057.695510248365
2025-06-06 14:00:00+00:00,7008.25,6796.115611687219,6628.940088467596,6963.291134906842
2025-06-06 15:00:00+00:00,7359.75,6808.589218274673,6641.41369505505,6975.764741494297
2025-06-06 16:00:00+00:00,7223.0,6818.264022372518,6651.088499152895,6985.439545592141
2025-06-06 17:00:00+00:00,7074.25,6725.555298492428,6558.379775272804,6892.730821712051
2025-06-06 18:00:00+00:00,6689.0,6474.793375094398,6307.617851874774,6641.96889831402
2025-06-06 19:00:00+00:00,6449.5,6206.036675510334,6038.861152290711,6373.212198729958
2025-06-06 20:00:00+00:00,6103.5,5780.415694535123,5613.2401713155,5947.591217754747
2025-06-06 21:00:00+00:00,5590.0,5394.047691673725,5226.8721684541015,5561.223214893348
2025-06-06 22:00:00+00:00,5175.25,5040.891236935053,4873.71571371543,5208.066760154676
2025-06-06 23:00:00+00:00,5003.0,4719.635979795959,4552.460456576337,4886.811503015582
2025-06-07 00:00:00+00:00,4815.25,4497.03620596909,4329.860682749466,4664.2117291887125
2025-06-07 01:00:00+00:00,4744.0,4352.042835526372,4184.867312306748,4519.218358745995
2025-06-07 02:00:00+00:00,4742.75,4343.475754063347,4176.300230843724,4510.651277282971
2025-06-07 03:00:00+00:00,4747.5,4422.098185169112,4254.922661949489,4589.273708388735
2025-06-07 04:00:00+00:00,5013.25,4648.2045854167545,4481.029062197131,4815.380108636377
2025-06-07 05:00:00+00:00,5287.0,4982.46116411579,4815.285640896167,5149.636687335413
2025-06-07 06:00:00+00:00,5768.25,5318.67052864019,5151.495005420567,5485.846051859813
2025-06-07 07:00:00+00:00,6153.0,5646.202039160451,5479.026515940827,5813.377562380074
2025-06-07 08:00:00+00:00,6417.5,6011.152761754229,5843.977238534606,6178.3282849738525
2025-06-07 09:00:00+00:00,6002.75,6064.460720494556,5897.285197274933,6231.63624371418
2025-06-07 10:00:00+00:00,5954.25,5945.570518548023,5778.3949953284,6112.746041767646
2025-06-07 11:00:00+00:00,6754.25,5754.732157179669,5587.556633960046,5921.907680399292
2025-06-07 12:00:00+00:00,5959.0,5541.362219518137,5374.186696298514,5708.537742737761
2025-06-07 13:00:00+00:00,5695.0,5423.419744474984,5256.2442212553615,5590.595267694607
2025-06-07 14:00:00+00:00,5403.5,5358.076533997234,5190.90101077761,5525.252057216857
2025-06-07 15:00:00+00:00,5517.0,5477.470454994818,5310.294931775195,5644.645978214441
2025-06-07 16:00:00+00:00,5438.0,5567.210812936546,5400.035289716923,5734.386336156169
2025-06-07 17:00:00+00:00,5501.75,5547.245797315865,5380.070274096242,5714.421320535489
2025-06-07 18:00:00+00:00,5375.25,5399.055795252914,5231.8802720332915,5566.231318472537
2025-06-07 19:00:00+00:00,5271.0,5271.174301739902,5103.998778520278,5438.349824959525
2025-06-07 20:00:00+00:00,5045.25,5090.374566032666,4923.199042813043,5257.550089252289
2025-06-07 21:00:00+00:00,4854.25,4739.534187533822,4572.358664314199,4906.7097107534455
2025-06-07 22:00:00+00:00,4580.5,4415.465791779402,4248.290268559778,4582.641314999025
2025-06-07 23:00:00+00:00,4293.5,4177.6616925538165,4010.486169334194,4344.83721577344
2025-06-08 00:00:00+00:00,4085.5,4003.532618821634,3836.3570956020108,4170.708142041257
2025-06-08 01:00:00+00:00,4086.75,3941.890298952222,3774.714775732599,4109.065822171846
2025-06-08 02:00:00+00:00,4064.5,3939.531956320538,3772.3564331009147,4106.707479540161
2025-06-08 03:00:00+00:00,4165.5,3936.2269527596554,3769.051429540032,4103.402475979278
2025-06-08 04:00:00+00:00,4358.0,4044.089725883939,3876.914202664316,4211.265249103562
2025-06-08 05:00:00+00:00,4455.5,4272.3807027569965,4105.205179537374,4439.55622597662
2025-06-08 06:00:00+00:00,4823.25,4581.565444164111,4414.389920944488,4748.740967383735
2025-06-08 07:00:00+00:00,5613.75,4838.417336520521,4671.241813300898,5005.5928597401435
2025-06-08 08:00:00+00:00,5587.25,5118.985074469599,4951.809551249975,5286.1605976892215
2025-06-08 09:00:00+00:00,5567.0,5317.928695953051,5150.753172733427,5485.104219172674
2025-06-08 10:00:00+00:00,5441.0,5197.830055612187,5030.654532392564,5365.0055788318095
2025-06-08 11:00:00+00:00,5372.75,4995.1872022021425,4828.01167898252,5162.362725421766
2025-06-08 12:00:00+00:00,4811.25,4790.096061032858,4622.920537813236,4957.271584252481
2025-06-08 13:00:00+00:00,4389.25,4638.791001761699,4471.615478542076,4805.966524981322
2025-06-08 14:00:00+00:00,4706.25,4661.280785672641,4494.105262453018,4828.456308892264
2025-06-08 15:00:00+00:00,4787.0,4865.960486652738,4698.784963433114,5033.136009872361
2025-06-08 16:00:00+00:00,4856.0,5068.909304012218,4901.733780792594,5236.084827231841
2025-06-08 17:00:00+00:00,4848.25,5158.861075518798,4991.6855522991755,5326.036598738421
2025-06-08 18:00:00+00:00,5062.25,5182.12704597702,5014.9515227573975,5349.302569196644
2025-06-08 19:00:00+00:00,4989.25,5216.576191997296,5049.400668777673,5383.7517152169185
2025-06-08 20:00:00+00:00,5016.5,5139.765113036064,4972.589589816441,5306.940636255687
2025-06-08 21:00:00+00:00,4780.75,4875.066298373787,4707.890775154164,5042.24182159341
2025-06-08 22:00:00+00:00,4574.0,4548.216426670029,4381.040903450406,4715.391949889652
2025-06-08 23:00:00+00:00,4272.0,4304.1053786181365,4136.929855398514,4471.280901837759
2025-06-09 00:00:00+00:00,4193.75,4158.893402190088,3991.7178789704653,4326.0689254097115
2025-06-09 01:00:00+00:00,4152.75,4038.043640241706,3870.868117022083,4205.219163461329
2025-06-09 02:00:00+00:00,4188.75,4084.6548826340327,3917.4793594144094,4251.830405853656
2025-06-09 03:00:00+00:00,4161.0,4164.100070255121,3996.924547035498,4331.275593474744
2025-06-09 04:00:00+00:00,4153.75,4328.645283727221,4161.469760507597,4495.820806946844
2025-06-09 05:00:00+00:00,4294.5,4654.527104225278,4487.351581005655,4821.702627444902
2025-06-09 06:00:00+00:00,4553.5,5086.262394799993,4919.08687158037,5253.437918019616
2025-06-09 07:00:00+00:00,4618.0,5298.289737996136,5131.114214776513,5465.46526121576
2025-06-09 08:00:00+00:00,4432.75,5300.047000138564,5132.87147691894,5467.222523358187
2025-06-09 09:00:00+00:00,4507.0,5318.796501712328,5151.620978492705,5485.972024931951
2025-06-09 10:00:00+00:00,4593.0,5114.016026959654,4946.84050374003,5281.191550179276
2025-06-09 11:00:00+00:00,4366.0,4932.210789434,4765.035266214376,5099.386312653623
2025-06-09 12:00:00+00:00,4203.75,4746.544086329267,4579.368563109644,4913.719609548891
2025-06-09 13:00:00+00:00,4018.25,4563.657611881472,4396.482088661849,4730.833135101095
2025-06-09 14:00:00+00:00,4171.75,4575.373788985965,4408.198265766341,4742.549312205588
2025-06-09 15:00:00+00:00,4239.5,4754.473975650731,4587.298452431107,4921.649498870353
2025-06-09 16:00:00+00:00,4720.0,4925.593224478944,4758.41770125932,5092.768747698567
2025-06-09 17:00:00+00:00,5034.25,5046.45640362438,4879.280880404757,5213.631926844003
2025-06-09 18:00:00+00:00,5216.5,5139.388589019472,4972.21306579985,5306.564112239096
2025-06-09 19:00:00+00:00,5173.5,5204.435462231857,5037.259939012234,5371.610985451481
2025-06-09 20:00:00+00:00,5187.0,5088.143222613434,4920.967699393811,5255.318745833058
2025-06-09 21:00:00+00:00,4932.75,4779.943695753378,4612.768172533755,4947.119218973002
2025-06-09 22:00:00+00:00,4720.75,4460.1919879866455,4293.016464767023,4627.367511206268
2025-06-09 23:00:00+00:00,4513.5,4240.181283359545,4073.0057601399217,4407.356806579168
2025-06-10 00:00:00+00:00,4436.0,4196.381046294171,4029.2055230745473,4363.556569513794
2025-06-10 01:00:00+00:00,4469.75,4214.206831629361,4047.0313084097374,4381.382354848984
2025-06-10 02:00:00+00:00,4638.0,4431.181937852947,4264.006414633324,4598.35746107257
2025-06-10 03:00:00+00:00,5170.25,4832.478726443367,4665.303203223744,4999.65424966299
2025-06-10 04:00:00+00:00,6310.75,5590.488383532328,5423.312860312705,5757.663906751951
2025-06-10 05:00:00+00:00,7130.25,6527.017815456529,6359.842292236906,6694.193338676153
2025-06-10 06:00:00+00:00,7542.25,7013.619800685073,6846.44427746545,7180.795323904696
2025-06-10 07:00:00+00:00,7382.5,7261.030510307013,7093.85498708739,7428.206033526636
2025-06-10 08:00:00+00:00,7313.0,7353.5672024667865,7186.391679247164,7520.742725686409
2025-06-10 09:00:00+00:00,6834.0,7329.924667686466,7162.749144466843,7497.100190906089
2025-06-10 10:00:00+00:00,7175.75,7174.03142530855,7006.855902088926,7341.206948528173
2025-06-10 11:00:00+00:00,7168.0,7041.943020558793,6874.76749733917,7209.118543778417
2025-06-10 12:00:00+00:00,6729.0,6898.908718300734,6731.733195081111,7066.084241520357
2025-06-10 13:00:00+00:00,6575.75,6822.780263265463,6655.604740045839,6989.955786485086
2025-06-10 14:00:00+00:00,6518.5,6790.082930962573,6622.90740774295,6957.258454182197
