date,biomass_rte_actual,gas_rte_actual,hard_coal_rte_actual,nuclear_rte_actual,oil_rte_actual,renewables_rte_actual,waste_rte_actual,biomass_rte_fitted,gas_rte_fitted,hard_coal_rte_fitted,nuclear_rte_fitted,oil_rte_fitted,renewables_rte_fitted,waste_rte_fitted,biomass_rte_lower,gas_rte_lower,hard_coal_rte_lower,nuclear_rte_lower,oil_rte_lower,renewables_rte_lower,waste_rte_lower,biomass_rte_upper,gas_rte_upper,hard_coal_rte_upper,nuclear_rte_upper,oil_rte_upper,renewables_rte_upper,waste_rte_upper
2025-04-08 00:00:00+00:00,,,,,,,,357.7115411490683,1978.9483624409181,64.76969787413869,38632.27746926205,148.11964546783625,6856.338228265839,172.19135860484545,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-08 01:00:00+00:00,,,,,,,,357.7115411490683,1908.0359326084194,64.76969787413869,38374.18627783102,148.11964546783625,6890.500061843452,172.19135860484545,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-08 02:00:00+00:00,,,,,,,,357.7115411490683,1920.555228050394,64.76969787413869,38430.433933771346,148.11964546783625,6961.80027727006,172.19135860484545,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-08 03:00:00+00:00,,,,,,,,357.7115411490683,1988.499196874678,64.76969787413869,38663.691013108655,148.11964546783625,7063.1248040050505,172.19135860484545,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-08 04:00:00+00:00,,,,,,,,357.7115411490683,2146.4479157730807,64.76969787413869,39239.516203902436,148.11964546783625,7202.544436796138,172.19135860484545,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-08 05:00:00+00:00,,,,,,,,357.7115411490683,2220.1673623262614,64.76969787413869,39546.6544334395,148.11964546783625,7295.768512528793,172.19135860484545,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-08 06:00:00+00:00,,,,,,,,357.7115411490683,2308.198824714711,64.76969787413869,39951.647581373996,148.11964546783625,7387.254236884633,172.19135860484545,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-08 07:00:00+00:00,,,,,,,,357.7115411490683,2339.775401731378,64.76969787413869,40048.261077447605,148.11964546783625,7466.490983517688,172.19135860484545,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-08 08:00:00+00:00,,,,,,,,357.7115411490683,2313.7946948435756,64.76969787413869,39965.34809470955,148.11964546783625,7509.761959643983,172.19135860484545,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-08 09:00:00+00:00,,,,,,,,357.7115411490683,2246.735868067584,64.76969787413869,39706.012337307395,148.11964546783625,7536.190287188136,172.19135860484545,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-08 10:00:00+00:00,,,,,,,,357.7115411490683,2064.0129619237023,64.76969787413869,39090.02610946576,148.11964546783625,7499.030090755872,172.19135860484545,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2025-04-08 11:00:00+00:00,,,,,,,,357.7115411490683,2001.7379641126422,64.76969787413869,38827.71462318299,148.11964546783625,7534.156815196393,172.19135860484545,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
