date,wind_offshore_50hz_actual,wind_offshore_50hz_fitted,wind_offshore_50hz_lower,wind_offshore_50hz_upper
2025-01-22 00:00:00+00:00,,92.27796344126884,12.479618320912728,687.1102969972594
2025-01-22 01:00:00+00:00,,78.63936112990541,10.636745049885839,585.8839599184108
2025-01-22 02:00:00+00:00,,60.21647887068806,8.239782367214435,448.9842587132246
2025-01-22 03:00:00+00:00,,28.518849635817766,3.8814639961036197,213.6646042092999
2025-01-22 04:00:00+00:00,,23.033191507693303,3.1321765136725306,171.86854717659233
2025-01-22 05:00:00+00:00,,22.893708990352245,3.139404098018204,170.2205621608012
2025-01-22 06:00:00+00:00,,31.75359430022317,4.334280582946202,236.20521081054173
2025-01-22 07:00:00+00:00,,32.83243718541211,4.442705872055414,246.1257557782231
2025-01-22 08:00:00+00:00,,43.82627654794006,5.945177225160616,328.4724978559559
2025-01-22 09:00:00+00:00,,64.83784675025176,8.800391426460324,487.5456689609138
2025-01-22 10:00:00+00:00,,90.44172307850191,12.306947942976786,676.257759142494
2025-01-22 11:00:00+00:00,,146.14979360456474,19.80715618044913,1100.1853200799974
2025-01-22 12:00:00+00:00,,253.70134448692323,34.16769834564521,1891.2339868818099
2025-01-22 13:00:00+00:00,,348.26250366568144,47.0131574787414,2602.7653708492735
2025-01-22 14:00:00+00:00,,430.94506688510626,58.01610687774737,3212.6128318626215
2025-01-22 15:00:00+00:00,,592.3471397397321,79.4534796547072,4401.641999751149
2025-01-22 16:00:00+00:00,,883.6622357264433,118.29372491837691,6547.530781672655
2025-01-22 17:00:00+00:00,,1250.9134917342412,167.13674488735782,9270.852548236924
2025-01-22 18:00:00+00:00,,1807.3371991434394,240.2095709690578,13359.920347341542
2025-01-22 19:00:00+00:00,,2398.611700021634,318.2012541814017,17791.230186251465
2025-01-22 20:00:00+00:00,,2874.6366078304936,384.6542072869107,21342.228548894356
2025-01-22 21:00:00+00:00,,3253.6481409716434,436.09358177295405,24173.774931650045
2025-01-22 22:00:00+00:00,,3952.4738023997306,530.6904694343215,29451.232299540625
2025-01-22 23:00:00+00:00,,4808.177271008806,646.2852974094728,35587.40773717922
2025-01-23 00:00:00+00:00,,6612.677979284271,873.8237023242352,48930.3191797605
2025-01-23 01:00:00+00:00,,7740.375272256119,1025.4347626120827,57448.97543842119
2025-01-23 02:00:00+00:00,,8221.974083018697,1095.9325769632499,61213.41392184765
2025-01-23 03:00:00+00:00,,9499.987921775255,1275.863099012011,70407.33179844994
2025-01-23 04:00:00+00:00,,10432.64676993533,1402.3346560241819,77438.12989150026
2025-01-23 05:00:00+00:00,,10755.888739372618,1453.4630049637226,79902.94095307868
2025-01-23 06:00:00+00:00,,9710.977866460733,1328.7422253763416,71799.06390530856
2025-01-23 07:00:00+00:00,,9637.262319922454,1316.0003751666231,71164.93447975129
2025-01-23 08:00:00+00:00,,8646.238334484837,1179.8773778787956,63747.48406478953
2025-01-23 09:00:00+00:00,,9378.540779691935,1275.0624373931169,68640.99090607792
2025-01-23 10:00:00+00:00,,9250.199794196367,1267.301401672375,68148.0643498072
2025-01-23 11:00:00+00:00,,9875.555008728199,1348.2653121369972,72330.54116977932
2025-01-23 12:00:00+00:00,,9536.231493096799,1299.6060843053428,69771.7905323839
2025-01-23 13:00:00+00:00,,9875.622526824347,1347.142124822103,72681.14667945766
2025-01-23 14:00:00+00:00,,10809.701209707615,1469.6857585320543,79088.51564909307
2025-01-23 15:00:00+00:00,,14738.361320692798,1956.8005098745964,107534.09630331809
2025-01-23 16:00:00+00:00,,11654.871635822074,1568.1800450752544,84306.62025033933
2025-01-23 17:00:00+00:00,,9497.407082851976,1283.3248069852507,69129.72202441648
2025-01-23 18:00:00+00:00,,10246.547431028896,1386.1461284786199,74470.16767825496
2025-01-23 19:00:00+00:00,,11000.516196644525,1471.0691710259837,80256.09106409276
2025-01-23 20:00:00+00:00,,10605.032834976755,1417.5098008766338,77922.00741279636
2025-01-23 21:00:00+00:00,,6330.389967203335,851.673284614235,46405.814944029
2025-01-23 22:00:00+00:00,,7207.381567880623,961.3546200020437,53028.9236626633
2025-01-23 23:00:00+00:00,,6430.375922475209,860.4618949051575,47153.91131853301
2025-01-24 00:00:00+00:00,,6407.414496329849,845.3938931661663,47244.91916188523
2025-01-24 01:00:00+00:00,,7921.610289536537,1039.9453603695188,58879.84992262582
2025-01-24 02:00:00+00:00,,8913.21293475142,1184.0535377984843,66302.86804848256
2025-01-24 03:00:00+00:00,,9388.600516847722,1247.3683184405331,69998.32359719696
2025-01-24 04:00:00+00:00,,7647.421414019745,1026.216267133524,56656.87734183945
2025-01-24 05:00:00+00:00,,5513.393392808875,746.1731787134662,40770.208792311365
2025-01-24 06:00:00+00:00,,6842.994177980817,915.0452479079371,50957.403758877204
2025-01-24 07:00:00+00:00,,6479.935276733842,876.5304354961626,48393.79163790399
2025-01-24 08:00:00+00:00,,4876.4393067118035,663.4438497572388,36248.98135916737
2025-01-24 09:00:00+00:00,,5755.018214709695,784.3530289246582,42921.04841710783
2025-01-24 10:00:00+00:00,,4839.153949229514,655.229579587144,36250.63131147099
2025-01-24 11:00:00+00:00,,3474.606303231744,469.2820885531516,26238.4435948555
2025-01-24 12:00:00+00:00,,2965.7103680001883,400.04954845655897,22367.522154372597
2025-01-24 13:00:00+00:00,,2343.2963124204093,316.9048747383945,17707.885754462503
2025-01-24 14:00:00+00:00,,2481.5365399378625,334.9057611705308,18596.71937414267
2025-01-24 15:00:00+00:00,,2563.3031686638374,344.61391247342164,19152.779261619355
