date,wind_onshore_rte_actual,wind_onshore_rte_fitted,wind_onshore_rte_lower,wind_onshore_rte_upper
2025-07-19 00:00:00+00:00,,5150.272,4810.035380850715,5490.50832297474
2025-07-19 01:00:00+00:00,,5436.298,5096.061186051815,5776.53412817584
2025-07-19 02:00:00+00:00,,5662.6904,5322.453845505574,6002.926787629598
2025-07-19 03:00:00+00:00,,4108.983,3768.7464635450488,4449.219405669073
2025-07-19 04:00:00+00:00,,3623.651,3283.4143807601745,3963.8873228841994
2025-07-19 05:00:00+00:00,,3553.818,3213.5816020781167,3894.0545442021416
2025-07-19 06:00:00+00:00,,5681.1997,5340.963046411474,6021.4359885355
2025-07-19 07:00:00+00:00,,5708.647,5368.410565349839,6048.883507473864
2025-07-19 08:00:00+00:00,,6885.514,6545.277868528297,7225.750810652323
2025-07-19 09:00:00+00:00,,7315.4946,6975.258021266188,7655.730963390213
2025-07-19 10:00:00+00:00,,8148.393,7808.1564723905285,8488.629414514553
2025-07-19 11:00:00+00:00,,7964.7686,7624.532093087961,8305.005035211985
2025-07-19 12:00:00+00:00,,8960.847,8620.610348529204,9301.083290653227
2025-07-19 13:00:00+00:00,,9426.44,9086.203631887285,9766.676574011311
2025-07-19 14:00:00+00:00,,9317.796,8977.559146870823,9658.032088994845
2025-07-19 15:00:00+00:00,,8454.873,8114.636919739594,8795.109861863619
2025-07-19 16:00:00+00:00,,8554.026,8213.790122700806,8894.26306482483
2025-07-19 17:00:00+00:00,,5844.75,5504.513531631878,6184.986473755904
2025-07-19 18:00:00+00:00,,3506.9045,3166.6680198035,3847.1409619275246
2025-07-19 19:00:00+00:00,,5529.864,5189.6274582308615,5870.100400354886
2025-07-19 20:00:00+00:00,,4500.522,4160.285480677891,4840.758422801916
2025-07-19 21:00:00+00:00,,2719.5393,2379.302889292586,3059.7758314166103
2025-07-19 22:00:00+00:00,,2224.635,1884.3984362833457,2564.8713784073707
2025-07-19 23:00:00+00:00,,2219.8374,1879.60079306031,2560.073735184335
2025-07-20 00:00:00+00:00,,1546.0745,1205.8380941666924,1886.3110362907173
2025-07-20 01:00:00+00:00,,1759.675,1419.4386542464508,2099.9115963704758
2025-07-20 02:00:00+00:00,,1847.6743,1507.4378269890399,2187.9107691130644
2025-07-20 03:00:00+00:00,,1479.0176,1138.7810428387238,1819.2539849627487
2025-07-20 04:00:00+00:00,,2121.4175,1781.180909193678,2461.6538513177024
2025-07-20 05:00:00+00:00,,2310.515,1970.278519563025,2650.75146168705
2025-07-20 06:00:00+00:00,,2005.721,1665.4843976438906,2345.9573397679155
2025-07-20 07:00:00+00:00,,2074.2761,1734.039596965862,2414.5125390898866
2025-07-20 08:00:00+00:00,,2120.3076,1780.0712352272421,2460.5441773512666
2025-07-20 09:00:00+00:00,,2523.3242,2183.087808949084,2863.5607510731083
2025-07-20 10:00:00+00:00,,2739.0854,2398.8488839694505,3079.3218260934755
2025-07-20 11:00:00+00:00,,2783.383,2443.146601571203,3123.6195436952275
2025-07-20 12:00:00+00:00,,3592.6472,3252.4108261012316,3932.883768225256
2025-07-20 13:00:00+00:00,,7399.135,7058.898484570718,7739.371426694743
2025-07-20 14:00:00+00:00,,7699.299,7359.062648312181,8039.535590436206
2025-07-20 15:00:00+00:00,,5473.5635,5133.326763553024,5813.799705677048
2025-07-20 16:00:00+00:00,,5369.131,5028.894428821138,5709.367370945163
2025-07-20 17:00:00+00:00,,3942.9146,3602.678003377672,4283.150945501697
2025-07-20 18:00:00+00:00,,6100.17,5759.933662319045,6440.406604443069
2025-07-20 19:00:00+00:00,,5679.504,5339.2673561794045,6019.740298303429
2025-07-20 20:00:00+00:00,,6588.057,6247.82046312752,6928.293405251546
2025-07-20 21:00:00+00:00,,6183.5,5843.263544714978,6523.736486839003
2025-07-20 22:00:00+00:00,,8156.3423,7816.105977491225,8496.57891961525
2025-07-20 23:00:00+00:00,,7485.3223,7145.085953708852,7825.558895832876
2025-07-21 00:00:00+00:00,,8723.076,8382.839564650336,9063.31250677436
2025-07-21 01:00:00+00:00,,7250.475,6910.238971232017,7590.711913356042
2025-07-21 02:00:00+00:00,,7599.075,7258.838993379377,7939.311935503401
2025-07-21 03:00:00+00:00,,8428.324,8088.087815848818,8768.560757972842
2025-07-21 04:00:00+00:00,,7805.2407,7465.004561605387,8145.477503729411
2025-07-21 05:00:00+00:00,,8111.427,7771.190182948278,8451.663125072304
2025-07-21 06:00:00+00:00,,9894.927,9554.690528932271,10235.163471056296
2025-07-21 07:00:00+00:00,,10384.416,10044.17926177728,10724.652203901307
2025-07-21 08:00:00+00:00,,9129.682,8789.4456119451,9469.918554069125
2025-07-21 09:00:00+00:00,,8831.599,8491.362417413133,9171.835359537157
2025-07-21 10:00:00+00:00,,9025.239,8685.003168735613,9365.476110859636
2025-07-21 11:00:00+00:00,,8552.691,8212.454591741598,8892.927533865623
2025-07-21 12:00:00+00:00,,9887.641,9547.404492519609,10227.877434643633
2025-07-21 13:00:00+00:00,,8069.0996,7728.863260413205,8409.33620253723
2025-07-21 14:00:00+00:00,,7967.362,7627.125372061548,8307.598314185572
2025-07-21 15:00:00+00:00,,8793.583,8453.346168389853,9133.819110513876
2025-07-21 16:00:00+00:00,,8294.383,7954.146906945385,8634.619849069411
2025-07-21 17:00:00+00:00,,7329.742,6989.505741415064,7669.97868353909
2025-07-21 18:00:00+00:00,,6223.685,5883.448792087864,6563.921734211888
2025-07-21 19:00:00+00:00,,7773.28,7433.043483471236,8113.51642559526
2025-07-21 20:00:00+00:00,,7221.7886,6881.552268622338,7562.025210746362
2025-07-21 21:00:00+00:00,,6378.994,6038.7576454678965,6719.230587591921
2025-07-21 22:00:00+00:00,,7229.161,6888.924681562967,7569.397623686991
2025-07-21 23:00:00+00:00,,6267.6865,5927.450141245443,6607.923083369467
2025-07-22 00:00:00+00:00,,6232.277,5892.040281918745,6572.513224042769
2025-07-22 01:00:00+00:00,,4482.0586,4141.8218918671155,4822.294833991141
2025-07-22 02:00:00+00:00,,5391.601,5051.364748227214,5731.837690351238
2025-07-22 03:00:00+00:00,,5302.44,4962.203513713281,5642.676455837305
2025-07-22 04:00:00+00:00,,5874.524,5534.287597944074,6214.760540068099
2025-07-22 05:00:00+00:00,,5592.138,5251.901905106289,5932.374847230314
2025-07-22 06:00:00+00:00,,5062.4165,4722.1802539139735,5402.653196037998
2025-07-22 07:00:00+00:00,,5162.6323,4822.3959281073085,5502.868870231333
2025-07-22 08:00:00+00:00,,6129.5654,5789.328784667027,6469.801726791052
2025-07-22 09:00:00+00:00,,8304.69,7964.453918354044,8644.926860478068
2025-07-22 10:00:00+00:00,,8336.077,7995.84032815927,8676.313270283295
2025-07-22 11:00:00+00:00,,7970.7744,7630.53790596111,8311.010848085134
2025-07-22 12:00:00+00:00,,8458.228,8117.991502040035,8798.46444416406
2025-07-22 13:00:00+00:00,,5904.5264,5564.289945080183,6244.762887204208
2025-07-22 14:00:00+00:00,,7541.1494,7200.912954659656,7881.38589678368
2025-07-22 15:00:00+00:00,,6002.9736,5662.737372482519,6343.210314606544
2025-07-22 16:00:00+00:00,,4901.691,4561.454454682372,5241.927396806397
