number,value,params_cloud_lags_option,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moist,params_compute_clear_sky_fraction,params_compute_cloud_cover_fraction,params_compute_diffuse_ratio,params_compute_direct_ratio,params_compute_dni_ratio,params_compute_global_tilted_ratio,params_dew_point_temperature,params_drop_raw_features,params_drop_raw_solar_features,params_lags_target,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_option,params_reg_alpha,params_reg_lambda,params_shortwave_lags_option,params_spatial_agg_method,params_subsample,params_use_solar_geometry,params_vapor_pressure,state
0,772.8187146405747,medium,0.6053859429244377,False,True,True,False,False,False,True,False,False,False,True,12.0,0.15416677397156534,8,91,0.49222408222233693,631,99,large,0.4589172891070782,0.009524234570615997,medium,idw,0.7423624771426324,False,False,COMPLETE
1,837.3093528644098,large,0.6276708170125398,False,False,True,True,True,False,False,True,True,True,False,12.0,0.04952898203471249,3,89,0.09667902812893342,564,35,large,0.06122358337509317,0.007365411077016316,medium,idw,0.8654095259787815,True,False,COMPLETE
2,585.481881464763,small,0.5196377953629128,False,False,True,False,False,True,True,True,False,True,False,1.0,0.13594696930688108,9,30,0.01935795917323785,884,97,large,6.396754516465666e-06,0.044468860940486264,small,mean,0.6608336290201587,False,False,COMPLETE
3,782.6791908838454,large,0.5352577158997989,False,False,True,False,True,False,True,False,True,True,True,12.0,0.045690730432520345,15,50,0.3248933520804566,393,62,small,3.4345311514858355e-07,1.6600452171623102e-07,small,capacity,0.8415387738393578,False,True,COMPLETE
4,789.4239417065346,none,0.94707039673896,False,False,True,True,True,True,True,True,True,False,False,6.0,0.1301173630289349,16,68,0.37023001596550376,681,55,large,0.0009951010268206802,0.09834664754973371,none,max,0.6993691348063122,True,True,COMPLETE
5,776.0106934201567,large,0.8784154018294948,True,True,False,False,False,False,True,False,False,True,True,6.0,0.05495235032206904,5,39,0.1968350209685149,756,40,large,0.00101194183766497,3.41832578191146e-08,large,distance_capacity,0.833710221414822,False,True,COMPLETE
6,703.4017129446493,large,0.9422189280399118,False,True,True,True,True,False,True,False,True,False,False,1.0,0.013106223719276836,16,92,0.3956772186159934,360,120,small,0.0002833717085658016,5.120118242927501e-08,none,max,0.5108590548330211,False,False,COMPLETE
7,842.1870335979478,medium,0.8654078834274812,False,True,False,False,False,False,True,True,True,True,True,12.0,0.052316799037189436,4,59,0.44824175277568395,591,43,small,1.1822961739038541e-06,0.0032839198643679077,medium,distance_n_panels,0.7992892692067209,True,True,COMPLETE
8,662.6832252891713,medium,0.5560560934018612,False,True,True,False,False,True,False,True,False,False,False,,0.02696786138194741,13,32,0.4110641170042434,940,46,large,1.0290356156744803e-08,9.154212131282359e-06,large,idw,0.8335083921905566,False,True,COMPLETE
9,826.2177173752671,medium,0.9779646892639227,False,True,False,False,False,True,True,False,True,False,True,12.0,0.020518227526755663,5,76,0.4661645389390046,883,99,none,3.0625171573408667e-07,3.2650789330251654e-06,large,mean,0.9398732940507176,True,True,COMPLETE
10,577.0911250037601,small,0.7228411956742911,True,False,False,True,False,True,False,True,False,True,False,1.0,0.24799290803684296,10,5,0.004333578665350607,992,144,none,1.7797139097736987e-05,0.6498708488471249,small,mean,0.6309723388825459,False,False,COMPLETE
11,571.6964814103895,small,0.7188946365333084,True,False,False,True,False,True,False,True,False,True,False,1.0,0.2625246790516284,10,7,0.005042683308241035,997,147,none,1.2042148352537704e-05,0.5131835661844951,small,mean,0.6170509966105555,False,False,COMPLETE
12,597.8466728102134,small,0.7313201324590698,True,False,False,True,False,True,False,True,False,True,False,1.0,0.2710673744333956,12,7,0.023930584482127697,952,150,none,4.180820913603205e-05,0.6881060395398125,small,mean,0.5748425346208819,False,False,COMPLETE
13,661.6496341859967,small,0.7337837178676049,True,False,False,True,False,True,False,True,False,True,False,1.0,0.2506226181478907,11,6,0.12141928508157501,995,148,none,2.730367100631906e-05,0.8498383867311827,small,n_panels,0.6183754301667852,False,False,COMPLETE
14,693.1107909418878,small,0.7974268073670253,True,False,False,True,False,True,False,True,False,True,False,1.0,0.09199087069032459,7,21,0.10556430649211948,805,12,none,0.005060865157196065,0.000637648431872897,small,None,0.5457980286112248,False,False,COMPLETE
15,649.7492994314024,small,0.6753906632251762,True,False,False,True,False,True,False,True,False,True,False,,0.2998350852842788,10,18,0.19526434743163895,790,128,none,1.2392450791778699e-08,6.244195142836825e-05,small,mean,0.6296106479536878,False,False,COMPLETE
16,614.6283478326046,none,0.7971031717696513,True,False,False,True,False,True,False,True,False,True,False,1.0,0.18470577045865633,13,17,0.0050427264861531255,511,128,none,1.4532405753127392e-05,0.13624735593802598,small,mean,0.7152744464535103,False,False,COMPLETE
17,688.7518295208897,small,0.680788780930188,True,False,False,True,False,True,False,True,False,True,False,1.0,0.10375722458184389,7,47,0.0725123367419697,880,79,none,2.6472229541200947e-06,0.7602439468028488,small,n_panels,0.650786172943285,False,False,COMPLETE
18,604.9902147337701,small,0.7938385515593245,True,False,False,True,True,True,False,True,False,True,False,1.0,0.21118785327641243,10,5,0.16903276469510586,707,114,none,0.0001449662145807347,0.000556712982547474,none,capacity,0.5759224914861748,True,False,COMPLETE
19,634.329661367005,small,0.6882131320438658,True,False,False,True,False,True,False,True,False,True,False,,0.07340735855835402,12,27,0.27778472875560595,995,143,none,1.4933876568159638e-07,0.039897417507814024,small,distance_n_panels,0.5013654914459789,False,False,COMPLETE
20,652.7937014932613,none,0.6104079284169002,True,False,False,True,False,True,False,True,False,True,False,6.0,0.18578905670652696,8,15,0.06112401900455796,824,135,none,0.0077983288219728875,0.0012579390468930298,small,None,0.7771954433642105,False,False,COMPLETE
21,644.634930713174,small,0.5713055309266006,True,False,True,False,False,True,True,True,False,True,False,1.0,0.13156668103375482,9,36,0.04045975313596572,900,108,large,5.978052831106332e-06,0.03359292884887779,small,mean,0.6707793521404011,False,False,COMPLETE
22,718.3035733233195,small,0.651392532482316,True,False,True,False,False,True,False,True,False,True,False,1.0,0.20303141204904737,9,28,0.011647195206573646,929,81,large,4.97541439446127e-06,0.17894500986567813,small,mean,0.6067659600428312,False,False,COMPLETE
23,683.836054692295,small,0.8448120647665132,False,False,True,False,False,True,True,True,False,True,False,1.0,0.14773260839634894,11,41,0.14396900477469526,859,88,small,7.515351020527174e-05,0.030403695292318303,small,mean,0.68880471834018,False,False,COMPLETE
24,622.2760746641382,small,0.7179363448298706,True,False,False,True,False,True,False,True,False,True,False,1.0,0.09702345337553124,7,13,0.05681653814173503,989,135,none,1.0930140321725813e-06,0.3194152369167655,small,mean,0.5825784171616241,False,False,COMPLETE
25,616.7342984973742,small,0.5743210970163618,True,False,False,True,False,True,False,True,False,True,False,1.0,0.2598022449509527,11,25,0.002310132732020255,750,122,large,7.810847730634067e-08,0.00011569900122523907,small,distance_capacity,0.6564701830124594,False,False,COMPLETE
26,658.5979406359502,small,0.5162270857626727,False,False,True,False,True,True,True,False,False,False,True,1.0,0.07019753258121567,14,13,0.22666695398438103,846,137,none,1.1780636628005173e-05,0.01991772253245108,medium,mean,0.7461237350433326,True,False,COMPLETE
27,699.0630044555584,small,0.7871636725660947,True,False,False,True,False,True,False,True,False,True,False,1.0,0.22046838782223613,8,60,0.08320172331935893,929,70,none,0.0003175116714851563,0.10588452540491017,large,mean,0.5534375437806367,False,False,COMPLETE
28,639.8314786846031,none,0.7705019152875018,False,False,True,False,False,True,True,True,False,True,False,,0.15836402192870191,6,23,0.1518424411430991,445,105,small,1.4489810547256647e-06,0.004138538793567395,none,mean,0.6320564054604801,False,False,COMPLETE
29,699.5229512398596,medium,0.5055660917352507,False,True,True,False,False,False,True,False,False,False,True,6.0,0.10999757249826676,9,11,0.0474712042672632,957,91,large,0.4180807296961917,0.01003385177688822,medium,max,0.7177179413284787,False,False,COMPLETE
