method,model_label,horizon,mse,rmse,mae,mape,smape,bias,variance,std,r2,prediction_interval_coverage,prediction_interval_width
forecast,XGBoost,2024-12-19T00:00:00+00:00,610249.7833637451,781.1848586370227,641.7448730468752,19.047848334219232,39.97430969638732,-478.1889110746838,381585.14868895325,617.7257876185462,0.5898403917736875,0.8273809523809523,1793.0237513530567
forecast,XGBoost,2024-12-26T00:00:00+00:00,440012.2983932881,663.3342282690439,454.0596701531183,73.05518386217456,83.4191979232199,175.55685599644977,409192.08870592987,639.6812399202668,0.664140779235139,0.48214285714285715,943.8487465499323
forecast,XGBoost,2025-01-02T00:00:00+00:00,2015512.276856127,1419.6873870173415,1166.495910462879,81.03890186236914,85.24741044857015,-119.32140731811523,2001274.6786117512,1414.6641575341305,0.20501209927907416,0.43452380952380953,1781.2342514998288
forecast,ElasticNet,2024-12-05T00:00:00+00:00,2659815.511461807,1630.8940834590721,1140.1316955530597,44.46658168033395,67.4429664250074,986.1733296787128,1687277.675292208,1298.9525300380335,-0.05390263091827263,0.8869047619047619,5769.03770164545
forecast,ElasticNet,2024-12-12T00:00:00+00:00,2512104.0167749417,1584.9618344852793,1097.737774968184,62.7046634364511,86.88455401330249,515.254837892077,2246616.4688037513,1498.8717319383109,-0.40178120080301616,0.7321428571428571,4036.9828772564174
forecast,ElasticNet,2024-12-19T00:00:00+00:00,4799343.93568068,2190.7404993929977,1701.7491698494393,45.82867422466056,75.14169807655617,1135.8302433208269,3509233.5940384325,1873.2948497336004,-2.2257234366419683,0.9107142857142857,6628.463337247974
forecast,ElasticNet,2024-12-26T00:00:00+00:00,3408145.69017437,1846.1163804523187,1278.7291496410176,120.6146312913623,145.28507155357332,762.5626597914969,2826643.8800660875,1681.2625851026626,-1.6014208237697378,0.4226190476190476,3111.147114676303
forecast,ElasticNet,2025-01-02T00:00:00+00:00,5308796.848892303,2304.082648016842,1663.7701248882076,94.55761214218377,105.59824078348778,920.326206977923,4461796.5216419315,2112.2965041967786,-1.093973482929087,0.6488095238095238,5765.376278930617
forecast,"ensemble[XGBoost](XGBoost,ElasticNet)",2024-12-05T00:00:00+00:00,887113.765296444,941.8671696669568,693.6155266080584,35.52049769512236,57.91070854521523,-150.12924162546784,864574.976105406,929.8252395506405,0.6484976017543755,0.8333333333333334,3196.8345035710636
forecast,"ensemble[XGBoost](XGBoost,ElasticNet)",2024-12-12T00:00:00+00:00,438250.4301534469,662.0048565935501,488.9566483270554,27.708583797894885,45.86030225524154,123.21541704450341,423068.39115599607,650.4370770151377,0.7554515218595048,0.9166666666666666,2690.5047165032443
forecast,"ensemble[XGBoost](XGBoost,ElasticNet)",2024-12-19T00:00:00+00:00,679805.846628472,824.5033939459995,599.472060067313,18.529744510151776,38.594985350385194,-348.2660031999861,558516.6376435792,747.339706989786,0.5430905387853417,0.9404761904761905,3475.9510980505593
forecast,"ensemble[XGBoost](XGBoost,ElasticNet)",2024-12-26T00:00:00+00:00,804628.8705069937,897.0110760224724,628.5138861565363,75.9981306205176,98.20338443039614,280.65510002772015,725861.5853354242,851.9751084013102,0.3858307450946662,0.6309523809523809,1870.8453910358262
forecast,"ensemble[XGBoost](XGBoost,ElasticNet)",2025-01-02T00:00:00+00:00,2073091.3377885108,1439.823370343915,1167.9184444972448,82.85356804138367,88.14219696017916,-50.75648843674431,2070515.1166700814,1438.9284612759877,0.18230092192642644,0.7440476190476191,3385.346310988181
