method,model_label,horizon,mse,rmse,mae,mape,smape,bias,variance,std,r2,prediction_interval_coverage,prediction_interval_width
trained,XGBoost,2024-12-05T00:00:00+00:00,1666892.272373497,1291.0818224936393,1009.3157945360456,51.70108569202012,91.41174065343411,-559.8780473073324,1353428.8445168259,1163.369607870528,0.33952481149856917,0.44047619047619047,1494.6488675509815
trained,XGBoost,2024-12-12T00:00:00+00:00,1079883.3494497563,1039.1743595036187,791.6187482561384,46.903572584392045,75.81663198916712,-24.675006684802785,1079274.4934948613,1038.8813664200843,0.39741341592127255,0.48214285714285715,1372.2880341436453
trained,XGBoost,2024-12-19T00:00:00+00:00,879013.3436096816,937.5571148520402,735.8842751639231,21.980027988221128,46.35318866996745,-447.9848465692429,678322.9208540136,823.6036187718056,0.4091996777887469,0.6607142857142857,1752.6587032172004
trained,XGBoost,2024-12-26T00:00:00+00:00,4245937.401263638,2060.567252303025,1708.0476975213915,1209.2360143966564,181.51187947392648,1469.5625988188244,2086323.1694165021,1444.4110112487035,-2.2409031115993394,0.20833333333333334,1677.5887216401516
trained,XGBoost,2025-01-02T00:00:00+00:00,2015512.276856127,1419.6873870173415,1166.495910462879,81.03890186236914,85.24741044857015,-119.32140731811523,2001274.6786117512,1414.6641575341305,0.20501209927907416,0.43452380952380953,1781.2342514998288
trained,ElasticNet,2024-12-05T00:00:00+00:00,3037676.1569504463,1742.8930423151176,1234.2931459247648,46.83477164992234,70.38999548643471,1095.8731108408947,1836738.2818863462,1355.2631780899037,-0.20362291290207502,0.8869047619047619,6017.925206235736
trained,ElasticNet,2024-12-12T00:00:00+00:00,2884735.3563303663,1698.4508695662546,1166.3583808647436,66.66841300265462,89.48175843231783,598.6641013126077,2526336.6501299343,1589.4453907353768,-0.6097135169534569,0.7261904761904762,4203.523332992595
trained,ElasticNet,2024-12-19T00:00:00+00:00,5028037.173961842,2242.328516065798,1747.3707429883175,47.06589309753409,76.91734492679055,1181.7272113550014,3631557.971904974,1905.664706055337,-2.37943218275634,0.9047619047619048,6687.732551635166
trained,ElasticNet,2024-12-26T00:00:00+00:00,3735871.1098160734,1932.8401666501225,1324.3490818420098,125.90523235273798,147.8423096361117,815.428346112863,3070947.7221717145,1752.4119727312168,-1.8515720228785368,0.4166666666666667,3192.8918207918637
trained,ElasticNet,2025-01-02T00:00:00+00:00,5308796.848892303,2304.082648016842,1663.7701248882076,94.55761214218377,105.59824078348778,920.326206977923,4461796.5216419315,2112.2965041967786,-1.093973482929087,0.6488095238095238,5765.376278930617
trained,"ensemble[XGBoost](XGBoost,ElasticNet)",2024-12-05T00:00:00+00:00,1433707.4563079865,1197.375236217948,919.5092422848656,62.8910914855038,79.03642863529276,-6.921657925560231,1433659.546959548,1197.355230063137,0.43191997578068564,0.7202380952380952,3359.3707020021575
trained,"ensemble[XGBoost](XGBoost,ElasticNet)",2024-12-12T00:00:00+00:00,975545.1180167003,987.6968755730172,717.061427161807,47.48844276189753,66.10999479107237,338.71484919956754,860817.3689484143,927.8024406889725,0.455635277106647,0.8214285714285714,2897.891779743139
trained,"ensemble[XGBoost](XGBoost,ElasticNet)",2024-12-19T00:00:00+00:00,1191402.051095542,1091.5136513555578,883.6071174258277,30.410570093910614,56.76994950583231,7.550597417922247,1191345.0395741747,1091.487535235366,0.19923773536827405,0.8690476190476191,3785.8929107600497
trained,"ensemble[XGBoost](XGBoost,ElasticNet)",2024-12-26T00:00:00+00:00,1805448.7255900258,1343.6698722491421,1058.8516005561464,324.79173368815657,151.70537622542523,792.2395614442371,1177805.2028726686,1085.2673416594957,-0.3780901223028792,0.40476190476190477,2248.9696059767844
trained,"ensemble[XGBoost](XGBoost,ElasticNet)",2025-01-02T00:00:00+00:00,1922321.3261471952,1386.4780294498703,1079.6153865995861,91.90813605707854,83.5512536320921,133.94864000592912,1904379.087987757,1379.9924231631699,0.24176984028665693,0.6904761904761905,3592.171621425056
forecast,XGBoost,2024-12-05T00:00:00+00:00,502964.36982051184,709.1998095181018,537.8897592453729,23.593218589483623,43.62461516993945,-235.60365277244924,447455.2886207911,668.9209883243245,0.8007096844394803,0.7321428571428571,1669.5513499752308
forecast,XGBoost,2024-12-12T00:00:00+00:00,641945.2015338235,801.2148285783429,595.500175294422,31.93448345976881,51.60419764102395,21.051341283889087,641502.0425639728,800.9382264344565,0.6417876371970166,0.6428571428571429,1386.897380476817
