date,wind_onshore_tenn_actual,wind_onshore_tenn_fitted,wind_onshore_tenn_lower,wind_onshore_tenn_upper
2025-07-10 00:00:00+00:00,,1134.5694148557268,-553.7712445100888,2822.910074221543
2025-07-10 01:00:00+00:00,,1131.1132191985453,-557.2274401672712,2819.453878564361
2025-07-10 02:00:00+00:00,,1115.0123195876977,-573.3283397781188,2803.3529789535132
2025-07-10 03:00:00+00:00,,968.964388726421,-719.3762706393954,2657.3050480922366
2025-07-10 04:00:00+00:00,,1002.9497929602649,-685.3908664055507,2691.2904523260804
2025-07-10 05:00:00+00:00,,934.9245183239273,-753.4161410418883,2623.2651776897433
2025-07-10 06:00:00+00:00,,438.3969113141884,-1249.9437480516272,2126.7375706800044
2025-07-10 07:00:00+00:00,,418.9896972530969,-1269.3509621127196,2107.3303566189124
2025-07-10 08:00:00+00:00,,679.0693759252244,-1009.271283440592,2367.41003529104
2025-07-10 09:00:00+00:00,,997.6924585753595,-690.648200790456,2686.033117941176
2025-07-10 10:00:00+00:00,,1711.6604641798172,23.319804814001145,3400.0011235456327
2025-07-10 11:00:00+00:00,,2083.422789194676,395.08212982886016,3771.763448560492
2025-07-10 12:00:00+00:00,,2074.961124016226,386.6204646504102,3763.3017833820422
2025-07-10 13:00:00+00:00,,2838.694403899377,1150.3537445335614,4527.035063265193
2025-07-10 14:00:00+00:00,,3250.283944779259,1561.943285413443,4938.624604145075
2025-07-10 15:00:00+00:00,,3011.540162310571,1323.1995029447553,4699.880821676386
2025-07-10 16:00:00+00:00,,3726.975815219247,2038.6351558534311,5415.316474585064
2025-07-10 17:00:00+00:00,,3833.42901082884,2145.0883514630245,5521.769670194656
2025-07-10 18:00:00+00:00,,3698.5271536710134,2010.1864943051974,5386.867813036829
2025-07-10 19:00:00+00:00,,3302.1417449135342,1613.8010855477187,4990.48240427935
2025-07-10 20:00:00+00:00,,2988.2750451400793,1299.9343857742633,4676.615704505895
2025-07-10 21:00:00+00:00,,3204.6788755236903,1516.3382161578743,4893.019534889506
2025-07-10 22:00:00+00:00,,3514.094910357379,1825.754250991563,5202.435569723195
2025-07-10 23:00:00+00:00,,3270.174260361019,1581.8336009952031,4958.514919726835
2025-07-11 00:00:00+00:00,,2852.399948186268,1164.059288820452,4540.740607552084
2025-07-11 01:00:00+00:00,,2384.5772951013355,696.2366357355195,4072.9179544671515
2025-07-11 02:00:00+00:00,,2218.413293028478,530.0726336626622,3906.753952394294
2025-07-11 03:00:00+00:00,,2156.521154083348,468.1804947175324,3844.8618134491635
2025-07-11 04:00:00+00:00,,2065.7792075178763,377.4385481520603,3754.1198668836923
2025-07-11 05:00:00+00:00,,2564.571372509678,876.2307131438611,4252.912031875494
2025-07-11 06:00:00+00:00,,1329.9182147413003,-358.4224446245162,3018.258874107116
2025-07-11 07:00:00+00:00,,1543.0444501515108,-145.29620921430433,3231.385109517327
2025-07-11 08:00:00+00:00,,1779.5830941380045,91.24243477218806,3467.92375350382
2025-07-11 09:00:00+00:00,,1961.0701010104062,272.7294416445902,3649.4107603762222
2025-07-11 10:00:00+00:00,,2267.5309441215677,579.1902847557512,3955.8716034873837
2025-07-11 11:00:00+00:00,,2265.153057684288,576.8123983184723,3953.493717050104
2025-07-11 12:00:00+00:00,,2265.153057684288,576.8123983184723,3953.493717050104
2025-07-11 13:00:00+00:00,,3059.586666733869,1371.2460073680531,4747.927326099685
2025-07-11 14:00:00+00:00,,3194.8753782498443,1506.5347188840287,4883.216037615661
2025-07-11 15:00:00+00:00,,4392.1343916439455,2703.7937322781295,6080.475051009761
2025-07-11 16:00:00+00:00,,4618.756868452522,2930.416209086706,6307.097527818338
2025-07-11 17:00:00+00:00,,4086.012795254327,2397.672135888511,5774.353454620143
2025-07-11 18:00:00+00:00,,3170.6597480422934,1482.3190886764778,4859.00040740811
2025-07-11 19:00:00+00:00,,3043.6303315650584,1355.289672199242,4731.970990930874
2025-07-11 20:00:00+00:00,,2745.1661828429283,1056.8255234771132,4433.506842208744
2025-07-11 21:00:00+00:00,,2958.483817617398,1270.1431582515825,4646.824476983214
2025-07-11 22:00:00+00:00,,2699.917341311633,1011.5766819458177,4388.25800067745
2025-07-11 23:00:00+00:00,,3399.4981631289816,1711.1575037631656,5087.838822494798
2025-07-12 00:00:00+00:00,,4024.694443353207,2336.3537839873916,5713.035102719023
2025-07-12 01:00:00+00:00,,4331.224704484103,2642.8840451182873,6019.565363849919
2025-07-12 02:00:00+00:00,,4435.42045681149,2747.0797974456746,6123.761116177306
2025-07-12 03:00:00+00:00,,5697.431829303957,4009.0911699381413,7385.772488669772
2025-07-12 04:00:00+00:00,,5655.373952909148,3967.0332935433325,7343.714612274964
2025-07-12 05:00:00+00:00,,6318.108471602731,4629.767812236915,8006.449130968547
2025-07-12 06:00:00+00:00,,6058.661606976781,4370.320947610964,7747.002266342596
2025-07-12 07:00:00+00:00,,7515.456190888894,5827.115531523077,9203.796850254708
2025-07-12 08:00:00+00:00,,8693.064388490428,7004.723729124611,10381.405047856242
2025-07-12 09:00:00+00:00,,7553.757270778121,5865.416611412305,9242.097930143937
2025-07-12 10:00:00+00:00,,6565.897694571244,4877.557035205428,8254.23835393706
2025-07-12 11:00:00+00:00,,6102.448279981111,4414.107620615296,7790.788939346927
2025-07-12 12:00:00+00:00,,4846.99772073419,3158.657061368374,6535.338380100005
2025-07-12 13:00:00+00:00,,3927.8436693111435,2239.5030099453274,5616.184328676959
2025-07-12 14:00:00+00:00,,4350.441149124555,2662.1004897587386,6038.78180849037
2025-07-12 15:00:00+00:00,,4817.95899236713,3129.6183330013137,6506.299651732946
2025-07-12 16:00:00+00:00,,3995.4966718408577,2307.156012475042,5683.837331206674
2025-07-12 17:00:00+00:00,,4025.956929881502,2337.6162705156867,5714.297589247319
2025-07-12 18:00:00+00:00,,3196.6532207979044,1508.3125614320884,4884.99388016372
2025-07-12 19:00:00+00:00,,2482.3382297003727,793.9975703345563,4170.678889066188
2025-07-12 20:00:00+00:00,,2335.750538820415,647.4098794545998,4024.0911981862305
2025-07-12 21:00:00+00:00,,2118.297269503831,429.9566101380151,3806.637928869647
2025-07-12 22:00:00+00:00,,1948.9994186828444,260.65875931702885,3637.34007804866
2025-07-12 23:00:00+00:00,,1813.6482514890236,125.30759212320754,3501.9889108548396
2025-07-13 00:00:00+00:00,,2316.042230870546,627.70157150473,4004.382890236362
2025-07-13 01:00:00+00:00,,2458.4079563351934,770.0672969693778,4146.748615701009
2025-07-13 02:00:00+00:00,,2388.426278432622,700.0856190668055,4076.7669377984375
2025-07-13 03:00:00+00:00,,2031.2764237644565,342.93576439864046,3719.6170831302725
2025-07-13 04:00:00+00:00,,1844.2652490335586,155.9245896677421,3532.605908399374
2025-07-13 05:00:00+00:00,,2016.2294835555308,327.8888241897157,3704.570142921347
2025-07-13 06:00:00+00:00,,1935.6719214491222,247.33126208330668,3624.012580814938
2025-07-13 07:00:00+00:00,,2277.53994117025,589.1992818044346,3965.880600536066
2025-07-13 08:00:00+00:00,,2930.2403958888067,1241.8997365229907,4618.581055254623
2025-07-13 09:00:00+00:00,,2831.452672397966,1143.1120130321506,4519.793331763782
2025-07-13 10:00:00+00:00,,2558.2961774702067,869.9555181043906,4246.636836836023
2025-07-13 11:00:00+00:00,,2436.223481975533,747.8828226097176,4124.564141341349
2025-07-13 12:00:00+00:00,,2103.4613942674932,415.12073490167677,3791.8020536333092
2025-07-13 13:00:00+00:00,,2014.020481220919,325.679821855103,3702.361140586735
2025-07-13 14:00:00+00:00,,1505.7490644047948,-182.59159496102075,3194.089723770611
2025-07-13 15:00:00+00:00,,1684.9309102377388,-3.4097491280772374,3373.2715696035543
2025-07-13 16:00:00+00:00,,1683.692619341321,-4.648040024495458,3372.0332787071366
