date,wind_onshore_ampr_actual,wind_onshore_ampr_fitted,wind_onshore_ampr_lower,wind_onshore_ampr_upper
2025-08-06 00:00:00+00:00,,4107.812,3329.6457625992525,4885.978623334893
2025-08-06 01:00:00+00:00,,3612.823,2834.656478301963,4390.989339037604
2025-08-06 02:00:00+00:00,,3003.8542,2225.687851530482,3782.0207122661227
2025-08-06 03:00:00+00:00,,3034.087,2255.9204124753815,3812.253273211022
2025-08-06 04:00:00+00:00,,3310.6213,2532.4549015337266,4088.7877622693677
2025-08-06 05:00:00+00:00,,2463.9858,1685.8192856536934,3242.1521463893346
2025-08-06 06:00:00+00:00,,1259.1571,480.9906348109562,2037.323495546597
2025-08-06 07:00:00+00:00,,804.86383,26.69745209097573,1583.0303128266169
2025-08-06 08:00:00+00:00,,740.61456,-37.551899141164085,1518.780961594477
2025-08-06 09:00:00+00:00,,1366.9816,588.8151108224138,2145.147971558055
2025-08-06 10:00:00+00:00,,1398.2867,620.1202269419928,2176.4530876776334
2025-08-06 11:00:00+00:00,,1225.285,447.118514101388,2003.451374837029
2025-08-06 12:00:00+00:00,,1297.8375,519.6710820680023,2076.0039428036434
2025-08-06 13:00:00+00:00,,1330.6316,552.4651538214607,2108.798014557102
2025-08-06 14:00:00+00:00,,1354.4167,576.2502692259,2132.583129961541
2025-08-06 15:00:00+00:00,,1209.0623,430.8958001354372,1987.2286608710783
2025-08-06 16:00:00+00:00,,898.5843,120.41784164202136,1676.7507023776627
2025-08-06 17:00:00+00:00,,993.9565,215.7900281431971,1772.1228888788382
2025-08-06 18:00:00+00:00,,1743.1835,965.0170078304147,2521.3498685660556
2025-08-06 19:00:00+00:00,,1261.3269,483.16039674365675,2039.4932574792979
2025-08-06 20:00:00+00:00,,2011.9845,1233.8180134618754,2790.1508741975163
2025-08-06 21:00:00+00:00,,1378.1306,599.9641063379322,2156.296967073573
2025-08-06 22:00:00+00:00,,1765.4825,987.3160553578805,2543.6489160935216
2025-08-06 23:00:00+00:00,,1866.87,1088.7035099269767,2645.0363706626176
2025-08-07 00:00:00+00:00,,2189.6687,1411.5021536921738,2967.8350144278147
2025-08-07 01:00:00+00:00,,2122.4172,1344.2508030736947,2900.5836638093356
2025-08-07 02:00:00+00:00,,1658.6853,880.5187756077519,2436.851636343393
2025-08-07 03:00:00+00:00,,1291.155,512.9885308555508,2069.321391591192
2025-08-07 04:00:00+00:00,,1296.478,518.3115824632177,2074.644443198859
2025-08-07 05:00:00+00:00,,2048.0977,1269.9313152627417,2826.2641759983826
2025-08-07 06:00:00+00:00,,1407.414,629.2475108910548,2185.580371626696
2025-08-07 07:00:00+00:00,,986.13434,207.96786944937503,1764.3007301850166
2025-08-07 08:00:00+00:00,,249.2287,-528.9378262847513,1027.39503445089
2025-08-07 09:00:00+00:00,,596.0944,-182.07201778513036,1374.2608429505108
2025-08-07 10:00:00+00:00,,573.8051,-204.36127511235418,1351.971585623287
2025-08-07 11:00:00+00:00,,627.2387,-150.92777085513444,1405.4050898805067
2025-08-07 12:00:00+00:00,,401.15033,-377.0161753918792,1179.316685343762
2025-08-07 13:00:00+00:00,,95.316345,-682.8501981821628,873.4826625534786
2025-08-07 14:00:00+00:00,,952.7885,174.6220248276195,1730.9548855632606
2025-08-07 15:00:00+00:00,,1039.3322,261.1657045698421,1817.4985653054832
2025-08-07 16:00:00+00:00,,250.64325,-527.5232479994702,1028.809612736171
2025-08-07 17:00:00+00:00,,603.47797,-174.6885164086125,1381.6443443270289
2025-08-07 18:00:00+00:00,,500.0468,-278.11951680369657,1278.2133439319446
2025-08-07 19:00:00+00:00,,185.4538,-592.712740187193,963.6201205484481
2025-08-07 20:00:00+00:00,,401.30927,-376.85713746277315,1179.475723272868
2025-08-07 21:00:00+00:00,,171.80243,-606.3640827112486,949.9687780243928
2025-08-07 22:00:00+00:00,,338.51263,-439.6538765381897,1116.6789841974514
2025-08-07 23:00:00+00:00,,984.4422,206.27578476875442,1762.6086455043958
2025-08-08 00:00:00+00:00,,232.00604,-546.1604084710689,1010.1724522645725
2025-08-08 01:00:00+00:00,,671.17365,-106.99273295901776,1449.3401277766234
2025-08-08 02:00:00+00:00,,112.16278,-666.0037287245545,890.3291320110868
2025-08-08 03:00:00+00:00,,252.45087,-525.7156530426169,1030.6172076930245
2025-08-08 04:00:00+00:00,,174.10297,-604.0634560875474,952.269404648094
2025-08-08 05:00:00+00:00,,465.38226,-312.78415070117444,1243.548710034467
2025-08-08 06:00:00+00:00,,768.84406,-9.322314559380175,1547.010546176261
2025-08-08 07:00:00+00:00,,926.3038,148.13734974790395,1704.470210483545
2025-08-08 08:00:00+00:00,,517.51215,-260.65422217109926,1295.6786385645419
2025-08-08 09:00:00+00:00,,573.9599,-204.2064631689641,1352.126397566677
2025-08-08 10:00:00+00:00,,683.6436,-94.52283517491969,1461.8100255607214
2025-08-08 11:00:00+00:00,,746.02106,-32.145313882514074,1524.187546853127
2025-08-08 12:00:00+00:00,,385.2016,-392.9649046172535,1163.3679561183876
2025-08-08 13:00:00+00:00,,668.63116,-109.5352268318552,1446.797633903786
2025-08-08 14:00:00+00:00,,507.58612,-270.58035828664515,1285.752502448996
2025-08-08 15:00:00+00:00,,620.49774,-157.66864067046436,1398.6642200651768
2025-08-08 16:00:00+00:00,,391.28387,-386.8825842426413,1169.4502764929998
2025-08-08 17:00:00+00:00,,279.99603,-498.17039641441716,1058.162464321224
2025-08-08 18:00:00+00:00,,492.24725,-285.91913690703404,1270.4137238286073
2025-08-08 19:00:00+00:00,,510.3498,-267.81656362848844,1288.5162971071527
2025-08-08 20:00:00+00:00,,480.65057,-297.5159460422401,1258.816914693401
2025-08-08 21:00:00+00:00,,651.83685,-126.32957579896856,1430.0032849366728
2025-08-08 22:00:00+00:00,,401.0534,-377.11309133096256,1179.2197694046788
2025-08-08 23:00:00+00:00,,547.84247,-230.32404095616403,1326.0088197794773
2025-08-09 00:00:00+00:00,,652.0467,-126.11968517508194,1430.2131755605594
2025-08-09 01:00:00+00:00,,830.0163,51.84981474067854,1608.1826754763197
2025-08-09 02:00:00+00:00,,486.71356,-291.45278346954,1264.8800772661014
2025-08-09 03:00:00+00:00,,578.8405,-199.32601313193572,1357.0068476037054
2025-08-09 04:00:00+00:00,,878.2327,100.06633963169861,1656.39920036734
2025-08-09 05:00:00+00:00,,564.2182,-213.94834630729974,1342.3845144283414
2025-08-09 06:00:00+00:00,,335.74237,-442.4241510411107,1113.9087096945304
2025-08-09 07:00:00+00:00,,406.46014,-371.7062243399314,1184.6266363957097
2025-08-09 08:00:00+00:00,,514.5107,-263.65565809267673,1292.6772026429646
2025-08-09 09:00:00+00:00,,483.13202,-295.0344472299016,1261.2984135057397
2025-08-09 10:00:00+00:00,,594.46747,-183.69888141953697,1372.6339793161044
2025-08-09 11:00:00+00:00,,662.31305,-115.85335720941112,1440.4795035262302
2025-08-09 12:00:00+00:00,,914.857,136.69056310560973,1693.0234238412509
2025-08-09 13:00:00+00:00,,1041.3298,263.1633280177175,1819.4961887533589
2025-08-09 14:00:00+00:00,,1141.1207,362.9542051833714,1919.2870659190125
2025-08-09 15:00:00+00:00,,600.0468,-178.11973507749008,1378.213125658151
2025-08-09 16:00:00+00:00,,466.93597,-311.23039661965186,1245.102464115989
2025-08-09 17:00:00+00:00,,513.89276,-264.2737789367129,1292.0590817989284
2025-08-09 18:00:00+00:00,,413.9655,-364.2010145747972,1192.131846160844
2025-08-09 19:00:00+00:00,,704.7801,-73.3862858847856,1482.9465748508558
2025-08-09 20:00:00+00:00,,1291.7532,513.5866487005324,2069.919509436173
2025-08-09 21:00:00+00:00,,1546.0013,767.8348386216546,2324.1676993572955
2025-08-09 22:00:00+00:00,,1276.7142,498.54777419977745,2054.8806349354186
2025-08-09 23:00:00+00:00,,719.54803,-58.61843793460639,1497.714422801035
2025-08-10 00:00:00+00:00,,432.6313,-345.5351174003313,1210.79774333531
2025-08-10 01:00:00+00:00,,595.0424,-183.1240064959925,1373.2088542396486
2025-08-10 02:00:00+00:00,,754.27155,-23.89492196948777,1532.4379387661534
2025-08-10 03:00:00+00:00,,1295.6592,517.4927272976793,2073.8255880333204
2025-08-10 04:00:00+00:00,,753.5131,-24.653345539289603,1531.6795151963515
