number,value,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_lags_choice,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_choice,params_reg_alpha,params_reg_lambda,params_spatial_agg_method,params_subsample,params_turbulence_window,params_use_base_models_pred_intervals,params_vapor_pressure,state
0,147.5271951165638,0.9717125453567403,True,False,False,True,False,False,True,True,False,False,large,0.053280451425373215,15,64,0.1549061771691092,571,19,small,6.094383230140618e-06,0.005937372370965228,capacity,0.9236760201964807,0,True,True,COMPLETE
1,141.7403082695827,0.983366684663523,False,True,False,False,False,False,False,True,True,False,large,0.027083263972079684,14,72,0.05039861548500335,472,52,none,4.748770274911602e-06,1.3631034265219998e-06,mean,0.9531922996829212,0,False,True,COMPLETE
2,139.86268362194616,0.780847457796911,False,False,False,True,False,False,True,False,False,False,small,0.17830938521758552,6,56,0.48876796599544303,684,97,small,0.11847442266343997,6.217035257494138e-05,distance_capacity,0.6882733252439237,6,False,False,COMPLETE
3,155.4486057341608,0.545377094538507,True,True,True,False,False,False,True,False,False,False,large,0.23961401041801447,10,15,0.2940294764240415,792,37,large,2.395770945836405e-07,0.002374441349148703,None,0.6070589434985301,6,True,False,COMPLETE
4,143.68232833913268,0.736446439859842,False,True,False,False,False,True,True,True,False,False,none,0.0498415020737461,6,15,0.36306861119270595,486,115,large,0.004778609633985413,1.609297819693521e-06,distance_n_turbines,0.6371308672488475,0,True,False,COMPLETE
5,142.43210629997498,0.9306311136538556,False,False,False,True,False,True,True,True,False,False,large,0.06459824763697603,10,75,0.17526656188777495,539,114,none,2.6651358194430018e-06,2.8241568342845967e-07,max,0.5323002937347983,6,False,True,COMPLETE
6,153.0711332792902,0.9015772255323933,True,False,False,False,False,True,True,False,False,False,large,0.11465639616926397,15,66,0.03581052175295357,442,134,none,0.2262060604866651,0.01776237031361722,capacity,0.9924473132664369,2,True,True,COMPLETE
7,140.41466481410365,0.585880334452175,True,True,True,False,False,True,False,False,True,False,small,0.04568005915854935,10,39,0.38116030974375636,419,93,large,0.0002493005498841173,0.002263886119842353,None,0.5773675109736714,6,False,True,COMPLETE
8,140.9524532899992,0.8618788583008448,False,True,False,True,False,False,True,True,False,True,large,0.02035132495969452,7,60,0.3734804204513708,981,81,small,0.18836510545303142,4.32884645513441e-07,distance_capacity,0.870552435118594,0,True,True,COMPLETE
9,135.62768069894858,0.6327773898386362,False,True,True,True,True,False,True,True,False,False,large,0.04301396239461035,12,47,0.13189691911961665,931,39,large,0.02623294293433486,0.6290558445978969,distance_n_turbines,0.6463286158363424,2,False,False,COMPLETE
10,138.02234058673676,0.6542896284551076,False,True,True,True,True,False,False,True,True,True,none,0.010465537784232946,12,95,0.15089101989900466,981,57,large,0.0013748087681265543,0.6376272958551003,distance_n_turbines,0.7840980966854999,2,False,False,COMPLETE
11,137.15049124412252,0.649731784761789,False,True,True,True,True,False,False,True,True,True,none,0.011879107623842772,12,98,0.17050929086662014,977,57,large,0.0014219782060404312,0.7746262631639451,distance_n_turbines,0.7904978519819464,2,False,False,COMPLETE
12,137.9251892915779,0.6545139962142776,False,True,True,True,True,False,False,True,True,True,none,0.012080289946059199,12,35,0.2314231571102537,830,15,large,0.006570330226678125,0.9718585485895644,distance_n_turbines,0.7647748213011378,2,False,False,COMPLETE
13,138.13520893957855,0.500946088672184,False,True,True,True,True,False,False,True,True,True,none,0.022608386858829328,13,92,0.099766776768725,867,60,large,0.00012745936593829555,0.0612527402076952,idw,0.8362518862359443,2,False,False,COMPLETE
14,138.8200506978718,0.6690272900327674,False,True,True,True,True,False,False,True,True,True,none,0.09533297125105471,3,37,0.22296718726216364,901,38,large,0.01717518963137626,0.00013273532880574477,distance_n_turbines,0.6866693900110433,2,False,False,COMPLETE
15,135.04903587121626,0.7494323670680317,False,True,True,True,True,False,False,True,True,True,small,0.03066365675706734,16,84,0.11056128017223858,329,70,large,0.9622859596544102,1.2722939798344067e-08,distance_n_turbines,0.6957354663946538,2,False,False,COMPLETE
16,144.33025746789815,0.7807174543464307,False,True,True,True,True,False,True,True,True,True,small,0.03081608539383005,16,80,0.07689757450948898,353,75,large,0.6423126891216548,3.7737201218845815e-08,max,0.6947774328594655,2,False,False,COMPLETE
17,148.53208572800156,0.7182839422952472,False,True,True,True,True,False,False,True,False,True,small,0.035422690107621,16,46,0.0004361185554749708,300,30,large,1.2251059549643371e-08,4.8585980812522606e-05,mean,0.5007586396582981,2,False,False,COMPLETE
18,142.60308638134768,0.8292374322369973,True,False,True,True,True,True,True,False,True,False,small,0.07857943024524562,8,26,0.11443056164621207,716,72,none,0.037062641879394606,2.7330483324193293e-08,idw,0.7086420605815219,2,False,False,COMPLETE
19,137.73607785176446,0.6002831020359352,False,True,True,True,True,False,False,True,False,True,small,0.01786169958803305,14,86,0.2909437326310439,614,145,small,0.772651366129468,1.3983454479857126e-05,distance_n_turbines,0.6450922116365092,2,False,False,COMPLETE
