date,biomass_50hz_actual,gas_50hz_actual,hard_coal_50hz_actual,lignite_50hz_actual,oil_50hz_actual,other_fossil_50hz_actual,renewables_50hz_actual,waste_50hz_actual,biomass_50hz_fitted,gas_50hz_fitted,hard_coal_50hz_fitted,lignite_50hz_fitted,oil_50hz_fitted,other_fossil_50hz_fitted,renewables_50hz_fitted,waste_50hz_fitted,biomass_50hz_lower,gas_50hz_lower,hard_coal_50hz_lower,lignite_50hz_lower,oil_50hz_lower,other_fossil_50hz_lower,renewables_50hz_lower,waste_50hz_lower,biomass_50hz_upper,gas_50hz_upper,hard_coal_50hz_upper,lignite_50hz_upper,oil_50hz_upper,other_fossil_50hz_upper,renewables_50hz_upper,waste_50hz_upper
2025-08-21 21:00:00+00:00,996.25,944.75,1.0,3216.5,273.0,-7.105427357601002e-15,230.5,134.0,943.6645598370927,1416.639759989414,427.12924938101696,4545.558682237875,356.04609962406016,48.03028461124437,648.8049277649011,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-21 22:00:00+00:00,973.5,861.5,1.0,3144.75,274.0,-7.105427357601002e-15,135.25,134.75,943.6645598370927,1431.6031124919962,430.79659248190103,4531.83672513508,356.04609962406016,49.293927942601925,663.0142489107119,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-21 23:00:00+00:00,977.75,780.25,1.0,3134.5,274.0,-7.105427357601002e-15,135.5,134.75,943.6645598370927,1452.3036338642744,434.898914324548,4527.7751650953005,356.04609962406016,50.64475774165338,677.2235700565227,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-22 00:00:00+00:00,968.0,762.5,1.0,3103.5,274.0,-7.105427357601002e-15,134.5,134.25,943.6645598370927,1441.4993874643328,438.63772913363925,4524.01895240476,356.04609962406016,51.81592930377169,350.4091837028759,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-22 01:00:00+00:00,977.25,717.25,1.25,3089.0,274.0,-7.105427357601002e-15,135.5,135.25,943.6645598370927,1479.4897794597834,445.2670645199066,4513.3747658345,356.04609962406016,53.694589167312266,364.6185048486866,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-22 02:00:00+00:00,977.25,716.5,1.25,3187.5,274.0,-7.105427357601002e-15,198.25,136.75,943.6645598370927,1502.9694184541013,448.669436272076,4538.468285703345,356.04609962406016,54.53404239222801,378.82782599449735,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-22 03:00:00+00:00,977.0,878.5,1.0,3325.5,274.0,-7.105427357601002e-15,238.25,136.25,943.6645598370927,1531.8942382099249,452.3751173274343,4621.661677493647,356.04609962406016,55.20054390969045,393.0371471403081,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-22 04:00:00+00:00,977.0,959.75,1.0,3544.0,274.0,0.5,1082.0,135.25,943.6645598370927,1576.0139474822493,457.2883503898049,4779.670729172819,356.04609962406016,55.84829984770416,407.2464682861188,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-22 05:00:00+00:00,963.75,974.75,1.0,3545.0,274.0,1.000000000000007,1368.25,133.75,943.6645598370927,1591.5767933897278,457.861379601903,4813.532818955232,356.04609962406016,55.61815849009918,421.45578943192953,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-22 06:00:00+00:00,963.25,902.75,1.0,3293.25,274.0,1.000000000000007,1016.0,133.0,943.6645598370927,1547.876329951148,449.9408426506409,4725.198449969627,356.04609962406016,53.69197586082218,435.6651105777403,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-22 07:00:00+00:00,962.5,897.5,1.0,2655.75,274.0,1.000000000000007,353.0,132.75,943.6645598370927,1470.811240146763,437.93097340765,4488.186449368522,356.04609962406016,51.2056071772799,449.87443172355097,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-22 08:00:00+00:00,957.75,710.0,1.0,2294.0,274.0,0.7499999999999929,133.25,150.0,943.6645598370927,1388.868271102008,425.27433265398486,4313.597867642959,356.04609962406016,48.579498400399665,464.0837528693617,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-22 09:00:00+00:00,949.75,634.5,1.0,2093.75,274.0,-7.105427357601002e-15,152.75,154.5,943.6645598370927,1334.6968029806055,416.8706285457919,4243.0304979087505,356.04609962406016,46.78166731214487,478.29307401517246,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-22 10:00:00+00:00,958.75,632.25,1.0,1872.5,274.0,-7.105427357601002e-15,133.5,156.5,943.6645598370927,1310.0447752226899,412.9943236584666,4168.716315838521,356.04609962406016,45.92113493945253,492.50239516098316,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-22 11:00:00+00:00,967.5,583.5,1.25,1852.75,274.0,-7.105427357601002e-15,134.25,156.5,943.6645598370927,1270.3210792213424,404.91697335293657,4032.6157350098074,356.04609962406016,43.745844966307466,506.7117163067939,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-22 12:00:00+00:00,953.25,545.25,1.25,1821.25,274.0,0.7499999999999929,132.49999999999994,154.5,943.6645598370927,1271.8883990826791,405.76535166676564,3916.4249234239874,356.04609962406016,44.05383981391507,520.9210374526047,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-22 13:00:00+00:00,952.0,525.0,1.0,1864.25,274.0,1.000000000000007,132.49999999999994,156.75,943.6645598370927,1301.7174033940187,411.2510208462269,3994.1807558302175,356.04609962406016,45.42619851267401,535.1303585984153,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-22 14:00:00+00:00,967.75,558.5,1.0,1831.0,274.0,1.000000000000007,134.5,151.75,943.6645598370927,1303.3041864642478,409.2962670125138,4125.79064987021,356.04609962406016,44.428044315930265,549.339679744226,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-22 15:00:00+00:00,973.0,642.25,1.25,2092.75,274.0,0.7499999999999929,232.0,150.25,943.6645598370927,1339.6204969862395,413.0089873181078,4291.380255922677,356.04609962406016,44.73257829060587,563.5490008900368,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-22 16:00:00+00:00,998.0,709.5,1.0,2766.75,274.0,0.7499999999999929,920.75,151.25,943.6645598370927,1382.4342810974113,417.6470381459041,4511.647873536568,356.04609962406016,45.28205886041909,577.7583220358475,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-22 17:00:00+00:00,998.75,906.0,1.0,3610.75,274.0,1.000000000000007,1544.25,156.25,943.6645598370927,1421.782911442825,423.2331690158646,4679.6920904980225,356.04609962406016,46.20968810332765,591.9676431816583,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-22 18:00:00+00:00,999.5,943.5,1.0,3629.5,274.0,1.000000000000007,1737.0,158.0,943.6645598370927,1447.2628562085188,427.20835874010544,4761.94693620285,356.04609962406016,47.16927863635476,606.176964327469,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-22 19:00:00+00:00,1000.0,938.0,1.0,3628.5,274.0,1.000000000000007,1580.75,158.25,943.6645598370927,1466.6726392570135,431.5294026197423,4728.11252055693,356.04609962406016,48.50470233263863,620.3862854732797,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-22 20:00:00+00:00,1001.75,894.0,1.0,3543.75,274.0,1.000000000000007,1377.0,156.0,943.6645598370927,1470.1334725296035,433.6500050034252,4642.876977988968,356.04609962406016,49.479898563988286,634.5956066190905,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-22 21:00:00+00:00,998.75,812.75,1.0,3485.25,274.0,1.000000000000007,1148.0,144.0,943.6645598370927,1473.0450329975292,435.839083085326,4561.588160598017,356.04609962406016,50.389865164891134,648.8049277649011,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-22 22:00:00+00:00,994.5,744.25,1.4999999999999432,3371.75,272.0,1.000000000000007,449.5,133.25,943.6645598370927,1482.5555415629285,438.64182228564255,4487.817148942633,356.04609962406016,51.27452830320274,663.0142489107119,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-22 23:00:00+00:00,988.25,685.5,1.0,3194.0,272.0,1.000000000000007,154.0,134.75,943.6645598370927,1493.9562823460935,441.3488323580344,4431.961094243767,356.04609962406016,52.26061907907245,677.2235700565227,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-23 00:00:00+00:00,993.5,648.25,1.0,2560.0,272.0,1.000000000000007,137.0,133.75,943.6645598370927,1471.8267790712202,443.70462980610466,4410.2205165678315,356.04609962406016,53.15775292977838,350.4091837028759,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-23 01:00:00+00:00,990.25,618.25,1.0,2448.0,272.0,1.000000000000007,137.0,135.25,943.6645598370927,1467.0010629559029,443.4220661436959,4408.9489855382535,356.04609962406016,52.98955112624677,364.6185048486866,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-23 02:00:00+00:00,991.75,639.5,1.25,2537.0,272.0,1.000000000000007,230.75,135.75,943.6645598370927,1476.6761298876577,444.9827262900067,4410.1374604133,356.04609962406016,53.5939361457079,378.82782599449735,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-23 03:00:00+00:00,993.75,653.0,1.0,2629.0,272.0,1.000000000000007,190.75,135.25,943.6645598370927,1491.5069571627835,447.2540363031383,4426.119239187095,356.04609962406016,54.261351960036855,393.0371471403081,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-23 04:00:00+00:00,999.0,676.5,1.25,2645.0,272.0,1.000000000000007,171.25,137.25,943.6645598370927,1508.0377172680476,449.8420813813026,4415.419964299775,356.04609962406016,54.870641699495586,407.2464682861188,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-23 05:00:00+00:00,994.75,689.75,1.0,2579.0,272.0,1.000000000000007,242.5,137.0,943.6645598370927,1517.0457289303781,450.70146956814017,4398.370013403262,356.04609962406016,55.049514849410514,421.45578943192953,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-23 06:00:00+00:00,1012.75,611.25,1.0,2341.5,272.0,1.000000000000007,142.5,137.75,943.6645598370927,1490.8045743722128,446.0908619026275,4311.250854629993,356.04609962406016,53.922205235230415,435.6651105777403,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-23 07:00:00+00:00,1013.25,533.7499999999999,1.25,1916.75,272.0,1.000000000000007,155.0,137.5,943.6645598370927,1438.7508107576982,437.87419463897953,4171.625682312332,356.04609962406016,52.2350831759362,449.87443172355097,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-23 08:00:00+00:00,992.25,445.25,1.25,1714.25,272.0,1.000000000000007,137.0,125.99999999999997,943.6645598370927,1402.525928589896,432.3980227508228,4019.526253182854,356.04609962406016,51.215726831290745,464.0837528693617,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-23 09:00:00+00:00,975.5,431.5,1.0,1629.75,272.0,1.000000000000007,135.25,130.5,943.6645598370927,1364.228640433676,426.7067825051863,3884.693393969855,356.04609962406016,50.1048091917415,478.29307401517246,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-23 10:00:00+00:00,966.75,499.0,1.25,1621.0,272.0,1.000000000000007,134.25,136.75,943.6645598370927,1289.6634191858077,412.6593290766972,3768.337255832589,356.04609962406016,46.94187369487984,492.50239516098316,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-23 11:00:00+00:00,959.0,505.75,1.0,1606.0,272.0,1.000000000000007,140.25,136.75,943.6645598370927,1256.8235832404034,408.02899885451626,3736.5078433574713,356.04609962406016,45.910421520963276,506.7117163067939,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-23 12:00:00+00:00,961.0,487.25,1.0,1644.0,272.0,1.000000000000007,133.5,135.75,943.6645598370927,1255.2383351037897,408.32328416746924,3740.834598213289,356.04609962406016,45.72138303204549,520.9210374526047,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-23 13:00:00+00:00,977.75,491.25,1.0,1642.0,272.0,1.000000000000007,135.5,138.5,943.6645598370927,1273.3390513438428,408.0360598924928,3771.820221311822,356.04609962406016,45.5092040097572,535.1303585984153,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-08-23 14:00:00+00:00,1004.75,443.75,1.25,1667.0,272.0,1.000000000000007,139.25,138.0,943.6645598370927,1307.8868830213698,413.164985012354,3848.9328675521056,356.04609962406016,46.309931573962594,549.339679744226,348.0806182121972,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
