number,value,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_lags_choice,params_lags_target,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_precip_lags_choice,params_reg_alpha,params_reg_lambda,params_spatial_agg_method,params_subsample,params_turbulence_window,params_vapor_pressure,state
0,296.31393412802885,0.919684716787023,False,True,True,True,False,False,False,False,True,True,small,1.0,0.03273936839850138,8,1,804,large,0.04849417883268428,0.008458885584950527,max,0.5722858225907623,6,True,COMPLETE
1,328.47455237770527,0.6523212477971325,True,True,True,False,True,False,False,True,True,True,small,6.0,0.1333017158868586,9,2,941,small,0.012638617820059575,0.029090572611661394,None,0.8034733978667479,0,False,COMPLETE
2,344.4118472776986,0.8993581617926087,False,True,True,True,True,False,True,True,True,False,small,12.0,0.17607733469071393,5,6,505,large,1.7907349027514015e-06,7.315124819608962e-06,max,0.9637266680186265,2,False,COMPLETE
3,278.8244183166941,0.667342302186268,False,True,False,False,False,True,True,True,False,True,small,6.0,0.07387160210058227,10,8,642,none,3.097335203152356e-08,1.3881439036469301e-08,capacity,0.9809005868559291,6,True,COMPLETE
4,276.9052801689747,0.7782807779468708,True,True,False,True,True,True,False,True,False,False,large,,0.01129457361127563,9,2,770,small,0.0003159216337845946,0.25819989097119506,distance_n_turbines,0.693531908320395,6,False,COMPLETE
5,291.83224287747015,0.7708907313587405,True,False,False,True,True,True,True,False,True,False,small,1.0,0.11870061153838554,3,10,594,small,0.0004746319102648251,0.03639169552429952,distance_capacity,0.9387241986955872,2,True,COMPLETE
6,263.81201001763947,0.6837245067669916,True,False,True,True,False,True,False,True,True,True,small,,0.253870554725817,5,7,448,large,2.309830701051277e-06,0.0001010297766388122,capacity,0.8761583561380757,6,True,COMPLETE
7,336.3051540742132,0.553531641797033,False,False,True,True,True,False,True,True,False,True,none,12.0,0.048304402423006744,8,4,764,large,0.0026462742461583347,0.6825653680343312,mean,0.6130939323468676,6,True,COMPLETE
8,295.9385577046573,0.8961002778276086,True,False,True,True,True,False,True,True,True,True,small,1.0,0.2335559695822708,6,4,906,small,0.048017703420616155,0.032770807314914496,distance_n_turbines,0.9587801585604437,0,True,COMPLETE
9,317.96298949072394,0.8826314993342875,True,False,True,False,True,True,True,True,False,True,small,,0.06035335430446988,8,7,688,small,6.833956708826081e-07,1.520273448518921e-08,max,0.5466955800789621,6,False,COMPLETE
10,249.83364321479408,0.5054240884651593,True,False,False,False,False,True,False,False,True,False,none,,0.2909928950637697,3,10,311,none,5.397887002345298e-06,6.666773861502087e-05,capacity,0.8272069561704836,2,True,COMPLETE
11,255.95580004463923,0.544029061594177,True,False,False,False,False,True,False,False,True,False,none,,0.2972862123444045,3,10,304,none,7.290787978822556e-06,7.475988587628375e-05,capacity,0.8127758146924082,2,True,COMPLETE
12,287.101274393579,0.5400324298233707,True,False,False,False,False,True,False,False,True,False,none,,0.2459892590908663,3,10,314,none,3.2636947409002606e-05,4.879123221083402e-05,idw,0.7828958972094577,2,True,COMPLETE
13,271.35229755968817,0.500208789971616,True,False,False,False,False,True,False,False,True,False,none,,0.019833713126946872,4,9,300,none,1.2046164860990707e-05,2.7765191513394685e-06,capacity,0.7117767231406638,2,True,COMPLETE
14,249.25585509765472,0.5922790898250628,True,False,False,False,False,True,False,False,True,False,none,,0.10032498719336173,4,9,400,none,7.465872659003066e-08,0.0008988533775896622,capacity,0.8591229477356969,2,True,COMPLETE
15,246.88063143462168,0.6103612466754631,True,False,False,False,False,True,False,False,True,False,none,,0.0940431387130709,5,8,426,none,1.954163867143926e-08,0.0011794633140457076,capacity,0.87844499125936,2,True,COMPLETE
