Parameter,Value
compute_cloud_cover_fraction,False
compute_clear_sky_fraction,True
use_solar_geometry,False
compute_air_density,True
compute_air_density_moist,True
compute_direct_ratio,True
compute_diffuse_ratio,False
compute_dni_ratio,False
compute_global_tilted_ratio,True
dew_point_temperature,True
vapor_pressure,True
precip_lags_option,large
cloud_lags_option,medium
shortwave_lags_option,large
drop_raw_solar_features,False
drop_raw_features,True
spatial_agg_method,idw
lags_target,
n_estimators,619
learning_rate,0.046045220354959025
num_leaves,93
max_depth,4
min_child_samples,27
subsample,0.6092162398299186
colsample_bytree,0.704342961732397
reg_alpha,6.409284229328975e-06
reg_lambda,2.038907124604865e-06
min_split_gain,0.34332542430100355
