date,load_rte_actual,load_rte_fitted,load_rte_lower,load_rte_upper
2025-08-14 00:00:00+00:00,,36801.0,36041.86207908072,37560.139437637445
2025-08-14 01:00:00+00:00,,36166.8,35407.66131764995,36925.93867620667
2025-08-14 02:00:00+00:00,,35564.195,34805.054694187296,36323.33205274402
2025-08-14 03:00:00+00:00,,37138.203,36379.06413011221,37897.34148866893
2025-08-14 04:00:00+00:00,,40365.008,39605.87023222566,41124.14759078238
2025-08-14 05:00:00+00:00,,43603.34,42844.19970060729,44362.47705916402
2025-08-14 06:00:00+00:00,,46280.67,45521.53495393442,47039.81231249114
2025-08-14 07:00:00+00:00,,48397.523,47638.38403967423,49156.66139823095
2025-08-14 08:00:00+00:00,,49243.39,48484.253234203614,50002.53059276034
2025-08-14 09:00:00+00:00,,50419.465,49660.32492081982,51178.602279376544
2025-08-14 10:00:00+00:00,,52140.234,51381.0941501464,52899.371508703116
2025-08-14 11:00:00+00:00,,51196.88,50437.73910212697,51956.01646068369
2025-08-14 12:00:00+00:00,,50817.566,50058.42905311808,51576.70641167481
2025-08-14 13:00:00+00:00,,50519.293,49760.15607772913,51278.43343628585
2025-08-14 14:00:00+00:00,,49724.06,48964.92021075933,50483.19756931606
2025-08-14 15:00:00+00:00,,49412.543,48653.40422479454,50171.68158335127
2025-08-14 16:00:00+00:00,,49578.95,48819.811524293655,50338.088882850374
2025-08-14 17:00:00+00:00,,50375.31,49616.168071955064,51134.44543051179
2025-08-14 18:00:00+00:00,,47987.06,47227.919968647984,48746.19732720471
2025-08-14 19:00:00+00:00,,45871.35,45112.212352007,46630.48971056372
2025-08-14 20:00:00+00:00,,46728.54,45969.401761976405,47487.679120533125
2025-08-14 21:00:00+00:00,,46390.49,45631.34984753626,47149.627206092984
2025-08-14 22:00:00+00:00,,43163.668,42404.53117392701,43922.80853248374
2025-08-14 23:00:00+00:00,,40339.25,39580.11229758359,41098.389656140316
2025-08-15 00:00:00+00:00,,38621.1,37861.96263476081,39380.23999331753
2025-08-15 01:00:00+00:00,,36637.94,35878.80099368886,37397.07835224559
2025-08-15 02:00:00+00:00,,35833.496,35074.35733909846,36592.63469765519
2025-08-15 03:00:00+00:00,,36682.414,35923.274401905626,37441.551760462346
2025-08-15 04:00:00+00:00,,39746.305,38987.16603559025,40505.44339414697
2025-08-15 05:00:00+00:00,,42714.816,41955.6796996901,43473.95705824683
2025-08-15 06:00:00+00:00,,46053.93,45294.789548645655,46813.066907202374
2025-08-15 07:00:00+00:00,,47975.42,47216.284519164255,48734.561877720975
2025-08-15 08:00:00+00:00,,48854.688,48095.54986387974,49613.82722243647
2025-08-15 09:00:00+00:00,,50178.28,49419.14092541213,50937.41828396886
2025-08-15 10:00:00+00:00,,51648.98,50889.841292542216,52408.118651098936
2025-08-15 11:00:00+00:00,,51521.785,50762.647139051514,52280.924497608234
2025-08-15 12:00:00+00:00,,51386.6,50627.46236107547,52145.7397196322
2025-08-15 13:00:00+00:00,,50420.613,49661.47422817054,51179.75158672727
2025-08-15 14:00:00+00:00,,49698.0,48938.861923392375,50457.1392819491
2025-08-15 15:00:00+00:00,,49235.332,48476.19297423402,49994.47033279075
2025-08-15 16:00:00+00:00,,49393.383,48634.24363696353,50152.52099552025
2025-08-15 17:00:00+00:00,,49502.83,48743.68793650101,50261.96529505773
2025-08-15 18:00:00+00:00,,47422.027,46662.88909173209,48181.166450288816
2025-08-15 19:00:00+00:00,,44976.652,44217.51293078211,45735.79028933884
2025-08-15 20:00:00+00:00,,44639.02,43879.87920790698,45398.1565664637
2025-08-15 21:00:00+00:00,,44213.4,43454.261372541565,44972.538731098284
2025-08-15 22:00:00+00:00,,42153.473,41394.33484592751,42912.612204484234
2025-08-15 23:00:00+00:00,,39799.87,39040.73272479119,40559.010083347915
2025-08-16 00:00:00+00:00,,37370.504,36611.363561658705,38129.640920215425
2025-08-16 01:00:00+00:00,,35227.25,34468.11073747917,35986.38809603589
2025-08-16 02:00:00+00:00,,34358.086,33598.948416668965,35117.225775225685
2025-08-16 03:00:00+00:00,,34238.047,33478.90911038879,34997.18646894551
2025-08-16 04:00:00+00:00,,35218.12,34458.982922747484,35977.26028130421
2025-08-16 05:00:00+00:00,,36564.824,35805.68517413168,37323.9625326884
2025-08-16 06:00:00+00:00,,38295.625,37536.486305640705,39054.76366419743
2025-08-16 07:00:00+00:00,,40777.03,40017.89358525623,41536.170943812955
2025-08-16 08:00:00+00:00,,42639.555,41880.4149116706,43398.69227022733
2025-08-16 09:00:00+00:00,,44018.695,43259.55525734318,44777.832615899904
2025-08-16 10:00:00+00:00,,45996.53,45237.3908251836,46755.66818374032
2025-08-16 11:00:00+00:00,,45983.508,45224.3706935965,46742.64805215323
