date,biomass_tran_actual,gas_tran_actual,hard_coal_tran_actual,oil_tran_actual,renewables_tran_actual,biomass_tran_fitted,gas_tran_fitted,hard_coal_tran_fitted,oil_tran_fitted,renewables_tran_fitted,biomass_tran_lower,gas_tran_lower,hard_coal_tran_lower,oil_tran_lower,renewables_tran_lower,biomass_tran_upper,gas_tran_upper,hard_coal_tran_upper,oil_tran_upper,renewables_tran_upper
2025-04-25 00:00:00+00:00,,,,,,486.7377454051796,289.4298637218045,943.4203684374191,5.19779918546366,844.4594300401484,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-04-25 01:00:00+00:00,,,,,,486.7377454051796,289.4298637218045,943.0490174795867,5.19779918546366,848.5604639123753,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-04-25 02:00:00+00:00,,,,,,486.7377454051796,289.4298637218045,942.3457888297236,5.19779918546366,857.6262432480045,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-04-25 03:00:00+00:00,,,,,,486.7377454051796,289.4298637218045,950.5844402306982,5.19779918546366,867.1047607484917,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-04-25 04:00:00+00:00,,,,,,486.7377454051796,289.4298637218045,965.3102946366192,5.19779918546366,877.6560900214695,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-04-25 05:00:00+00:00,,,,,,486.7377454051796,289.4298637218045,981.1976972936014,5.19779918546366,888.3985581727854,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-04-25 06:00:00+00:00,,,,,,486.7377454051796,289.4298637218045,986.7812199315346,5.19779918546366,896.968838447181,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-04-25 07:00:00+00:00,,,,,,486.7377454051796,289.4298637218045,969.4201073789246,5.19779918546366,901.672128910608,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-04-25 08:00:00+00:00,,,,,,486.7377454051796,289.4298637218045,975.6335619424664,5.19779918546366,910.423047333705,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-04-25 09:00:00+00:00,,,,,,486.7377454051796,289.4298637218045,956.6558909263651,5.19779918546366,916.5904092097287,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-04-25 10:00:00+00:00,,,,,,486.7377454051796,289.4298637218045,946.5478819374728,5.19779918546366,922.7529080393202,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-04-25 11:00:00+00:00,,,,,,486.7377454051796,289.4298637218045,935.4003758677513,5.19779918546366,930.8811362500472,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-04-25 12:00:00+00:00,,,,,,486.7377454051796,289.4298637218045,917.674441268093,5.19779918546366,936.9029248704607,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-04-25 13:00:00+00:00,,,,,,486.7377454051796,289.4298637218045,934.0876611121904,5.19779918546366,945.2196224857025,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-04-25 14:00:00+00:00,,,,,,486.7377454051796,289.4298637218045,928.8715787216596,5.19779918546366,952.9777680849454,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-04-25 15:00:00+00:00,,,,,,486.7377454051796,289.4298637218045,950.7119528933404,5.19779918546366,962.485623703345,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-04-25 16:00:00+00:00,,,,,,486.7377454051796,289.4298637218045,958.3867083377527,5.19779918546366,972.4709158062764,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-04-25 17:00:00+00:00,,,,,,486.7377454051796,289.4298637218045,966.6460114708822,5.19779918546366,980.6835793621002,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
