date,biomass_tenn_actual,gas_tenn_actual,hard_coal_tenn_actual,oil_tenn_actual,renewables_tenn_actual,waste_tenn_actual,biomass_tenn_fitted,gas_tenn_fitted,hard_coal_tenn_fitted,oil_tenn_fitted,renewables_tenn_fitted,waste_tenn_fitted,biomass_tenn_lower,gas_tenn_lower,hard_coal_tenn_lower,oil_tenn_lower,renewables_tenn_lower,waste_tenn_lower,biomass_tenn_upper,gas_tenn_upper,hard_coal_tenn_upper,oil_tenn_upper,renewables_tenn_upper,waste_tenn_upper
2025-08-02 00:00:00+00:00,,,,,,,1872.5400133474498,1361.9745613334082,716.984030907792,1.9020285087719302,1201.4304381645466,266.57673351955754,1935.4364136904762,1577.5592212301588,782.4866170634922,1.8094866071428573,1269.0157068452381,261.76943452380954,1935.4364136904762,1577.5592212301588,782.4866170634922,1.8094866071428573,1269.0157068452381,261.76943452380954
2025-08-02 01:00:00+00:00,,,,,,,1876.4200296963643,1395.842319491442,724.3289955027042,1.9020285087719302,1209.0878743195744,266.54477651505306,1935.4364136904762,1577.5592212301588,782.4866170634922,1.8094866071428573,1269.0157068452381,261.76943452380954,1935.4364136904762,1577.5592212301588,782.4866170634922,1.8094866071428573,1269.0157068452381,261.76943452380954
2025-08-02 02:00:00+00:00,,,,,,,1880.705762607951,1421.0692498300248,725.965640879756,1.9020285087719302,1216.7453104746025,266.55116794033523,1935.4364136904762,1577.5592212301588,782.4866170634922,1.8094866071428573,1269.0157068452381,261.76943452380954,1935.4364136904762,1577.5592212301588,782.4866170634922,1.8094866071428573,1269.0157068452381,261.76943452380954
2025-08-02 03:00:00+00:00,,,,,,,1885.2108134965802,1459.9949122087141,737.7961409726036,1.9020285087719302,1224.4027466296304,266.53199366448877,1935.4364136904762,1577.5592212301588,782.4866170634922,1.8094866071428573,1269.0157068452381,261.76943452380954,1935.4364136904762,1577.5592212301588,782.4866170634922,1.8094866071428573,1269.0157068452381,261.76943452380954
2025-08-02 04:00:00+00:00,,,,,,,1892.254570636613,1480.7261702872502,741.6602767752435,1.9020285087719302,1232.0601827846585,266.57673351955754,1935.4364136904762,1577.5592212301588,782.4866170634922,1.8094866071428573,1269.0157068452381,261.76943452380954,1935.4364136904762,1577.5592212301588,782.4866170634922,1.8094866071428573,1269.0157068452381,261.76943452380954
2025-08-02 05:00:00+00:00,,,,,,,1898.4853965872005,1509.3074151879032,745.0500742614718,1.9020285087719302,1239.7176189396864,266.678995958353,1935.4364136904762,1577.5592212301588,782.4866170634922,1.8094866071428573,1269.0157068452381,261.76943452380954,1935.4364136904762,1577.5592212301588,782.4866170634922,1.8094866071428573,1269.0157068452381,261.76943452380954
2025-08-02 06:00:00+00:00,,,,,,,1904.5731597880474,1525.931346051604,752.2284401479667,1.9020285087719302,1247.3750550947145,266.82599813031095,1935.4364136904762,1577.5592212301588,782.4866170634922,1.8094866071428573,1269.0157068452381,261.76943452380954,1935.4364136904762,1577.5592212301588,782.4866170634922,1.8094866071428573,1269.0157068452381,261.76943452380954
2025-08-02 07:00:00+00:00,,,,,,,1905.0197966421676,1487.6390698609944,753.191564076813,1.9020285087719302,1255.0324912497424,267.03052288599565,1935.4364136904762,1577.5592212301588,782.4866170634922,1.8094866071428573,1269.0157068452381,261.76943452380954,1935.4364136904762,1577.5592212301588,782.4866170634922,1.8094866071428573,1269.0157068452381,261.76943452380954
2025-08-02 08:00:00+00:00,,,,,,,1907.5642745447035,1486.0822784629588,749.217081066014,1.9020285087719302,1262.6899274047705,267.19669921189376,1935.4364136904762,1577.5592212301588,782.4866170634922,1.8094866071428573,1269.0157068452381,261.76943452380954,1935.4364136904762,1577.5592212301588,782.4866170634922,1.8094866071428573,1269.0157068452381,261.76943452380954
2025-08-02 09:00:00+00:00,,,,,,,1911.5115996312134,1432.8487348415852,733.1361337818907,1.9020285087719302,1270.3473635597984,267.2670047680911,1935.4364136904762,1577.5592212301588,782.4866170634922,1.8094866071428573,1269.0157068452381,261.76943452380954,1935.4364136904762,1577.5592212301588,782.4866170634922,1.8094866071428573,1269.0157068452381,261.76943452380954
2025-08-02 10:00:00+00:00,,,,,,,1913.0435740201506,1423.0341464990115,733.5734461913287,1.9020285087719302,1278.0047997148265,267.39483278610896,1935.4364136904762,1577.5592212301588,782.4866170634922,1.8094866071428573,1269.0157068452381,261.76943452380954,1935.4364136904762,1577.5592212301588,782.4866170634922,1.8094866071428573,1269.0157068452381,261.76943452380954
2025-08-02 11:00:00+00:00,,,,,,,1911.5260876004659,1349.744061643905,718.8105777475864,1.9020285087719302,1285.6622358698544,267.3692670849803,1935.4364136904762,1577.5592212301588,782.4866170634922,1.8094866071428573,1269.0157068452381,261.76943452380954,1935.4364136904762,1577.5592212301588,782.4866170634922,1.8094866071428573,1269.0157068452381,261.76943452380954
2025-08-02 12:00:00+00:00,,,,,,,1910.677532101108,1355.7283448301619,723.7246586541893,1.9020285087719302,1293.3196720248825,267.2606132209027,1935.4364136904762,1577.5592212301588,782.4866170634922,1.8094866071428573,1269.0157068452381,261.76943452380954,1935.4364136904762,1577.5592212301588,782.4866170634922,1.8094866071428573,1269.0157068452381,261.76943452380954
2025-08-02 13:00:00+00:00,,,,,,,1913.249266581175,1396.6963222962536,731.9186684879168,1.9020285087719302,1300.9771081799104,267.3373100804759,1935.4364136904762,1577.5592212301588,782.4866170634922,1.8094866071428573,1269.0157068452381,261.76943452380954,1935.4364136904762,1577.5592212301588,782.4866170634922,1.8094866071428573,1269.0157068452381,261.76943452380954
