,wind_offshore_actual,wind_offshore_fitted,wind_offshore_lower,wind_offshore_upper
2024-11-22 00:00:00+00:00,2258.0000000000005,1676.6825,949.3692767103008,2961.1925797319454
2024-11-22 01:00:00+00:00,3909.9999999999986,2690.1318,1523.203220204275,4751.047020091127
2024-11-22 02:00:00+00:00,3909.25,3731.3442,2112.7576072650304,6589.935342188109
2024-11-22 03:00:00+00:00,4394.499999999999,4160.6885,2355.859368029534,7348.197851572144
2024-11-22 04:00:00+00:00,4037.7500000000005,2832.5542,1603.8455054639062,5002.5796350386045
2024-11-22 05:00:00+00:00,4224.75,4003.74,2266.9923270719564,7071.01127231366
2024-11-22 06:00:00+00:00,4326.750000000001,4105.945,2324.862598931846,7251.515343617877
2024-11-22 07:00:00+00:00,4787.999999999997,4037.1892,2285.9329375793527,7130.089227189177
2024-11-22 08:00:00+00:00,4544.500000000001,4113.356,2329.0592246144975,7264.605104510877
2024-11-22 09:00:00+00:00,3638.7500000000014,3954.8525,2239.3113806070537,6984.671198664693
2024-11-22 10:00:00+00:00,3881.999999999999,4478.4336,2535.772886701718,7909.368925411618
2024-11-22 11:00:00+00:00,5003.000000000002,3171.492,1795.7579327823805,5601.176692759857
2024-11-22 12:00:00+00:00,5343.499999999999,3464.7822,1961.8250746167407,6119.1593157468715
2024-11-22 13:00:00+00:00,7045.500000000003,3919.1777,2219.112495920356,6921.668541089823
2024-11-22 14:00:00+00:00,7398.000000000001,5106.6553,2891.4836629026536,9018.8719784905
2024-11-22 15:00:00+00:00,7332.249999999997,5736.074,3247.8725580165255,10130.490162891212
2024-11-22 16:00:00+00:00,7349.749999999997,4225.586,2392.6056964271024,7462.81389998647
2024-11-22 17:00:00+00:00,6529.249999999998,4562.4844,2583.3637485749696,8057.810328033627
2024-11-22 18:00:00+00:00,6157.000000000001,5055.834,2862.7085755827807,8929.11915296469
2024-11-22 19:00:00+00:00,6137.000000000003,5756.946,3259.6914181653137,10167.354554684556
2024-11-22 20:00:00+00:00,5685.25,4973.973,2816.3565730727014,8784.541895984994
2024-11-22 21:00:00+00:00,5697.000000000003,5239.045,2966.4454944249755,9252.686601220454
2024-11-22 22:00:00+00:00,4990.249999999999,5838.639,3305.9469276496534,10311.63083875644
2024-11-22 23:00:00+00:00,4505.500000000001,5118.2246,2898.034129839041,9039.303642503142
2024-11-23 00:00:00+00:00,3805.2500000000005,5330.2666,3018.0978244132784,9413.79619264955
2024-11-23 01:00:00+00:00,3964.0000000000005,5330.2666,3018.0978244132784,9413.79619264955
2024-11-23 02:00:00+00:00,3685.499999999998,5049.9673,2859.386734265908,8918.757945687596
2024-11-23 03:00:00+00:00,3355.749999999999,4252.2915,2407.726784247952,7509.978321830213
2024-11-23 04:00:00+00:00,3109.4999999999995,3842.2314,2175.5432332699743,6785.770971588891
2024-11-23 05:00:00+00:00,2985.999999999999,3075.3853,1741.340523775537,5431.4425000582305
2024-11-23 06:00:00+00:00,2721.9999999999995,2915.334,1650.7170907978111,5148.777530941647
2024-11-23 07:00:00+00:00,2847.7499999999995,1934.95,1095.6047146226665,3417.3178244179344
2024-11-23 08:00:00+00:00,4443.000000000002,2206.8127,1249.5388769354965,3897.456280956424
2024-11-23 09:00:00+00:00,5508.250000000002,2598.019,1471.0472328843648,4588.3664631908905
2024-11-23 10:00:00+00:00,5568.249999999997,2454.9575,1390.0428053947605,4335.704284742145
2024-11-23 11:00:00+00:00,5889.500000000001,2366.1538,1339.7604506790228,4178.867804641825
2024-11-23 12:00:00+00:00,5673.749999999999,3028.8528,1714.9929727883195,5349.261441126932
2024-11-23 13:00:00+00:00,5601.25,4311.445,2441.2207351004236,7614.449828505896
2024-11-23 14:00:00+00:00,5217.0,4529.1387,2564.4834525445717,7998.920500987941
2024-11-23 15:00:00+00:00,4687.749999999999,4476.3125,2534.572554032001,7905.624948982278
2024-11-23 16:00:00+00:00,3790.5,4273.4917,2419.7305084785903,7547.41932607656
2024-11-23 17:00:00+00:00,3866.5000000000005,5072.9243,2872.3841794253544,8959.298480446332
2024-11-23 18:00:00+00:00,3829.9999999999995,6263.8916,3546.733700577487,11062.672633322503
2024-11-23 19:00:00+00:00,3688.5,4793.659,2714.2597607162975,8466.090129555903
2024-11-23 20:00:00+00:00,3967.2499999999995,4135.2437,2341.4523534480295,7303.260706752832
2024-11-23 21:00:00+00:00,3616.500000000002,3839.3154,2173.892428335259,6780.621920062633
2024-11-23 22:00:00+00:00,3508.5000000000014,3810.7114,2157.696302924228,6730.1043316344585
2024-11-23 23:00:00+00:00,4447.000000000002,4117.497,2331.4038726752856,7271.918332998423
2024-11-24 00:00:00+00:00,5336.000000000001,4018.5134,2275.357348417461,7097.1027414027685
2024-11-24 01:00:00+00:00,6176.750000000001,4018.5134,2275.357348417461,7097.1027414027685
2024-11-24 02:00:00+00:00,5818.250000000002,4085.903,2313.515403891719,7216.122129852017
2024-11-24 03:00:00+00:00,5551.999999999999,3778.8958,2139.6818129376584,6673.915053780055
2024-11-24 04:00:00+00:00,5573.500000000002,3403.505,1927.1281840738434,6010.935701042711
2024-11-24 05:00:00+00:00,5459.250000000002,3896.211,2206.108256790158,6881.106815150503
2024-11-24 06:00:00+00:00,5481.000000000001,3477.5364,1969.0467653345286,6141.684604368577
2024-11-24 07:00:00+00:00,5952.0,4064.2544,2301.257583687489,7177.88857087487
2024-11-24 08:00:00+00:00,6368.75,4297.8213,2433.506948307923,7590.389635310507
2024-11-24 09:00:00+00:00,6309.749999999998,3741.4773,2118.4944748491694,6607.829295718816
2024-11-24 10:00:00+00:00,6172.249999999999,3509.251,1987.0034401961386,6197.6935501612315
2024-11-24 11:00:00+00:00,6144.000000000001,2956.572,1674.0665296964671,5221.607131502028
2024-11-24 12:00:00+00:00,5982.499999999998,3441.165,1948.452460870432,6077.448586773081
2024-11-24 13:00:00+00:00,5830.75,2195.2769,1243.0070341298626,3877.0827077616996
2024-11-24 14:00:00+00:00,5218.999999999998,4171.0527,2361.7279988592186,7366.502789905676
2024-11-24 15:00:00+00:00,4627.999999999998,3355.8967,1900.171177339127,5926.8536791442775
