date,load_rte_actual,load_rte_fitted,load_rte_lower,load_rte_upper
2025-06-29 00:00:00+00:00,,37105.86528257332,35035.778506282906,39171.95649542984
2025-06-29 01:00:00+00:00,,35401.697480997,33333.66681560124,37468.841923927066
2025-06-29 02:00:00+00:00,,34266.88510836185,32192.043536977188,36331.41979787061
2025-06-29 03:00:00+00:00,,34538.73678476612,32465.928834421153,36601.12840519562
2025-06-29 04:00:00+00:00,,35538.35533001584,33465.35403399043,37608.96752106236
2025-06-29 05:00:00+00:00,,36423.65752481566,34350.366842208634,38489.057175486974
2025-06-29 06:00:00+00:00,,37749.53422112417,35679.595099011254,39814.66532520414
2025-06-29 07:00:00+00:00,,39805.58481007768,37738.280574544566,41872.829095806665
2025-06-29 08:00:00+00:00,,41611.73487456101,39542.46684853218,43680.11393091557
2025-06-29 09:00:00+00:00,,42667.43481570777,40598.18323794439,44741.06206972847
2025-06-29 10:00:00+00:00,,43522.47618628827,41452.530718016176,45595.958000767525
2025-06-29 11:00:00+00:00,,44505.827586788095,42435.242453306004,46573.791674137115
2025-06-29 12:00:00+00:00,,44710.05848801936,42638.75283859689,46777.26910810426
2025-06-29 13:00:00+00:00,,44401.45801638618,42327.78383983892,46471.35617729256
2025-06-29 14:00:00+00:00,,44021.28804339994,41945.68811255624,46088.49462768247
2025-06-29 15:00:00+00:00,,43734.857501821505,41660.73394118561,45804.66829617272
2025-06-29 16:00:00+00:00,,43300.7424527188,41231.291539878606,45367.62944143467
2025-06-29 17:00:00+00:00,,42828.68730849041,40757.610234375104,44897.200805969434
2025-06-29 18:00:00+00:00,,42691.48123958505,40618.38490931064,44756.8366791194
2025-06-29 19:00:00+00:00,,42391.72322392303,40322.52591941647,44460.397739247834
2025-06-29 20:00:00+00:00,,41645.52742019566,39573.51794665828,43714.166226739
2025-06-29 21:00:00+00:00,,40651.67291430005,38580.38300682198,42718.06462501437
2025-06-29 22:00:00+00:00,,39547.45072318051,37475.121784311625,41614.2565922115
2025-06-29 23:00:00+00:00,,38321.56293488834,36247.6961721182,40388.95992703848
2025-06-30 00:00:00+00:00,,37465.60820717027,35398.39904500684,39536.69576137257
2025-06-30 01:00:00+00:00,,37205.856103051905,35139.81211112941,39276.93306191993
2025-06-30 02:00:00+00:00,,37291.463385151605,35228.155471141916,39365.76946972858
2025-06-30 03:00:00+00:00,,37607.62521465191,35544.03259719994,39675.32649317846
2025-06-30 04:00:00+00:00,,38416.35733594308,36351.3810964275,40486.451322620385
2025-06-30 05:00:00+00:00,,39805.616833532535,37734.92839362537,41876.23318737773
2025-06-30 06:00:00+00:00,,41343.47362859266,39279.327265268104,43413.50695802829
2025-06-30 07:00:00+00:00,,42559.50848387642,40493.481840126326,44630.957411281146
2025-06-30 08:00:00+00:00,,43758.32748810387,41692.031117009305,45831.13418352395
2025-06-30 09:00:00+00:00,,45034.70799977776,42968.41534604486,47105.159665860636
2025-06-30 10:00:00+00:00,,46293.048591711384,44227.878440199034,48363.55093520539
2025-06-30 11:00:00+00:00,,47627.99975798473,45562.78803144671,49702.773196366674
2025-06-30 12:00:00+00:00,,48829.62444396181,46763.586404188594,50899.43248868973
2025-06-30 13:00:00+00:00,,49646.05758837205,47576.35878326251,51716.12141818121
2025-06-30 14:00:00+00:00,,50030.442562799835,47966.05223609723,52107.906248399944
2025-06-30 15:00:00+00:00,,50142.71652189924,48066.901829749586,52218.36708651337
2025-06-30 16:00:00+00:00,,50147.78452510235,48078.95619072118,52215.088346290126
2025-06-30 17:00:00+00:00,,50151.84563173711,48085.62256739089,52233.16768575796
2025-06-30 18:00:00+00:00,,49872.31538780275,47803.72896155195,51948.158581028816
2025-06-30 19:00:00+00:00,,49186.9154569421,47111.84478345528,51260.80933815286
2025-06-30 20:00:00+00:00,,48297.3518732353,46225.518669538214,50369.938045085655
2025-06-30 21:00:00+00:00,,47385.27332832395,45312.95494286613,49454.41752732846
2025-06-30 22:00:00+00:00,,46576.90104786037,44511.007430544974,48647.153755620115
2025-06-30 23:00:00+00:00,,45884.53355270661,43819.67463384612,47952.4555595335
2025-07-01 00:00:00+00:00,,44829.51396012846,42758.844611805966,46898.12176613006
2025-07-01 01:00:00+00:00,,43682.379535495114,41613.11169897835,45745.57635863356
2025-07-01 02:00:00+00:00,,43120.828846573524,41052.36412229484,45189.169277798515
2025-07-01 03:00:00+00:00,,43408.50741043547,41336.436336696366,45473.37611461492
2025-07-01 04:00:00+00:00,,44448.410824793915,42376.03197645821,46519.67439898798
2025-07-01 05:00:00+00:00,,46047.7404208596,43970.94772548202,48117.82773073993
2025-07-01 06:00:00+00:00,,47595.02870048844,45522.94610491466,49663.67953856228
2025-07-01 07:00:00+00:00,,48480.18614342206,46409.381879237095,50543.517828830234
2025-07-01 08:00:00+00:00,,49150.930291424476,47079.172427035475,51212.62980104007
2025-07-01 09:00:00+00:00,,50046.113812568,47974.28896675222,52108.84313470516
2025-07-01 10:00:00+00:00,,51184.30138790922,49114.227585314824,53256.129137411
2025-07-01 11:00:00+00:00,,52200.091761940246,50130.24328644864,54269.00096098753
2025-07-01 12:00:00+00:00,,52825.38488383626,50758.82886013178,54903.376251617934
