date,DA_auction_price
2024-10-14 13:00:00+00:00,56.34752421207013
2024-10-14 14:00:00+00:00,66.07350973245572
2024-10-14 15:00:00+00:00,89.80953550547818
2024-10-14 16:00:00+00:00,113.04343435546815
2024-10-14 17:00:00+00:00,108.82553993047935
2024-10-14 18:00:00+00:00,92.47025343104855
2024-10-14 19:00:00+00:00,75.87182507447487
2024-10-14 20:00:00+00:00,69.6371363342323
2024-10-14 21:00:00+00:00,61.74210703085398
2024-10-14 22:00:00+00:00,60.49776539535715
2024-10-14 23:00:00+00:00,58.292295755433315
2024-10-15 00:00:00+00:00,51.39350771030432
2024-10-15 01:00:00+00:00,51.23072949724711
2024-10-15 02:00:00+00:00,56.58314869791868
2024-10-15 03:00:00+00:00,61.70316859752297
2024-10-15 04:00:00+00:00,76.55601622036677
2024-10-15 05:00:00+00:00,88.81408426870281
2024-10-15 06:00:00+00:00,91.20707713802184
2024-10-15 07:00:00+00:00,83.40356710273258
2024-10-15 08:00:00+00:00,69.45435896858267
2024-10-15 09:00:00+00:00,58.605544152274774
2024-10-15 10:00:00+00:00,57.5594645823124
2024-10-15 11:00:00+00:00,56.190971932418066
2024-10-15 12:00:00+00:00,57.74003277078558
2024-10-15 13:00:00+00:00,66.17169559140537
2024-10-15 14:00:00+00:00,81.48726857187998
2024-10-15 15:00:00+00:00,109.03346453058055
2024-10-15 16:00:00+00:00,132.37246894104723
2024-10-15 17:00:00+00:00,129.3241448117232
2024-10-15 18:00:00+00:00,107.95100770343699
2024-10-15 19:00:00+00:00,91.85977220316144
2024-10-15 20:00:00+00:00,83.99687214469496
2024-10-15 21:00:00+00:00,70.60536786703904
2024-10-15 22:00:00+00:00,56.55867275697382
2024-10-15 23:00:00+00:00,51.34593964472214
2024-10-16 00:00:00+00:00,40.86159426829489
2024-10-16 01:00:00+00:00,41.498816878339994
2024-10-16 02:00:00+00:00,49.74555112514122
2024-10-16 03:00:00+00:00,54.17916217682311
2024-10-16 04:00:00+00:00,66.34597646752428
2024-10-16 05:00:00+00:00,80.51642223384158
2024-10-16 06:00:00+00:00,83.948504292806
2024-10-16 07:00:00+00:00,79.91957333255398
2024-10-16 08:00:00+00:00,75.11178969711999
2024-10-16 09:00:00+00:00,66.27227212942395
2024-10-16 10:00:00+00:00,64.89942715404622
2024-10-16 11:00:00+00:00,71.30593463756216
2024-10-16 12:00:00+00:00,76.24863695303932
2024-10-16 13:00:00+00:00,87.60009793348972
2024-10-16 14:00:00+00:00,101.77958376503112
2024-10-16 15:00:00+00:00,126.07284111763347
2024-10-16 16:00:00+00:00,142.24840385413358
2024-10-16 17:00:00+00:00,140.7932540479055
2024-10-16 18:00:00+00:00,123.95388603648483
2024-10-16 19:00:00+00:00,109.1898506530774
2024-10-16 20:00:00+00:00,98.17198705107143
2024-10-16 21:00:00+00:00,85.5875751901019
2024-10-16 22:00:00+00:00,77.24670237505694
2024-10-16 23:00:00+00:00,74.34275579382981
2024-10-17 00:00:00+00:00,70.25135346315665
2024-10-17 01:00:00+00:00,64.91235455271489
2024-10-17 02:00:00+00:00,59.19740213901234
2024-10-17 03:00:00+00:00,55.845492767402945
2024-10-17 04:00:00+00:00,60.179517404114264
2024-10-17 05:00:00+00:00,69.72903844576663
2024-10-17 06:00:00+00:00,68.39903814684072
2024-10-17 07:00:00+00:00,61.52297240268085
2024-10-17 08:00:00+00:00,52.76232151470014
2024-10-17 09:00:00+00:00,45.26478864074393
2024-10-17 10:00:00+00:00,44.02741878588251
2024-10-17 11:00:00+00:00,43.27555765857544
2024-10-17 12:00:00+00:00,52.42989064628377
2024-10-17 13:00:00+00:00,59.98916454316549
2024-10-17 14:00:00+00:00,77.7795987512824
2024-10-17 15:00:00+00:00,99.87672970399433
2024-10-17 16:00:00+00:00,111.11804988017694
2024-10-17 17:00:00+00:00,103.61819452598415
2024-10-17 18:00:00+00:00,82.08059159353452
2024-10-17 19:00:00+00:00,66.4546928461798
2024-10-17 20:00:00+00:00,57.6674332537695
2024-10-17 21:00:00+00:00,49.67051256988416
2024-10-17 22:00:00+00:00,43.54590526992573
2024-10-17 23:00:00+00:00,37.20178452827987
2024-10-18 00:00:00+00:00,36.80937588674923
