date,wind_offshore_rte_actual,wind_offshore_rte_fitted,wind_offshore_rte_lower,wind_offshore_rte_upper
2025-03-21 00:00:00+00:00,805.25,1094.7897299714157,984.2131593255936,1205.3663006172378
2025-03-21 01:00:00+00:00,812.5,990.5640414239306,879.9874707781084,1101.1406120697527
2025-03-21 02:00:00+00:00,794.75,999.9728651721666,889.3962945263443,1110.5494358179888
2025-03-21 03:00:00+00:00,777.5,907.9016231955391,797.3250525497167,1018.4781938413612
2025-03-21 04:00:00+00:00,835.75,623.6009723835141,513.024401737692,734.1775430293363
2025-03-21 05:00:00+00:00,867.75,809.8974507418902,699.320880096068,920.4740213877124
2025-03-21 06:00:00+00:00,807.25,839.2479821701081,728.6714115242859,949.8245528159302
2025-03-21 07:00:00+00:00,845.75,673.001194632375,562.4246239865528,783.5777652781971
2025-03-21 08:00:00+00:00,1026.75,1014.4651567499068,903.8885861040847,1125.041727395729
2025-03-21 09:00:00+00:00,937.75,1112.3499882600915,1001.7734176142694,1222.926558905914
2025-03-21 10:00:00+00:00,1014.75,1206.3127543592373,1095.7361837134151,1316.8893250050596
2025-03-21 11:00:00+00:00,1039.75,1204.784669170724,1094.2080985249017,1315.3612398165462
2025-03-21 12:00:00+00:00,899.5,1084.2484527260626,973.6718820802405,1194.825023371885
2025-03-21 13:00:00+00:00,915.0,968.6286744676895,858.0521038218674,1079.2052451135116
2025-03-21 14:00:00+00:00,1056.25,944.9811686876037,834.4045980417815,1055.5577393334258
2025-03-21 15:00:00+00:00,1062.5,997.4533866735599,886.8768160277376,1108.029957319382
2025-03-21 16:00:00+00:00,1161.0,858.3526685254802,747.776097879658,968.9292391713025
2025-03-21 17:00:00+00:00,1209.5,963.0273600215089,852.4507893756868,1073.603930667331
2025-03-21 18:00:00+00:00,1143.0,853.38220160308,742.8056309572578,963.9587722489023
2025-03-21 19:00:00+00:00,1105.5,834.9497614431735,724.3731907973513,945.5263320889958
2025-03-21 20:00:00+00:00,1170.25,752.5981768433342,642.0216061975119,863.1747474891563
2025-03-21 21:00:00+00:00,1214.25,836.5506163855707,725.9740457397485,947.1271870313929
2025-03-21 22:00:00+00:00,1202.0,907.7904646296699,797.2138939838478,1018.3670352754923
2025-03-21 23:00:00+00:00,926.0,699.2578744647485,588.6813038189263,809.8344451105706
2025-03-22 00:00:00+00:00,751.25,483.0585201329389,372.4819494871167,593.6350907787611
2025-03-22 01:00:00+00:00,722.75,747.7640257336277,637.1874550878056,858.3405963794501
2025-03-22 02:00:00+00:00,832.75,757.6405704857491,647.0639998399269,868.2171411315712
2025-03-22 03:00:00+00:00,752.0,590.6080345545124,480.03146390869017,701.1846052003345
2025-03-22 04:00:00+00:00,669.25,550.489653186206,439.9130825403838,661.0662238320283
2025-03-22 05:00:00+00:00,636.75,539.1614884079368,428.58491776211457,649.738059053759
2025-03-22 06:00:00+00:00,561.0,481.77778159882604,371.20121095300385,592.3543522446482
2025-03-22 07:00:00+00:00,455.75,488.4653750443006,377.8888043984784,599.0419456901228
2025-03-22 08:00:00+00:00,402.25,452.86770576700803,342.29113512118585,563.4442764128303
2025-03-22 09:00:00+00:00,317.5,429.29483365013687,318.7182630043147,539.8714042959591
2025-03-22 10:00:00+00:00,308.0,303.5094849005092,192.93291425468703,414.0860555463314
2025-03-22 11:00:00+00:00,509.75,217.54565819810057,106.96908755227838,328.12222884392276
2025-03-22 12:00:00+00:00,496.25,220.45140443358514,109.87483378776295,331.0279750794073
2025-03-22 13:00:00+00:00,400.5,244.3045593046947,133.7279886588725,354.8811299505169
2025-03-22 14:00:00+00:00,268.0,413.309742507049,302.73317186122677,523.8863131528713
2025-03-22 15:00:00+00:00,267.75,290.1659203666325,179.5893497208103,400.7424910124547
2025-03-22 16:00:00+00:00,220.0,200.9585915163402,90.38202087051798,311.5351621621624
2025-03-22 17:00:00+00:00,104.5,126.25078063997898,15.67420999415674,236.82735128580117
2025-03-22 18:00:00+00:00,119.5,90.7726029661635,-19.803967679658683,201.34917361198575
2025-03-22 19:00:00+00:00,82.75,160.40571054824002,49.829139902417865,270.98228119406224
2025-03-22 20:00:00+00:00,155.0,191.14209896950396,80.56552832368175,301.7186696153262
2025-03-22 21:00:00+00:00,173.75,122.40184499328433,11.825274347462141,232.97841563910652
2025-03-22 22:00:00+00:00,189.0,158.67089016653387,48.09431952071162,269.24746081235605
2025-03-22 23:00:00+00:00,148.0,151.63152498743696,41.0549543416148,262.2080956332592
2025-03-23 00:00:00+00:00,138.24999999999997,81.09943338917475,-29.47713725664738,191.67600403499696
2025-03-23 01:00:00+00:00,160.25,293.1498530312067,182.5732823853845,403.7264236770289
2025-03-23 02:00:00+00:00,165.0,414.7856439875522,304.20907334173,525.3622146333744
2025-03-23 03:00:00+00:00,183.25,245.12030710807736,134.54373646225517,355.69687775389957
2025-03-23 04:00:00+00:00,158.75,171.5012893315691,60.92471868574688,282.0778599773913
2025-03-23 05:00:00+00:00,76.0,148.5164655659421,37.93989492011991,259.0930362117643
2025-03-23 06:00:00+00:00,52.25,145.2669588109452,34.690388165122954,255.84352945676738
2025-03-23 07:00:00+00:00,122.25,152.86615546917355,42.28958482335139,263.44272611499576
2025-03-23 08:00:00+00:00,173.50000000000003,130.76889570887735,20.192325063055137,241.34546635469957
2025-03-23 09:00:00+00:00,251.75,123.29930002563145,12.722729379809266,233.87587067145367
2025-03-23 10:00:00+00:00,225.0,118.88157918703718,8.305008541214988,229.45814983285936
2025-03-23 11:00:00+00:00,177.50000000000003,135.68874099449368,25.112170348671498,246.2653116403159
