,wind_offshore_actual,wind_offshore_fitted,wind_offshore_lower,wind_offshore_upper
2024-11-15 00:00:00+00:00,2825.4999999999986,3349.3343155762677,822.7211084721152,13630.594824921018
2024-11-15 01:00:00+00:00,2272.5000000000005,2926.4182221451224,713.2659549825406,11900.760797668783
2024-11-15 02:00:00+00:00,2162.499999999999,2757.872231891013,673.298963748008,11222.441062159158
2024-11-15 03:00:00+00:00,2197.75,2455.404483262103,600.1042965166126,10012.059354728546
2024-11-15 04:00:00+00:00,2368.25,2112.8364796583305,518.5534599553017,8627.747557878449
2024-11-15 05:00:00+00:00,2647.4999999999995,1796.349244167285,441.2789943545609,7355.40588317489
2024-11-15 06:00:00+00:00,2932.7499999999995,1467.2729825581928,359.37147273939553,6025.7093658716485
2024-11-15 07:00:00+00:00,2742.0000000000014,1339.513726943992,327.5603093375588,5490.8927702784895
2024-11-15 08:00:00+00:00,2895.500000000001,1283.9032072382536,313.6743221902836,5251.649440964107
2024-11-15 09:00:00+00:00,3038.0000000000014,1226.529614200682,301.3306688356728,5001.0997514740575
2024-11-15 10:00:00+00:00,3023.2500000000005,1229.615815740652,302.60572393699925,5016.511843681001
2024-11-15 11:00:00+00:00,2890.7500000000005,1302.8407196990322,320.8576903096528,5316.728291037994
2024-11-15 12:00:00+00:00,3091.750000000001,1397.7025531762113,344.24659212371546,5702.61325172538
2024-11-15 13:00:00+00:00,3636.7499999999995,1541.6599880534668,380.157497225329,6281.21755649223
2024-11-15 14:00:00+00:00,3872.5000000000005,1776.1709593015528,437.10906564783147,7233.123885108496
2024-11-15 15:00:00+00:00,4266.249999999999,2177.637267659442,532.0194402494271,8836.635791493665
2024-11-15 16:00:00+00:00,5061.500000000002,2629.8801256619595,640.1165378161867,10682.892477293679
2024-11-15 17:00:00+00:00,5245.500000000003,3197.232003258363,777.2898145874452,13035.406030368771
2024-11-15 18:00:00+00:00,5795.249999999999,3855.7649573665362,941.6396027518824,15738.668134787853
2024-11-15 19:00:00+00:00,5626.250000000002,4645.087852993148,1133.7051696866201,19076.00478594869
2024-11-15 20:00:00+00:00,5022.250000000001,5445.198754404061,1327.080893608454,22446.991178500677
2024-11-15 21:00:00+00:00,4099.999999999999,6071.071132096335,1484.7450372073286,24996.76545290281
2024-11-15 22:00:00+00:00,3406.7499999999986,6340.1944782704195,1555.1245741739524,26088.365419225796
2024-11-15 23:00:00+00:00,3839.249999999999,6596.868461134001,1622.8703979742872,27162.678565108858
2024-11-16 00:00:00+00:00,4603.999999999999,6837.050883397477,1680.032414211076,28051.616017053726
2024-11-16 01:00:00+00:00,4370.000000000002,7462.242026173452,1843.3225111395136,30607.626047026253
2024-11-16 02:00:00+00:00,4706.749999999999,7373.089382148563,1810.381641627596,30230.51989641908
2024-11-16 03:00:00+00:00,4714.500000000001,7374.1155829049085,1808.2547212001866,30197.162903759963
2024-11-16 04:00:00+00:00,4472.249999999997,6965.487344584022,1706.8666263898156,28474.966233264382
2024-11-16 05:00:00+00:00,4718.250000000002,6628.218917464712,1626.8158855698732,27067.49656559128
2024-11-16 06:00:00+00:00,4162.749999999998,6051.872574742667,1487.7993266100905,24707.668948606657
2024-11-16 07:00:00+00:00,4635.249999999998,5454.919162342789,1340.721932920568,22230.243810005173
2024-11-16 08:00:00+00:00,4604.249999999998,5116.994718321553,1256.3517803335565,20842.7661174662
2024-11-16 09:00:00+00:00,4949.249999999999,4743.092114622988,1163.658836096039,19437.122567677423
2024-11-16 10:00:00+00:00,4985.249999999998,4657.068606211482,1139.4909200460447,19074.499111442354
2024-11-16 11:00:00+00:00,4960.5,4675.873007975358,1141.5759819863708,19141.770765344874
2024-11-16 12:00:00+00:00,4342.499999999999,4455.444259635115,1086.9805691302774,18237.43987847017
2024-11-16 13:00:00+00:00,4335.75,3780.0613466037776,922.7831965779667,15450.940107670865
2024-11-16 14:00:00+00:00,4179.749999999999,3120.6261828439865,758.8319449662906,12716.0563186195
2024-11-16 15:00:00+00:00,4513.75,3008.8170374300694,731.928173255872,12265.218845951009
2024-11-16 16:00:00+00:00,4198.25,3169.532889314933,773.8497326342535,12956.976012189867
2024-11-16 17:00:00+00:00,4883.250000000001,3612.469890232295,882.7103340875916,14723.955192013244
2024-11-16 18:00:00+00:00,5644.750000000001,4373.467770145382,1068.5625008038874,17878.8489214489
2024-11-16 19:00:00+00:00,5517.749999999999,5101.460129617917,1251.1299371924563,20929.55604691961
2024-11-16 20:00:00+00:00,5705.750000000002,5757.331782395274,1415.9328758900565,23645.537994627164
2024-11-16 21:00:00+00:00,5768.75,5905.229508485055,1447.7060464677702,24273.013518552805
2024-11-16 22:00:00+00:00,5184.749999999999,5999.992902611893,1472.3964824925542,24670.77907612334
2024-11-16 23:00:00+00:00,5730.5,5751.214055636647,1412.3411555310736,23671.757571986338
2024-11-17 00:00:00+00:00,5037.249999999999,5511.440371559245,1347.9318613948465,22598.910576986338
2024-11-17 01:00:00+00:00,5259.500000000001,6199.300856652952,1523.215310587191,25416.973515535963
2024-11-17 02:00:00+00:00,4985.000000000003,5865.652127423954,1441.028355505842,24064.538734026257
2024-11-17 03:00:00+00:00,5946.250000000003,6329.928047888954,1557.3138524605415,25993.294692053983
2024-11-17 04:00:00+00:00,6028.500000000003,6640.7901964203165,1632.2835206067232,27309.815720581573
2024-11-17 05:00:00+00:00,5793.999999999999,6926.791539461476,1704.8679809149685,28483.487031386336
2024-11-17 06:00:00+00:00,5658.000000000003,7834.269261902752,1926.1549006703121,32155.532266882237
2024-11-17 07:00:00+00:00,5383.249999999999,7188.461752550461,1764.8317412435297,29492.31800263991
2024-11-17 08:00:00+00:00,4800.499999999998,7355.322923845363,1802.3894526182676,30146.185342772602
2024-11-17 09:00:00+00:00,4463.750000000001,7071.041313728401,1730.4705846138586,28998.20119260878
2024-11-17 10:00:00+00:00,3044.9999999999995,7133.979949662957,1745.0683636474682,29242.822128175892
2024-11-17 11:00:00+00:00,2821.75,7377.797421767392,1806.2288812708762,30201.380133272218
2024-11-17 12:00:00+00:00,2504.2500000000005,6970.3810806805095,1706.2049438619088,28505.82387340971
2024-11-17 13:00:00+00:00,3215.5,7222.414026794227,1766.5123690016317,29563.529452838848
2024-11-17 14:00:00+00:00,4653.75,7179.575200140173,1753.7919055876655,29366.999360453538
