date,solar_ampr_actual,solar_ampr_fitted,solar_ampr_lower,solar_ampr_upper
2025-01-27 03:00:00+00:00,0.0,-2.9887816196637687,-290.02502076522524,284.0474575258977
2025-01-27 04:00:00+00:00,0.0,5.784678617927284,-281.2515605276342,292.820917763489
2025-01-27 05:00:00+00:00,0.0,22.85382750174267,-264.1824116438188,309.89006664730414
2025-01-27 06:00:00+00:00,0.2500000000002274,162.2668239925231,-124.76941515303838,449.30306313808467
2025-01-27 07:00:00+00:00,78.5,384.1724914933477,97.13625234778601,671.2087306389092
2025-01-27 08:00:00+00:00,557.2499999999999,1407.8196076561053,1120.7833685105438,1694.8558468016668
2025-01-27 09:00:00+00:00,1312.0,2865.340774097097,2578.3045349515355,3152.3770132426584
2025-01-27 10:00:00+00:00,2126.0,3467.1259765874156,3180.0897374418546,3754.1622157329775
2025-01-27 11:00:00+00:00,2593.5,4020.7239212074546,3733.687682061893,4307.7601603530165
2025-01-27 12:00:00+00:00,2430.0,3949.9163085872374,3662.880069441676,4236.952547732799
2025-01-27 13:00:00+00:00,1795.0,3016.4923833520425,2729.4561442064805,3303.5286224976035
2025-01-27 14:00:00+00:00,879.75,1629.0022099102578,1341.9659707646963,1916.0384490558195
2025-01-27 15:00:00+00:00,266.0,372.59599847761115,85.55975933204945,659.6322376231727
2025-01-27 16:00:00+00:00,7.75,2.4484015799237113,-284.58783756563776,289.4846407254852
2025-01-27 17:00:00+00:00,1.4999999999997726,-0.5623029557395967,-287.59854210130106,286.47393618982187
2025-01-27 18:00:00+00:00,0.5,-3.908465390867832,-290.9447045364293,283.12777375469386
2025-01-27 19:00:00+00:00,0.0,-1.5801345826480429,-288.6163737282095,285.4561045629134
2025-01-27 20:00:00+00:00,0.0,-3.057309035830258,-290.09354818139195,283.9789301097312
2025-01-27 21:00:00+00:00,0.0,1.3003554081774382,-285.73588373738403,288.3365945537389
2025-01-27 22:00:00+00:00,0.0,0.15973941767015276,-286.8764997278913,287.1959785632316
2025-01-27 23:00:00+00:00,0.0,1.6990839838013017,-285.33715516176017,288.73532312936277
2025-01-28 00:00:00+00:00,0.0,1.5494320170464562,-285.486807128515,288.58567116260815
2025-01-28 01:00:00+00:00,0.0,1.734018226721446,-285.30222091884025,288.7702573722829
2025-01-28 02:00:00+00:00,0.0,1.4879537675574284,-285.54828537800404,288.5241929131189
2025-01-28 03:00:00+00:00,0.0,1.089225191933565,-285.9470139536279,288.12546433749526
2025-01-28 04:00:00+00:00,0.0,7.6118493394774305,-279.42438980608426,294.6480884850389
2025-01-28 05:00:00+00:00,0.0,19.78831365863539,-267.2479254869261,306.82455280419686
2025-01-28 06:00:00+00:00,0.2500000000002274,156.90114600060906,-130.1350931449524,443.9373851461705
2025-01-28 07:00:00+00:00,81.5,340.241249383334,53.20501023777251,627.2774885288956
2025-01-28 08:00:00+00:00,851.5,1141.9897610761516,854.9535219305901,1429.026000221713
2025-01-28 09:00:00+00:00,2144.25,2547.8512144534116,2260.8149753078496,2834.8874535989726
2025-01-28 10:00:00+00:00,3082.75,3461.157266852688,3174.1210277071264,3748.1935059982493
2025-01-28 11:00:00+00:00,3091.25,4056.0287071449925,3768.992467999431,4343.064946290555
2025-01-28 12:00:00+00:00,2535.5,3966.86222901656,3679.8259898709985,4253.898468162121
2025-01-28 13:00:00+00:00,1569.0,2846.8732475275924,2559.837008382031,3133.909486673154
2025-01-28 14:00:00+00:00,813.25,1479.5187632266777,1192.482524081116,1766.5550023722392
2025-01-28 15:00:00+00:00,234.25,320.63304076373515,33.596801618173686,607.6692799092966
2025-01-28 16:00:00+00:00,7.25,1.694816516347828,-285.34142262921364,288.7310556619095
2025-01-28 17:00:00+00:00,0.0,0.44919905314009156,-286.5870400924214,287.48543819870156
2025-01-28 18:00:00+00:00,0.0,0.169541420729729,-286.86669772483174,287.2057805662912
2025-01-28 19:00:00+00:00,0.0,1.0206977757670757,-286.0155413697944,288.05693692132854
2025-01-28 20:00:00+00:00,0.0,1.0206977757670757,-286.0155413697944,288.05693692132854
