number,value,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_lags_choice,params_lags_target,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_choice,params_reg_alpha,params_reg_lambda,params_spatial_agg_method,params_subsample,params_turbulence_window,params_vapor_pressure,state
20,295.3433986886596,0.6955468088718291,True,True,False,True,False,True,False,True,False,True,small,1.0,0.19140056458693303,8,60,0.4203402260549845,434,32,large,0.0010693730657891335,7.702234882511672e-05,None,0.833464087282585,6,False,COMPLETE
21,262.4626068299868,0.6459500802812841,False,True,False,True,True,True,False,True,False,True,none,1.0,0.06798842283703986,9,52,0.31806073388327927,734,53,none,0.0051422451410955755,0.0008027452781901437,mean,0.9000401425261707,2,False,COMPLETE
22,261.41750004272643,0.5976777813216178,False,True,False,True,True,True,False,True,False,True,none,1.0,0.05869630253176618,13,55,0.3265068892459968,719,71,none,0.023306812673545733,0.0009229679392461326,mean,0.8108430275485178,2,False,COMPLETE
23,267.5880286807712,0.5760401502969659,False,True,False,True,True,True,False,True,False,True,none,1.0,0.12516640578683455,11,46,0.28388416903900693,595,39,none,0.0014907173554125732,9.49910975923448e-05,mean,0.890019291206169,2,False,COMPLETE
24,251.99377249235226,0.6657165347977064,False,True,False,True,True,True,False,True,False,True,none,1.0,0.034467537352423416,8,66,0.3896874051992085,777,60,none,0.12211119969992364,0.01705354727893507,mean,0.7182476599016822,2,False,COMPLETE
25,272.7342684056921,0.6846019668034651,False,True,False,True,True,True,False,True,False,True,none,1.0,0.04047177509833735,5,64,0.3952031572756772,860,66,none,0.3758693229553584,0.015290680466209251,mean,0.7180414651851711,2,False,COMPLETE
26,410.4098140856992,0.8032129522437489,False,True,False,False,True,False,False,False,True,False,none,12.0,0.021031309857899146,6,82,0.46712553577689564,787,41,none,0.0702990906934615,0.05557938541672328,idw,0.6275815871862601,2,True,COMPLETE
27,393.0313996375656,0.7340105437520434,False,True,False,True,True,True,False,True,False,True,none,6.0,0.08730918010435587,8,41,0.35381552504217834,680,62,none,0.01904723591971913,0.0043645734949491035,distance_capacity,0.7004725395232945,2,False,COMPLETE
28,333.2518071065106,0.5439432126407409,True,True,False,False,False,True,False,True,False,False,large,,0.035697753785595594,4,28,0.4029882057849877,984,76,small,0.19958681355307636,5.104651418805135e-07,max,0.6358889226783598,0,True,COMPLETE
29,295.40796853705524,0.6115098003222177,True,True,True,False,False,True,False,False,True,True,small,,0.20569999202869496,7,67,0.25382122789560824,908,92,large,0.00011309511092153785,2.216623333805049e-05,None,0.5623555988010942,6,True,COMPLETE
