method,model_label,horizon,mse,rmse,mae,mape,smape,bias,variance,std,r2,prediction_interval_coverage,prediction_interval_width
trained,XGBoost,2024-12-05T00:00:00+00:00,1255016.4358712605,1120.2751607847335,827.87074752081,33.325971375918385,49.854796677583785,-542.2577861604236,960972.9292196567,980.2922672446502,0.8398078502902624,0.8630952380952381,4279.797679470472
trained,XGBoost,2024-12-12T00:00:00+00:00,1235771.9162946085,1111.6527858529428,766.5680980001176,110.56750376397275,67.3720613477919,-428.3794875599089,1052262.9309325183,1025.798679533425,0.8737185213754676,0.7678571428571429,3379.7500156384763
trained,XGBoost,2024-12-19T00:00:00+00:00,778780.6753353716,882.4855099860687,683.8039128439766,18.857210214286027,36.057722752597776,-444.58841968718014,581121.8124154274,762.313460733462,0.9027820519356078,0.9464285714285714,4516.44552485928
trained,XGBoost,2024-12-26T00:00:00+00:00,1698790.384813686,1303.3765322475642,974.4464121318999,60.04267348857988,112.12236827540305,531.121072769165,1416700.7908742174,1190.25240637195,0.6747478922628503,0.47619047619047616,2568.1353268145767
trained,XGBoost,2025-01-02T00:00:00+00:00,811853.1703231101,901.0289508795541,722.6364909580774,21.992347425740743,42.92886530399368,-79.16432952880844,805586.1792533642,897.5445277273792,0.8913196438708169,0.8571428571428571,4781.986849480973
trained,ElasticNet,2024-12-05T00:00:00+00:00,3477822.2263944736,1864.892014673899,1065.6862319852708,29.384972916942004,47.739365077959064,152.84619225706444,3454460.26790699,1858.6178380471306,0.5560856393345388,0.9880952380952381,15306.714049763894
trained,ElasticNet,2024-12-12T00:00:00+00:00,2058579.7534035377,1434.7751577872882,1023.9415434910652,94.27017856466706,71.2668829554199,-767.7734477824009,1469103.6862838625,1212.065875389561,0.7896371557740195,0.9464285714285714,9872.702066398755
trained,ElasticNet,2024-12-19T00:00:00+00:00,1103789.0021276672,1050.6136312306571,803.1287356414167,28.9504034937537,45.05499468706907,-107.98183088213315,1092128.9263270097,1045.0497243322968,0.862210112190208,0.9880952380952381,14779.68561905299
trained,ElasticNet,2024-12-26T00:00:00+00:00,2316091.4388945233,1521.8710322805027,1158.1948196370624,78.0571533788201,132.45224886913272,481.80979381883634,2083950.761474774,1443.5895405116976,0.5565588144678422,0.8095238095238095,8183.264496384382
trained,ElasticNet,2025-01-02T00:00:00+00:00,5324979.531528241,2307.591716818259,1517.994504606681,32.68971564295749,56.383037472923846,916.4142351472835,4485164.48114766,2117.8206914532825,0.2871609140396969,0.9940476190476191,17642.627616768197
trained,"ensemble[XGBoost](XGBoost,ElasticNet)",2024-12-05T00:00:00+00:00,1227401.4084281432,1107.8814956610402,837.7084581284296,28.63212060784908,48.79442582359131,-619.7561242239815,843303.7549150122,918.3157163606709,0.8433326731403594,0.9285714285714286,5048.2711220989895
trained,"ensemble[XGBoost](XGBoost,ElasticNet)",2024-12-12T00:00:00+00:00,1549116.5039363217,1244.635088665076,895.3799915767852,113.79323244159217,67.97001296631535,-558.4735290436518,1237223.8212938514,1112.3056330406007,0.8416983586539863,0.8452380952380952,3828.8562669370745
trained,"ensemble[XGBoost](XGBoost,ElasticNet)",2024-12-19T00:00:00+00:00,1240492.7657093098,1113.774108923937,845.9410913558233,28.99173449346363,47.09675506014341,-414.80867576599104,1068426.5282185746,1033.6471971705696,0.8451448975424974,0.9226190476190477,5222.995516272475
trained,"ensemble[XGBoost](XGBoost,ElasticNet)",2024-12-26T00:00:00+00:00,1900550.5998221647,1378.6045842888252,1070.1517549696423,75.75822200068781,127.36534277536893,621.9675182615008,1513707.0060497944,1230.3280075044192,0.6361186795149777,0.43452380952380953,3131.9578245432613
trained,"ensemble[XGBoost](XGBoost,ElasticNet)",2025-01-02T00:00:00+00:00,1173035.5831329909,1083.0676724623402,862.882544017973,23.99861541249805,44.11272340615895,-139.71310533796026,1153515.8313298149,1074.0185432895537,0.8429692343550753,0.9226190476190477,5298.881118976096
forecast,XGBoost,2024-12-05T00:00:00+00:00,417204.36360577523,645.913588342725,477.65746325538265,11.705306122967963,24.049118503527392,-272.8605662754603,342751.47497761034,585.4498056858592,0.9467474194249136,0.9880952380952381,4608.590985380488
forecast,XGBoost,2024-12-12T00:00:00+00:00,333893.1860458652,577.8349124497976,405.6524290130252,14.843955340614862,27.341399420556776,-121.36454720724193,319163.83272704633,564.9458670767017,0.9658800101535274,0.9761904761904762,3906.301601733688
forecast,XGBoost,2024-12-19T00:00:00+00:00,342193.049584397,584.9726913150707,418.15676807221894,9.607299159931868,19.45145444730352,-201.36281258719288,301646.067291372,549.2231489034052,0.9572828304860469,0.9940476190476191,4792.717277566569
