number,value,params_alpha,params_l1_ratio,state
0,1393.3166027159762,8.348656789324485e-05,0.053851148703567144,COMPLETE
1,1393.3166027159762,0.032537147714608985,0.986347145139613,COMPLETE
2,1393.3166027159762,0.019277588067685324,0.0011311216112086396,COMPLETE
3,1393.3166027159762,0.0007232461657046946,0.1922473187559698,COMPLETE
4,1393.3166027159762,4.584847073714807e-06,1.9227369694439078e-05,COMPLETE
