number,value,params_alpha,params_cloud_lags_option,params_compute_air_density,params_compute_cloud_cover_fraction,params_compute_cooling_degree_hours,params_compute_dew_point_spread,params_compute_effective_solar,params_compute_heating_degree_hours,params_compute_humidex,params_compute_pressure_trend,params_compute_rain_indicator,params_compute_temp_gradient,params_compute_wind_chill,params_compute_wind_components,params_compute_wind_power_density,params_compute_wind_speed_gradient,params_drop_basic_meteo_features,params_drop_rad_meteo_features,params_drop_wind_meteo_features,params_l1_ratio,params_lags_target,params_precip_lags_option,params_rolling_temp_option,params_spatial_agg_method,params_temp_lags_option,state
0,200996.81295924322,0.7183127049524903,medium,True,False,False,True,False,True,False,True,True,True,True,True,False,False,True,False,False,0.44005440157731435,1.0,small,short,distance_population,none,COMPLETE
1,1524.259582070047,0.44828241031209803,medium,False,False,True,False,True,True,False,True,True,False,False,True,False,True,False,True,True,0.8186807592570349,12.0,small,short,energy,medium,COMPLETE
2,1551.653978276105,0.31131734200481864,medium,False,False,False,True,True,True,False,True,False,False,True,True,True,False,True,True,True,0.8188317239642104,1.0,medium,long,distance_energy,medium,COMPLETE
3,182083.05330603977,0.32512766556158607,none,True,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,0.867236506233464,,medium,none,distance_population,medium,COMPLETE
4,1629.029551271484,0.5711638944363361,small,False,True,True,True,False,True,False,True,False,True,False,False,True,False,True,True,True,0.8938522917634032,6.0,medium,long,max,small,COMPLETE
5,12325.179771704052,0.6014295413102019,small,True,False,True,True,True,True,True,False,True,True,True,True,True,False,True,False,False,0.90394458595691,,none,long,distance_population,small,COMPLETE
6,1534.1141676160858,0.022199517237531906,medium,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,True,True,0.09874023532775843,6.0,none,short,idw,small,COMPLETE
7,130282.99953061384,0.280063632963774,none,True,True,False,True,False,False,True,False,True,False,True,True,True,False,False,False,True,0.582167585469163,1.0,medium,long,idw,medium,COMPLETE
8,1553.7223970954474,0.8178306208094774,medium,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,0.05778947377810632,,small,short,distance_population,medium,COMPLETE
9,1540.5473811949887,0.23252436418214656,none,True,False,False,True,False,True,True,True,True,False,False,True,False,True,False,True,False,0.07704293580181588,6.0,none,none,energy,medium,COMPLETE
10,1553.432238071304,0.9881408441563307,medium,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,0.5742091728086558,12.0,small,short,population,none,COMPLETE
11,1499.1502643258336,0.01572559850567984,medium,False,True,True,False,True,True,True,True,True,True,False,False,False,True,False,True,True,0.30350894120143107,12.0,none,short,mean,small,COMPLETE
12,1499.1502643258336,0.01108501338445933,medium,False,True,True,False,True,True,True,True,True,True,False,False,False,True,False,True,True,0.3178200385488897,12.0,none,short,mean,small,COMPLETE
13,1499.1502643258336,0.015244364184137906,medium,False,True,True,False,True,True,True,True,True,True,False,False,False,True,False,True,True,0.2939794729180055,12.0,none,short,mean,small,COMPLETE
14,1518.6121868999971,0.1271934258529652,medium,False,True,True,False,True,False,True,True,False,True,False,False,False,True,False,True,True,0.30611637505985867,12.0,none,short,mean,small,COMPLETE
15,1524.3151775454673,0.14021965992131113,small,False,True,True,False,True,True,True,True,True,True,False,False,False,True,False,True,True,0.2564704887061234,12.0,none,short,None,small,COMPLETE
16,1504.372817558533,0.4294844102501857,medium,False,True,True,False,True,True,True,True,True,True,False,False,False,True,False,True,True,0.43407119651005033,12.0,none,none,mean,small,COMPLETE
17,1500.1653843680651,0.15345371084771692,medium,False,True,True,False,True,True,True,True,True,True,False,False,False,True,False,True,True,0.7107944479411676,12.0,none,short,mean,none,COMPLETE
18,547243.2479501382,0.015506201344540676,small,False,True,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,0.19277406323197044,12.0,none,short,mean,small,COMPLETE
19,1512.8270377408528,0.1766560321111387,none,False,True,True,False,True,True,True,True,True,True,False,False,False,True,False,True,True,0.39766685532909996,12.0,none,none,population,small,COMPLETE
20,1520.5092939689928,0.3877420839322545,medium,False,True,True,False,True,True,True,True,True,True,False,False,False,True,False,True,True,0.17607140184325865,12.0,none,short,None,small,COMPLETE
21,1499.1502643258336,0.07239531022282349,medium,False,True,True,False,True,True,True,True,True,True,False,False,False,True,False,True,True,0.3271394889696095,12.0,none,short,mean,small,COMPLETE
22,1499.1502643258336,0.06432671165956055,medium,False,True,True,False,True,True,True,True,True,True,False,False,False,True,False,True,True,0.22648924458314054,12.0,none,short,mean,small,COMPLETE
23,1499.1502643258336,0.21973670396570108,medium,False,True,True,False,True,True,True,True,True,True,False,False,False,True,False,True,True,0.35839416585445527,12.0,none,short,mean,small,COMPLETE
24,1498.0631242680047,0.011697113944348149,medium,False,True,True,False,True,True,True,True,True,True,False,False,False,True,False,True,True,0.49784207811926845,12.0,none,short,distance_energy,small,COMPLETE
25,1500.5492041396865,0.09567640011138046,medium,False,True,True,False,True,True,True,True,True,True,False,False,False,True,False,True,True,0.5139161879272737,12.0,none,short,distance_energy,none,COMPLETE
26,98104.0016190152,0.22099410588816165,medium,False,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False,False,0.614938458852825,,none,short,distance_energy,small,COMPLETE
27,1541.062514223547,0.09194498782704034,medium,False,True,True,False,True,True,True,True,True,True,False,False,False,True,False,True,True,0.48396924305831207,6.0,none,short,max,small,COMPLETE
28,1694.126431221361,0.18966862277815152,none,False,True,True,False,True,True,True,True,True,True,False,False,False,True,False,True,True,0.6909159615957063,1.0,small,none,distance_energy,small,COMPLETE
29,208720.07148364573,0.7521030800049381,small,True,True,True,False,False,True,False,True,True,True,True,False,False,True,True,False,False,0.13548971483447303,1.0,medium,long,distance_energy,none,COMPLETE
