,wind_offshore_actual,wind_offshore_fitted,wind_offshore_lower,wind_offshore_upper
2024-11-15 00:00:00+00:00,2825.4999999999986,2898.686591736395,1762.0209217132954,4752.119927112325
2024-11-15 01:00:00+00:00,2272.5000000000005,2518.408351008324,1531.850031711604,4123.777525150051
2024-11-15 02:00:00+00:00,2162.499999999999,2352.499202537405,1434.3630848577582,3856.149510947523
2024-11-15 03:00:00+00:00,2197.75,2116.4287435225488,1287.354888692248,3473.4364773106527
2024-11-15 04:00:00+00:00,2368.25,1873.1899078455551,1138.5557806821942,3063.5936860177935
2024-11-15 05:00:00+00:00,2647.4999999999995,1641.3562196815938,998.5832319270711,2687.6265534745435
2024-11-15 06:00:00+00:00,2932.7499999999995,1388.9981868755717,845.7232220900174,2274.732945471979
2024-11-15 07:00:00+00:00,2742.0000000000014,1282.6195295911368,783.5399312891436,2108.9120306977193
2024-11-15 08:00:00+00:00,2895.500000000001,1245.7472368206902,760.7384442971259,2046.8444344538
2024-11-15 09:00:00+00:00,3038.0000000000014,1224.4564415707118,746.1121894710336,2009.3005566071681
2024-11-15 10:00:00+00:00,3023.2500000000005,1264.8415128456045,771.4930387008418,2079.4871564295704
2024-11-15 11:00:00+00:00,2890.7500000000005,1393.4330309210623,848.8811395447392,2293.1775579633068
2024-11-15 12:00:00+00:00,3091.750000000001,1529.4530598064305,934.1537855522116,2513.972496683146
2024-11-15 13:00:00+00:00,3636.7499999999995,1703.7617099244694,1040.2207952680367,2802.5029151264052
2024-11-15 14:00:00+00:00,3872.5000000000005,1958.037924008153,1194.8812751223822,3223.8427387812753
2024-11-15 15:00:00+00:00,4266.249999999999,2257.1814488243813,1381.4988367304377,3716.590031868496
2024-11-15 16:00:00+00:00,5061.500000000002,2604.0981751887007,1593.1105588837875,4289.012282677534
2024-11-15 17:00:00+00:00,5245.500000000003,3019.403787227473,1847.509071983969,4968.932996611426
2024-11-15 18:00:00+00:00,5795.249999999999,3453.2980343284935,2106.7788297018956,5671.865464547579
2024-11-15 19:00:00+00:00,5626.250000000002,4017.5661735425697,2451.008757192268,6598.707957565733
2024-11-15 20:00:00+00:00,5022.250000000001,4586.232572150605,2797.10032877645,7538.61593105906
2024-11-15 21:00:00+00:00,4099.999999999999,4989.634212672776,3048.60726948238,8213.237189875697
2024-11-15 22:00:00+00:00,3406.7499999999986,5182.610457363943,3168.5937614267646,8528.694350024534
2024-11-15 23:00:00+00:00,3839.249999999999,5308.671571328497,3242.069734425438,8725.923395703488
2024-11-16 00:00:00+00:00,4603.999999999999,5496.7131726234875,3354.946285424007,9042.951788093222
2024-11-16 01:00:00+00:00,4370.000000000002,5933.86165605983,3620.5377551081597,9763.557282361886
2024-11-16 02:00:00+00:00,4706.749999999999,5834.791612204203,3564.144080380226,9586.355034024078
2024-11-16 03:00:00+00:00,4714.500000000001,5897.220582375708,3595.076694787987,9686.108187893466
2024-11-16 04:00:00+00:00,4472.249999999997,5639.639053552265,3436.8862480816915,9246.828111895366
2024-11-16 05:00:00+00:00,4718.250000000002,5436.908591382819,3310.36665143437,8918.158787861239
2024-11-16 06:00:00+00:00,4162.749999999998,5109.412218346407,3111.836975148137,8377.898064335252
2024-11-16 07:00:00+00:00,4635.249999999998,4769.2469537580255,2903.9048487666178,7805.164159082774
2024-11-16 08:00:00+00:00,4604.249999999998,4546.471333067092,2771.981878679869,7452.32139177119
2024-11-16 09:00:00+00:00,4949.249999999999,4273.063208588723,2604.002007055771,7002.966210135393
2024-11-16 10:00:00+00:00,4985.249999999998,4290.469355503458,2615.58379601185,7041.525756640317
2024-11-16 11:00:00+00:00,4960.5,4408.660650497215,2685.078301885717,7245.554329589112
2024-11-16 12:00:00+00:00,4342.499999999999,4254.934553568936,2587.1147689789595,6956.327255316353
2024-11-16 13:00:00+00:00,4335.75,3680.5174135058255,2236.995621508266,6031.944916261992
2024-11-16 14:00:00+00:00,4179.749999999999,3198.753479667551,1936.5325433881235,5268.949920543786
2024-11-16 15:00:00+00:00,4513.75,3098.8494894700016,1888.5963461620179,5120.175042037417
2024-11-16 16:00:00+00:00,4198.25,3151.9689201321653,1924.7685549339617,5184.093150974696
2024-11-16 17:00:00+00:00,4883.250000000001,3413.2282687135253,2082.8259227416843,5612.284704678792
2024-11-16 18:00:00+00:00,5644.750000000001,3961.9610718417052,2419.1924421723893,6529.8618595988155
2024-11-16 19:00:00+00:00,5517.749999999999,4487.476767460788,2732.0463137399993,7377.302929892936
2024-11-16 20:00:00+00:00,5705.750000000002,4932.598043803257,2999.843309761115,8100.2723544654245
2024-11-16 21:00:00+00:00,5768.75,4992.578356801225,3035.0532576182927,8173.644499908134
2024-11-16 22:00:00+00:00,5184.749999999999,4954.179500731594,3014.6559019202905,8148.02764831674
2024-11-16 23:00:00+00:00,5730.5,4619.6146984232555,2817.3614291340878,7590.01960125343
