date,load_ampr_actual,load_ampr_fitted,load_ampr_lower,load_ampr_upper
2025-01-28 15:00:00+00:00,23753.25,23560.09761323055,22623.81383710732,24495.397128592245
2025-01-28 16:00:00+00:00,24527.75,23352.83319961724,22418.7087518131,24289.115222317687
2025-01-28 17:00:00+00:00,24660.5,23011.746060948208,22076.390377494266,23948.23091739387
2025-01-28 18:00:00+00:00,24506.25,22480.041641120344,21543.731605724344,23417.28769656569
2025-01-28 19:00:00+00:00,23302.5,21776.874832991016,20841.652053384838,22712.825809046626
2025-01-28 20:00:00+00:00,21670.0,20896.418662823722,19961.45508337189,21835.20691077842
2025-01-28 21:00:00+00:00,20802.75,19899.61291429849,18963.211984008416,20835.32010701459
2025-01-28 22:00:00+00:00,19778.0,18936.84950414198,18000.25271319189,19871.993814423746
2025-01-28 23:00:00+00:00,18391.0,18151.348442319206,17216.68425301949,19087.29554169835
2025-01-29 00:00:00+00:00,17924.75,17628.831302387607,16692.648115409367,18568.493943247933
2025-01-29 01:00:00+00:00,17623.75,17465.424823981735,16530.029378187446,18401.897975009128
2025-01-29 02:00:00+00:00,17615.0,17625.854643128936,16690.074835557007,18562.103791741363
2025-01-29 03:00:00+00:00,18062.75,18140.18101256964,17204.117298635716,19076.663039408675
2025-01-29 04:00:00+00:00,19077.5,18945.21020126599,18008.001683852,19879.117427042303
2025-01-29 05:00:00+00:00,21151.5,19944.53734279802,19007.74748912046,20880.24030797409
2025-01-29 06:00:00+00:00,23024.5,21030.988766358492,20095.079778559306,21965.469494911533
2025-01-29 07:00:00+00:00,23953.5,22070.156114616344,21134.10342745795,23004.660792060447
2025-01-29 08:00:00+00:00,24511.25,22966.51595889443,22029.614321288584,23901.29896583965
2025-01-29 09:00:00+00:00,24543.0,23610.434464655453,22675.51504115296,24547.546126335725
2025-01-29 10:00:00+00:00,24838.0,23985.109315015958,23050.466196688576,24920.829402241106
2025-01-29 11:00:00+00:00,24919.75,24092.162249240144,23157.011736247307,25027.19163317081
2025-01-29 12:00:00+00:00,24903.75,24030.15375154737,23094.47187325471,24965.297226546347
2025-01-29 13:00:00+00:00,24523.75,23821.540111751492,22886.05723898016,24758.224758869364
2025-01-29 14:00:00+00:00,24574.0,23547.682752038254,22611.138895232205,24483.57182324375
2025-01-29 15:00:00+00:00,24030.75,23306.090881834072,22370.047996809404,24241.514937525302
2025-01-29 16:00:00+00:00,24182.5,23038.931686805947,22105.376888246195,23975.67565860143
2025-01-29 17:00:00+00:00,24324.25,22626.90596440477,21693.704134927684,23562.963948743254
2025-01-29 18:00:00+00:00,24142.0,22026.809960309147,21091.6613361637,22962.705762068803
2025-01-29 19:00:00+00:00,23027.75,21266.8155274073,20331.98803934015,22203.510659379164
2025-01-29 20:00:00+00:00,21941.5,20411.369017732617,19476.749427898936,21347.42754804188
2025-01-29 21:00:00+00:00,20776.75,19496.887326272863,18561.72317831179,20432.711074733143
2025-01-29 22:00:00+00:00,19541.0,18655.012290539715,17721.554509784208,19591.801862578992
2025-01-29 23:00:00+00:00,18221.75,17963.63101883568,17028.959875583623,18900.9677463571
2025-01-30 00:00:00+00:00,17818.5,17491.80236045872,16555.29922571652,18428.11676589384
2025-01-30 01:00:00+00:00,17471.25,17311.181650519564,16375.991203772937,18247.35053696045
2025-01-30 02:00:00+00:00,17864.25,17511.219929377938,16575.26338274029,18447.517945409752
2025-01-30 03:00:00+00:00,18022.0,18047.306992052432,17111.15471743465,18981.34568491382
2025-01-30 04:00:00+00:00,18853.75,18852.050472861658,17915.29762903594,19787.8946844271
2025-01-30 05:00:00+00:00,21500.0,19824.170506501097,18887.663386312262,20759.328804924913
2025-01-30 06:00:00+00:00,23633.75,20878.545733199862,19941.747650431713,21814.62274388213
2025-01-30 07:00:00+00:00,24133.0,21914.089567836498,20977.42467360928,22850.070510095444
2025-01-30 08:00:00+00:00,24414.0,22831.500447080416,21894.895543978462,23768.46854026206
