date,wind_offshore_50hz_actual,wind_offshore_50hz_fitted,wind_offshore_50hz_lower,wind_offshore_50hz_upper
2025-08-14 00:00:00+00:00,,306.2817298119885,21.700418994651784,590.8630406293254
2025-08-14 01:00:00+00:00,,276.134377604231,-8.446933213105808,560.7156884215678
2025-08-14 02:00:00+00:00,,309.59487898186455,25.013568164527726,594.1761897992013
2025-08-14 03:00:00+00:00,,292.7567918060169,8.175480988680079,577.3381026233537
2025-08-14 04:00:00+00:00,,305.2509594112495,20.66964859391271,589.8322702285863
2025-08-14 05:00:00+00:00,,296.4530901706121,11.871779353275315,581.0344009879489
2025-08-14 06:00:00+00:00,,317.83370626203066,33.25239544469383,602.4150170793675
2025-08-14 07:00:00+00:00,,275.509434490364,-9.07187632697287,560.0907453077008
2025-08-14 08:00:00+00:00,,293.75372720838317,9.17241639104634,578.33503802572
2025-08-14 09:00:00+00:00,,238.43205918968374,-46.14925162765314,523.0133700070205
2025-08-14 10:00:00+00:00,,237.80897129215884,-46.77233952517793,522.3902821094957
2025-08-14 11:00:00+00:00,,247.67453555592806,-36.906775261408825,532.255846373265
2025-08-14 12:00:00+00:00,,313.05668917488424,28.475378357547413,597.637999992221
2025-08-14 13:00:00+00:00,,339.51824432781484,54.93693351047807,624.0995551451517
2025-08-14 14:00:00+00:00,,287.0535236120275,2.4722127946907904,571.6348344293643
2025-08-14 15:00:00+00:00,,264.35420565857663,-20.227105158760196,548.9355164759135
2025-08-14 16:00:00+00:00,,483.6733338382064,199.0920230208696,768.2546446555432
2025-08-14 17:00:00+00:00,,447.3214077812048,162.74009696386798,731.9027185985416
2025-08-14 18:00:00+00:00,,371.62328634102204,87.04197552368527,656.2045971583589
2025-08-14 19:00:00+00:00,,380.9500865983167,96.36877578097995,665.5313974156536
2025-08-14 20:00:00+00:00,,315.15295732052493,30.571646503188106,599.7342681378617
2025-08-14 21:00:00+00:00,,259.20207981035463,-25.379231006982195,543.7833906276915
2025-08-14 22:00:00+00:00,,314.14445532450276,29.563144507165873,598.7257661418396
2025-08-14 23:00:00+00:00,,598.3190142346987,313.73770341736184,882.9003250520354
2025-08-15 00:00:00+00:00,,649.5328160495483,364.9515052322114,934.114126866885
2025-08-15 01:00:00+00:00,,709.7808546578462,425.1995438405095,994.3621654751831
2025-08-15 02:00:00+00:00,,610.7629063981614,326.1815955808245,895.3442172154981
2025-08-15 03:00:00+00:00,,389.2174446599847,104.6361338426479,673.7987554773215
2025-08-15 04:00:00+00:00,,90.61192849858242,-193.96938231875436,375.1932393159192
2025-08-15 05:00:00+00:00,,384.9806458894999,100.39933507216313,669.5619567068368
2025-08-15 06:00:00+00:00,,208.98328995489697,-75.59802086243985,493.56460077223375
2025-08-15 07:00:00+00:00,,119.73435281341676,-164.84695800392,404.3156636307536
2025-08-15 08:00:00+00:00,,137.7349287466384,-146.84638207069838,422.3162395639752
2025-08-15 09:00:00+00:00,,68.56508141878453,-216.01622939855224,353.14639223612136
2025-08-15 10:00:00+00:00,,52.164509592043146,-232.41680122529363,336.74582040938
2025-08-15 11:00:00+00:00,,160.80445993615734,-123.77685088117937,445.38577075349417
2025-08-15 12:00:00+00:00,,352.923213153564,68.34190233622718,637.5045239709008
2025-08-15 13:00:00+00:00,,514.8758846576476,230.29457384031082,799.4571954749845
2025-08-15 14:00:00+00:00,,568.7225129877561,284.1412021704192,853.3038238050929
2025-08-15 15:00:00+00:00,,885.1458804188508,600.5645696015139,1169.7271912361875
2025-08-15 16:00:00+00:00,,817.5649415179698,532.983630700633,1102.1462523353066
2025-08-15 17:00:00+00:00,,687.4008222462473,402.8195114289106,971.9821330635842
2025-08-15 18:00:00+00:00,,594.6534980272949,310.07218720995803,879.2348088446316
2025-08-15 19:00:00+00:00,,602.8030870380912,318.22177622075446,887.384397855428
2025-08-15 20:00:00+00:00,,729.378875244312,444.7975644269752,1013.9601860616488
2025-08-15 21:00:00+00:00,,756.7200301376271,472.1387193202903,1041.301340954964
2025-08-15 22:00:00+00:00,,756.783797682717,472.20248686538025,1041.3651085000538
2025-08-15 23:00:00+00:00,,650.5096567905333,365.92834597319643,935.0909676078701
2025-08-16 00:00:00+00:00,,727.5093843278518,442.928073510515,1012.0906951451886
2025-08-16 01:00:00+00:00,,648.7831148890311,364.20180407169426,933.3644257063679
2025-08-16 02:00:00+00:00,,651.5329340245504,366.9516232072136,936.1142448418873
2025-08-16 03:00:00+00:00,,728.1788727393315,443.59756192199467,1012.7601835566684
2025-08-16 04:00:00+00:00,,645.5593974660169,360.97808664868,930.1407082833537
2025-08-16 05:00:00+00:00,,488.16727754456497,203.58596672722814,772.7485883619017
2025-08-16 06:00:00+00:00,,516.5393015016726,231.95799068433587,801.1206123190095
2025-08-16 07:00:00+00:00,,385.3222645466259,100.74095372928906,669.9035753639627
2025-08-16 08:00:00+00:00,,324.48544855249594,39.90413773515911,609.0667593698328
2025-08-16 09:00:00+00:00,,307.5217114562977,22.940400638960966,592.1030222736346
2025-08-16 10:00:00+00:00,,270.1934350216675,-14.387875795669402,554.7747458390043
2025-08-16 11:00:00+00:00,,266.8741419832278,-17.707168834109098,551.4554528005646
2025-08-16 12:00:00+00:00,,269.22646351985725,-15.354847297479523,553.8077743371941
2025-08-16 13:00:00+00:00,,351.4509157765715,66.86960495923466,636.0322265939083
2025-08-16 14:00:00+00:00,,350.9743210733304,66.39301025599349,635.5556318906672
2025-08-16 15:00:00+00:00,,459.3914763545544,174.81016553721759,743.9727871718912
2025-08-16 16:00:00+00:00,,478.40066188141617,193.8193510640794,762.981972698753
