date,load_ampr_actual,load_ampr_fitted,load_ampr_lower,load_ampr_upper
2025-02-04 00:00:00+00:00,,19015.273,18636.013796056413,19394.53429051275
2025-02-04 01:00:00+00:00,,18669.8,18290.540259016852,19049.06075347319
2025-02-04 02:00:00+00:00,,18750.771,18371.512152691856,19130.032647148197
2025-02-04 03:00:00+00:00,,19019.023,18639.76319985278,19398.28369430912
2025-02-04 04:00:00+00:00,,20039.848,19660.5871858489,20419.10768030524
2025-02-04 05:00:00+00:00,,22105.332,21726.072627276986,22484.593121733327
2025-02-04 06:00:00+00:00,,23896.346,23517.086290716637,24275.606785172975
2025-02-04 07:00:00+00:00,,24658.701,24279.441198213146,25037.961692669487
2025-02-04 08:00:00+00:00,,24942.71,24563.44983248225,25321.970326938586
2025-02-04 09:00:00+00:00,,25296.195,24916.93582581533,25675.45632027167
2025-02-04 10:00:00+00:00,,25573.629,25194.368497931166,25952.888992387503
2025-02-04 11:00:00+00:00,,25596.586,25217.326343429108,25975.846837885445
2025-02-04 12:00:00+00:00,,25133.842,24754.58072121782,25513.10121567416
2025-02-04 13:00:00+00:00,,24752.438,24373.178063286236,25131.698557742573
2025-02-04 14:00:00+00:00,,24685.902,24306.642716601527,25065.163211057865
2025-02-04 15:00:00+00:00,,24670.092,24290.831612767797,25049.352107224135
2025-02-04 16:00:00+00:00,,25047.727,24668.465788470014,25426.986282926355
2025-02-04 17:00:00+00:00,,25232.775,24853.51478746151,25612.03528191785
2025-02-04 18:00:00+00:00,,24918.697,24539.436182568483,25297.95667702482
2025-02-04 19:00:00+00:00,,23989.94,23610.679575830043,24369.200070286384
2025-02-04 20:00:00+00:00,,23112.242,22732.98118286249,23491.50167731883
2025-02-04 21:00:00+00:00,,22004.547,21625.28716629295,22383.807660749288
2025-02-04 22:00:00+00:00,,20643.81,20264.549598950147,21023.070093406484
2025-02-04 23:00:00+00:00,,19555.064,19175.803219936242,19934.32371439258
2025-02-05 00:00:00+00:00,,19081.049,18701.789521163348,19460.31001561969
2025-02-05 01:00:00+00:00,,18829.445,18450.18476943123,19208.705263887572
2025-02-05 02:00:00+00:00,,19139.99,18760.72943880985,19519.24993326619
2025-02-05 03:00:00+00:00,,19918.52,19539.259759702167,20297.780254158504
2025-02-05 04:00:00+00:00,,20939.195,20559.93586325694,21318.45635771328
2025-02-05 05:00:00+00:00,,22710.365,22331.104416050523,23089.624910506864
2025-02-05 06:00:00+00:00,,24324.766,23945.506074951227,24704.026569407564
2025-02-05 07:00:00+00:00,,25035.578,24656.317743771968,25414.838238228305
2025-02-05 08:00:00+00:00,,25258.89,24879.63021196312,25638.15070641946
2025-02-05 09:00:00+00:00,,25189.523,24810.2626030601,25568.78309751644
2025-02-05 10:00:00+00:00,,25207.504,24828.243534448862,25586.7640289052
2025-02-05 11:00:00+00:00,,25036.018,24656.756744415805,25415.277238872146
2025-02-05 12:00:00+00:00,,24788.555,24409.294127006753,25167.81462146309
2025-02-05 13:00:00+00:00,,24188.08,23808.819920186186,24567.340414642524
2025-02-05 14:00:00+00:00,,24220.602,23841.34215784747,24599.86265230381
2025-02-05 15:00:00+00:00,,24398.164,24018.903756969055,24777.424251425393
2025-02-05 16:00:00+00:00,,24749.11,24369.848975070458,25128.3694695268
2025-02-05 17:00:00+00:00,,24803.074,24423.81419131264,25182.334685768976
2025-02-05 18:00:00+00:00,,24677.902,24298.641575834794,25057.16207029113
2025-02-05 19:00:00+00:00,,23582.838,23203.578465334547,23962.098959790885
2025-02-05 20:00:00+00:00,,22535.799,22156.539507703816,22915.060002160153
2025-02-05 21:00:00+00:00,,21317.871,20938.610108584886,21697.130603041223
2025-02-05 22:00:00+00:00,,20107.97,19728.71086125194,20487.231355708278
2025-02-05 23:00:00+00:00,,19119.125,18739.865721775182,19498.386216231524
2025-02-06 00:00:00+00:00,,18915.71,18536.45041196548,19294.97090642182
2025-02-06 01:00:00+00:00,,18517.918,18138.657782023685,18897.178276480023
2025-02-06 02:00:00+00:00,,18544.875,18165.614304813058,18924.1347992694
2025-02-06 03:00:00+00:00,,18849.6,18470.338447916154,19228.858942372495
2025-02-06 04:00:00+00:00,,19518.988,19139.72895175193,19898.24944620827
2025-02-06 05:00:00+00:00,,21697.299,21318.038050358704,22076.55854481504
2025-02-06 06:00:00+00:00,,23198.738,22819.47847100977,23577.998965466108
2025-02-06 07:00:00+00:00,,24268.986,23889.72585067081,24648.24634512715
2025-02-06 08:00:00+00:00,,24590.3,24211.040098792128,24969.560593248465
2025-02-06 09:00:00+00:00,,24493.832,24114.57246089688,24873.092955353222
2025-02-06 10:00:00+00:00,,24492.334,24113.07293540019,24871.593429856526
2025-02-06 11:00:00+00:00,,24476.04,24096.779560249837,24855.300054706175
2025-02-06 12:00:00+00:00,,24181.043,23801.78174857368,24560.30224303002
2025-02-06 13:00:00+00:00,,23547.865,23168.605140745163,23927.125635201504
2025-02-06 14:00:00+00:00,,23336.553,22957.29241685535,23715.81291131169
