date,wind_onshore_rte_actual,wind_onshore_rte_fitted,wind_onshore_rte_lower,wind_onshore_rte_upper
2025-02-28 00:00:00+00:00,,4346.5522,3562.5516788771847,5130.5524708080175
2025-02-28 01:00:00+00:00,,3653.2698,2869.2693072474012,4437.270099178234
2025-02-28 02:00:00+00:00,,4175.937,3391.9364385507893,4959.9372304816225
2025-02-28 03:00:00+00:00,,4462.0527,3678.052389691594,5246.053181622427
2025-02-28 04:00:00+00:00,,2914.3481,2130.347848611191,3698.3486405420235
2025-02-28 05:00:00+00:00,,2513.4646,1729.464331752641,3297.465123683474
2025-02-28 06:00:00+00:00,,4434.962,3650.9617071330003,5218.962499063833
2025-02-28 07:00:00+00:00,,5154.3936,4370.393258164218,5938.394050095051
2025-02-28 08:00:00+00:00,,2537.2954,1753.2950438469716,3321.2958357778043
2025-02-28 09:00:00+00:00,,3311.22,2527.219657659959,4095.2204495907918
2025-02-28 10:00:00+00:00,,3629.1738,2845.1735307335653,4413.1743226643985
2025-02-28 11:00:00+00:00,,4276.0835,3492.083004269255,5060.083796200088
2025-02-28 12:00:00+00:00,,5505.3066,4721.306318399556,6289.30711033039
2025-02-28 13:00:00+00:00,,4455.7505,3671.750005824303,5239.750797755137
2025-02-28 14:00:00+00:00,,4329.746,3545.7458953899973,5113.7466873208305
2025-02-28 15:00:00+00:00,,3524.8865,2740.8861104498346,4308.886902380667
2025-02-28 16:00:00+00:00,,3483.2695,2699.2692206114993,4267.270012542333
2025-02-28 17:00:00+00:00,,4745.2637,3961.2633158235258,5529.2641077543585
2025-02-28 18:00:00+00:00,,4962.7163,4178.715738425581,5746.716530356414
2025-02-28 19:00:00+00:00,,6003.8843,5219.884111102146,6787.884903032978
2025-02-28 20:00:00+00:00,,6569.666,5785.665668515124,7353.666460445957
2025-02-28 21:00:00+00:00,,5990.6294,5206.629003152372,6774.629795083205
2025-02-28 22:00:00+00:00,,5280.401,4496.40051818098,6064.401310111813
2025-02-28 23:00:00+00:00,,5748.2393,4964.238691364879,6532.239483295712
2025-03-01 00:00:00+00:00,,6020.2734,5236.272817723215,6804.2736096540475
2025-03-01 01:00:00+00:00,,6090.615,5306.6148985411755,6874.615690472008
2025-03-01 02:00:00+00:00,,6550.5483,5766.547952757557,7334.548744688391
2025-03-01 03:00:00+00:00,,5701.894,4917.893431897442,6485.894223828274
2025-03-01 04:00:00+00:00,,6314.6255,5530.624968609291,7098.625760540123
2025-03-01 05:00:00+00:00,,6194.7446,5410.7441459615075,6978.744937892341
2025-03-01 06:00:00+00:00,,6056.482,5272.481638613838,6840.482430544671
2025-03-01 07:00:00+00:00,,4395.9946,3611.994351504711,5179.995143435544
2025-03-01 08:00:00+00:00,,5234.0303,4450.030006554649,6018.030798485483
2025-03-01 09:00:00+00:00,,7245.3677,6461.367043129318,8029.367835060151
2025-03-01 10:00:00+00:00,,9475.441,8691.441249248533,10259.442041179365
2025-03-01 11:00:00+00:00,,9946.287,9162.286677060385,10730.287468991217
2025-03-01 12:00:00+00:00,,8759.123,7975.122637292681,9543.123429223513
