date,solar_tenn_actual,solar_tenn_fitted,solar_tenn_lower,solar_tenn_upper
2025-04-07 00:00:00+00:00,,144.0838923850638,-2047.3218726670789,2340.319767798185
2025-04-07 01:00:00+00:00,,403.40409043662385,-1788.236360541337,2599.9208581113667
2025-04-07 02:00:00+00:00,,727.5537558091985,-1462.8666856790355,2924.5295339365257
2025-04-07 03:00:00+00:00,,869.2363508023041,-1322.6224209774405,3065.5529596178094
2025-04-07 04:00:00+00:00,,986.0637738781797,-1207.7208513748983,3183.0333065182504
2025-04-07 05:00:00+00:00,,1902.9530551442667,-287.9425207544682,4099.637017122064
2025-04-07 06:00:00+00:00,,3490.4624343941996,1300.812090928753,5689.267442031102
2025-04-07 07:00:00+00:00,,6112.450061670191,3922.6940124061703,8305.003335866699
2025-04-07 08:00:00+00:00,,9335.782249357004,7142.850269643541,11528.325064757328
2025-04-07 09:00:00+00:00,,11609.680325643587,9425.190299395386,13810.945448421058
2025-04-07 10:00:00+00:00,,12368.858350566461,10167.8865464574,14566.409026803398
2025-04-07 11:00:00+00:00,,12816.160303037532,10627.551514650679,15019.560763970603
2025-04-07 12:00:00+00:00,,11876.742667395853,9676.077697734258,14075.867484491002
2025-04-07 13:00:00+00:00,,11069.220986632537,8878.379681699513,13266.541759331334
2025-04-07 14:00:00+00:00,,9157.41232013452,6962.95573725617,11352.920895476253
2025-04-07 15:00:00+00:00,,6625.344005860854,4432.751240151552,8818.159484044738
2025-04-07 16:00:00+00:00,,3966.7433713813225,1773.6591892817291,6159.869151557003
2025-04-07 17:00:00+00:00,,864.8735986356164,-1332.7117842378384,3056.0830283576856
2025-04-07 18:00:00+00:00,,-742.8982180363992,-2939.4770886618794,1446.3095440826846
2025-04-07 19:00:00+00:00,,-952.8087057987909,-3145.187163935207,1240.1827932140645
2025-04-07 20:00:00+00:00,,-284.42703680955856,-2479.451058474456,1911.405316601331
2025-04-07 21:00:00+00:00,,203.82066808095533,-1987.5691398934055,2398.7954819135543
2025-04-07 22:00:00+00:00,,385.2404242412931,-1803.4633033324449,2580.6829990286305
2025-04-07 23:00:00+00:00,,509.7995394379295,-1680.0884628259514,2703.5851130745486
2025-04-08 00:00:00+00:00,,79.2643958249555,-2113.432374198343,2275.1397277256037
2025-04-08 01:00:00+00:00,,448.00404547759763,-1741.4869675198292,2643.2002765138027
2025-04-08 02:00:00+00:00,,653.0830937293886,-1536.5608788913682,2847.497563842451
2025-04-08 03:00:00+00:00,,782.0672923354639,-1407.9981690410164,2976.060273692803
2025-04-08 04:00:00+00:00,,913.4246932309868,-1279.2097148598555,3107.6206360589294
2025-04-08 05:00:00+00:00,,2058.4999745142195,-134.28793417767747,4250.989317686998
2025-04-08 06:00:00+00:00,,3461.011380638083,1271.9201855744734,5659.202451156584
2025-04-08 07:00:00+00:00,,5704.214118437375,3515.2605519979584,7895.874088458289
2025-04-08 08:00:00+00:00,,9005.695245925708,6817.99977171793,11207.329886308478
2025-04-08 09:00:00+00:00,,11488.961079307,9293.867228393916,13683.623721941103
2025-04-08 10:00:00+00:00,,11070.725181204192,8873.871060068179,13260.752651599983
2025-04-08 11:00:00+00:00,,10446.394778328058,8254.177611044759,12641.07765445515
2025-04-08 12:00:00+00:00,,9482.834772055108,7288.796719953727,11677.937238402945
2025-04-08 13:00:00+00:00,,7416.231331716335,5216.544838127352,9608.657316486653
2025-04-08 14:00:00+00:00,,6258.4650045269755,4065.8706524350273,8451.816474695908
2025-04-08 15:00:00+00:00,,4803.34875538069,2611.9330966217544,6997.236784673636
2025-04-08 16:00:00+00:00,,2900.176045314635,700.3472647193116,5095.4370274173925
2025-04-08 17:00:00+00:00,,364.17510397656633,-1836.985355583261,2553.9175025596837
2025-04-08 18:00:00+00:00,,-502.06707965409805,-2694.5485614533995,1691.2017762941737
2025-04-08 19:00:00+00:00,,5931.005016950138,3737.2815619681714,8149.801929903331
2025-04-08 20:00:00+00:00,,-264.90476860065246,-2456.7108956928964,1929.6288974599047
2025-04-08 21:00:00+00:00,,123.71931565088926,-2069.8818693269754,2316.01297690559
2025-04-08 22:00:00+00:00,,317.924060295612,-1874.5348255993845,2511.9835039938985
2025-04-08 23:00:00+00:00,,-451881.8142328944,-650540.9879979484,-148213.0786080601
2025-04-09 00:00:00+00:00,,-452521.3633487338,-651178.4328726334,-148859.16778057616
2025-04-09 01:00:00+00:00,,156.01187140364482,-2034.5883763930228,2351.252325654489
2025-04-09 02:00:00+00:00,,-226887.44311443923,-326604.5479471569,-74624.56919384334
2025-04-09 03:00:00+00:00,,328.1238653109499,-1867.3182146890708,2519.9144754829567
2025-04-09 04:00:00+00:00,,665.7189454192153,-1527.7563891196992,2858.930138823287
2025-04-09 05:00:00+00:00,,1656.3450633790003,-538.0717380637507,3847.626674141012
2025-04-09 06:00:00+00:00,,3058.4268877981885,866.5696655940515,5249.12352669952
2025-04-09 07:00:00+00:00,,5475.060746742549,3278.485652949493,7666.358828548764
2025-04-09 08:00:00+00:00,,8118.387226268862,5922.786973517102,10319.984986945687
2025-04-09 09:00:00+00:00,,10081.231583335084,7893.831509524334,12280.771610491041
2025-04-09 10:00:00+00:00,,11106.290925994692,8905.796364413169,13300.439242305569
2025-04-09 11:00:00+00:00,,9005.827760227863,6806.784057843024,11195.337735885329
2025-04-09 12:00:00+00:00,,8457.09226821806,6262.291243529098,10652.350273252641
2025-04-09 13:00:00+00:00,,6310.414880519744,4114.272789637703,8504.50178202113
2025-04-09 14:00:00+00:00,,5677.4065554855315,3473.336821328097,7871.00758925964
