date,solar_tenn_actual,solar_tenn_fitted,solar_tenn_lower,solar_tenn_upper
2025-04-27 10:00:00+00:00,14343.5,14206.545896149786,12009.272216858135,16395.0045576195
2025-04-27 11:00:00+00:00,14151.75,14436.473169074341,12243.855648419918,16629.2117159331
2025-04-27 12:00:00+00:00,13220.25,13796.138851880038,11602.157811739135,15995.676089370882
2025-04-27 13:00:00+00:00,12238.25,12159.47286377775,9962.00259163931,14356.436400892057
2025-04-27 14:00:00+00:00,10520.500000000002,10302.196502905806,8110.989611258123,12500.975614464896
2025-04-27 15:00:00+00:00,8475.5,7984.618857094594,5792.034479030346,10179.422013361927
2025-04-27 16:00:00+00:00,4740.75,5073.87933644415,2876.125735230331,7267.616539792429
2025-04-27 17:00:00+00:00,1374.75,2325.6769959691196,139.04059306080399,4522.2867852391
2025-04-27 18:00:00+00:00,112.0,472.83093857708127,-1723.9651954028136,2662.0525162363056
2025-04-27 19:00:00+00:00,0.25,-128.90444011220643,-2326.1967124170483,2061.13585146305
2025-04-27 20:00:00+00:00,0.0,-335.1184141586368,-2531.9874554278945,1855.195305515304
2025-04-27 21:00:00+00:00,0.0,107.78791801515126,-2085.7016854630288,2298.030077000051
2025-04-27 22:00:00+00:00,0.0,402.073970074483,-1789.4045459884314,2592.0640832518816
2025-04-27 23:00:00+00:00,0.0,516.0996561692155,-1680.175232326314,2705.4733176073364
2025-04-28 00:00:00+00:00,0.0,13.102281159515314,-2176.2330882929878,2211.1459999951235
2025-04-28 01:00:00+00:00,0.0,180.2559197700789,-2010.7501751862724,2378.3362381435113
2025-04-28 02:00:00+00:00,0.0,315.2027605498656,-1876.5226932266673,2510.245300329915
2025-04-28 03:00:00+00:00,2.25,632.228685048985,-1560.605735293429,2829.34831502808
2025-04-28 04:00:00+00:00,612.75,883.9127618536493,-1305.268445787795,3073.1156829684887
2025-04-28 05:00:00+00:00,3144.25,2395.206756669467,205.34537264642586,4589.589062536593
2025-04-28 06:00:00+00:00,7366.0,4959.720010868266,2765.086069516159,7152.19535127093
2025-04-28 07:00:00+00:00,11377.75,8600.810257434217,6412.447619561926,10801.646855448276
2025-04-28 08:00:00+00:00,14151.0,11399.949289530417,9209.826735667926,13595.910459695933
