number,value,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_lags_choice,params_lags_target,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_choice,params_reg_alpha,params_reg_lambda,params_spatial_agg_method,params_subsample,params_turbulence_window,params_vapor_pressure,state
0,2685.3102701811163,0.6004531342637205,True,True,True,False,True,False,False,True,False,True,large,12.0,0.083187504955139,6,83,0.2853836984694258,807,39,none,0.0045768500272582325,0.39179543046904886,distance_n_turbines,0.7128952446199048,0,False,COMPLETE
1,2113.8629513279466,0.67963967929013,False,False,False,False,False,True,True,False,True,True,small,1.0,0.052380367775512096,11,61,0.17075714964630145,806,44,large,1.9436493743256907e-05,0.037302287175805,distance_capacity,0.803909206927381,0,False,COMPLETE
2,2451.178063668606,0.7839371676276291,True,True,True,True,False,False,True,True,True,True,none,6.0,0.1919152073773233,3,75,0.20124407787380028,342,18,none,1.846442371449565e-08,0.01850310108230249,distance_capacity,0.8224397533202503,2,False,COMPLETE
3,2436.3401439886343,0.5292795149585396,True,True,False,True,True,False,True,True,True,True,none,1.0,0.09495666272874145,8,44,0.09032995586981829,836,19,large,0.39291393262791546,3.179282580541678e-06,mean,0.8015214014487597,0,True,COMPLETE
4,2802.554630400991,0.9036675726681465,True,True,True,False,False,False,False,True,False,False,small,6.0,0.1070466866460769,9,40,0.45257362783340416,570,75,large,0.013379582682579572,8.976662935539778e-06,capacity,0.6547818901311693,0,False,COMPLETE
5,2300.3612085396994,0.6537029095954208,True,False,True,True,True,True,False,True,False,True,large,12.0,0.031103914303894836,8,96,0.12489380697692365,824,117,large,1.988345189016948e-06,5.52918977682549e-08,mean,0.9664271048862201,0,True,COMPLETE
6,1972.28132388498,0.9493517302613155,True,True,True,False,False,True,False,False,False,False,large,1.0,0.10839670851758867,16,89,0.3861216186789971,778,41,large,3.7388300461047925e-07,2.4691298225418675e-07,distance_capacity,0.5859694512762,6,True,COMPLETE
7,2225.522884795865,0.6189665088548089,False,True,True,False,False,True,True,True,True,True,large,,0.014513048877487146,12,79,0.3855111903509592,871,105,none,0.000247599019449781,3.775378188967098e-05,max,0.7112257411412592,2,False,COMPLETE
8,2220.497468545293,0.8296482040988306,True,True,True,True,False,True,True,False,False,True,small,12.0,0.044621693946420196,8,48,0.33856507913350553,714,92,none,1.0856745679653543e-05,0.9025553060502398,distance_capacity,0.7627795934012573,2,False,COMPLETE
9,3857.4459673249935,0.7106050963364094,True,True,True,True,False,False,False,False,True,False,large,6.0,0.03201661570124787,11,68,0.007694080358277844,690,143,large,0.18994231638806758,7.593217253847691e-08,mean,0.8400062807595844,2,True,COMPLETE
10,2916.135159958141,0.9910697148539508,False,False,False,False,True,True,False,False,False,False,large,1.0,0.2565882510065564,16,11,0.494856844305208,1000,65,small,1.1052147733280035e-08,1.4779555451597612e-08,idw,0.5102955751501036,6,True,COMPLETE
11,2047.3419703898774,0.8750452743769355,False,False,False,False,False,True,True,False,True,False,small,1.0,0.059233255964101804,16,96,0.2095285349259225,559,53,large,4.334513828112117e-07,0.004211945307611265,None,0.5759286019449801,6,True,COMPLETE
12,2014.3920749185118,0.9154875808607202,False,False,False,False,False,True,False,False,True,False,small,1.0,0.15811734896868454,16,100,0.2711410419182835,520,51,small,3.9856336657693174e-07,0.0010230553711121533,None,0.5386634421102496,6,True,COMPLETE
