number,value,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_lags_choice,params_lags_target,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_choice,params_reg_alpha,params_reg_lambda,params_spatial_agg_method,params_subsample,params_turbulence_window,params_vapor_pressure,state
13,2197.3942114368615,0.9805196885475493,False,False,False,False,False,True,False,False,False,False,small,1.0,0.1589762505142423,14,95,0.3023935285686197,414,34,small,3.159882687832397e-07,0.00033827501276214667,None,0.5931917497330691,6,True,COMPLETE
14,1333.2789604753993,0.9375294108150163,False,False,False,False,False,True,False,False,False,False,none,,0.13553197291742353,14,29,0.3914326866857789,491,60,small,1.1983643619053208e-07,1.1173608161308893e-06,None,0.5107944662790269,6,True,COMPLETE
15,1730.6185026306946,0.7707851865480441,False,False,False,False,False,True,False,False,False,False,none,,0.2796670359603271,14,27,0.40129197196160554,441,71,small,6.080071240108926e-08,3.182096768076525e-07,distance_n_turbines,0.6312465325816411,6,True,COMPLETE
16,1775.3032518184712,0.7726325002361879,False,False,False,False,False,True,False,False,False,False,none,,0.2672852426677227,13,23,0.3989418789966025,447,83,small,5.22452598488781e-08,1.0170619391078488e-06,distance_n_turbines,0.6411697182497249,6,True,COMPLETE
17,1743.7224232927801,0.8319464417050351,False,False,False,False,False,True,False,False,False,False,none,,0.2785657659773487,14,31,0.44523715605621483,329,65,small,0.0003113061121032869,3.575653186042123e-05,distance_n_turbines,0.6585878433888395,6,True,COMPLETE
18,1657.854626568674,0.7273014123582382,False,False,False,False,True,True,False,False,False,False,none,,0.1818827289691199,14,10,0.34260549665163953,464,122,small,6.431010741639908e-06,6.899867102517395e-07,idw,0.5398002067281767,6,True,COMPLETE
19,1646.202960114774,0.7117776241431106,False,False,False,False,True,True,False,False,False,False,none,,0.14381047790406232,11,6,0.3344979868551758,608,148,small,1.9850383269810066e-05,4.496483302326377e-06,idw,0.5055219638664785,6,True,COMPLETE
20,1617.4807646788158,0.5116120534787161,False,False,False,False,True,True,False,False,False,False,none,,0.01615492172175146,10,18,0.32662494852426605,625,139,small,7.618047182947112e-05,7.928335375014407e-06,idw,0.5038231034643135,6,True,COMPLETE
21,1606.7345312934758,0.517249216150302,False,False,False,False,True,True,False,False,False,False,none,,0.010576589415796851,10,5,0.32878229007189175,613,149,small,0.0010199414168209234,7.556273459551597e-06,idw,0.5055584378304818,6,True,COMPLETE
22,1585.1894753985423,0.5223145850855033,False,False,False,False,True,True,False,False,False,False,none,,0.010148857554097659,6,21,0.23726653280920618,639,122,small,0.0022953150232554705,0.00010932162070436323,idw,0.548539438160133,6,True,COMPLETE
23,1531.1632845554166,0.5541137922323601,False,False,False,False,True,True,False,False,False,False,none,,0.01093056377510103,5,35,0.23943280942515963,684,132,small,0.00221339509514054,0.00024264285363072548,idw,0.5628788746413124,6,True,COMPLETE
24,2086.9519567507673,0.5798876031473643,False,False,False,False,True,True,False,False,False,False,none,,0.01902662474361928,5,36,0.24216794596569785,701,126,small,0.021822153084159582,0.0003839345804136999,capacity,0.5651513343088962,6,True,COMPLETE
25,2254.1288211054302,0.5639674020316628,False,False,False,False,True,True,False,False,False,False,none,,0.010252416880119904,5,53,0.2388493831008216,527,106,small,0.0039828194135317465,9.248278079890653e-05,max,0.9229050590333517,6,True,COMPLETE
26,1318.551100407595,0.6412572818900781,False,False,False,True,True,False,False,False,False,False,none,,0.02393433642927195,3,19,0.1462920736617923,662,133,small,0.028293099934552063,0.0019656902881467113,None,0.6109109202576773,6,True,COMPLETE
27,1309.1765495725433,0.6437812787259688,False,False,False,True,True,False,False,False,False,False,none,,0.021083464550528893,3,33,0.1310088266886484,916,133,small,0.060833920132599105,0.005700703957223093,None,0.6101451821540452,6,True,COMPLETE
28,1318.0045257548336,0.6575433646234599,False,False,False,True,True,False,False,False,False,False,none,,0.02589313448610024,3,16,0.06038357517458136,933,98,small,0.11456068604609976,0.0027763521149433614,None,0.7044329357388156,6,True,COMPLETE
29,1588.93682943915,0.6218530704640381,False,False,False,True,True,False,False,True,False,False,none,12.0,0.026025627177789244,3,16,0.04879968960081913,924,108,none,0.0707687796525414,0.18004766402010966,None,0.7024157256437386,2,False,COMPLETE
