date,biomass_tran_actual,gas_tran_actual,hard_coal_tran_actual,oil_tran_actual,renewables_tran_actual,biomass_tran_fitted,gas_tran_fitted,hard_coal_tran_fitted,oil_tran_fitted,renewables_tran_fitted,biomass_tran_lower,gas_tran_lower,hard_coal_tran_lower,oil_tran_lower,renewables_tran_lower,biomass_tran_upper,gas_tran_upper,hard_coal_tran_upper,oil_tran_upper,renewables_tran_upper
2025-09-23 00:00:00+00:00,,,,,,574.2868327918429,208.34950346009157,371.9727417082672,0.3651013781828514,697.3593499132204,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-09-23 01:00:00+00:00,,,,,,446.62880047047554,283.4415392988681,971.2929284260799,0.5085224689523251,692.5813127322565,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-09-23 02:00:00+00:00,,,,,,453.4627839935044,271.0281600512113,913.6228844570555,0.7440332015156201,695.9573558225128,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-09-23 03:00:00+00:00,,,,,,480.76920922082587,262.1076316371251,753.1532240729682,0.4848229602280254,852.8785426972221,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-09-23 04:00:00+00:00,,,,,,506.8820939846836,267.91565477753,1077.779860359327,1.9813927761616745,1323.6949710408385,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-09-23 05:00:00+00:00,,,,,,522.8981491741616,275.4452173769581,1349.4082552799168,1.9615252278222655,1592.6707777902452,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-09-23 06:00:00+00:00,,,,,,510.5840951576684,281.19458542105235,906.1620370279936,3.1107101962839137,1558.6021124231615,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-09-23 07:00:00+00:00,,,,,,501.937742615354,272.2161064515247,790.1880431739137,3.5507471684173826,1334.4743543992208,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-09-23 08:00:00+00:00,,,,,,444.58777932321607,283.85798954917936,899.1497559120903,6.605244651689597,1181.200780937461,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-09-23 09:00:00+00:00,,,,,,432.8597762895279,292.8660876734766,783.6265826829568,17.774364970911137,982.2346078956939,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-09-23 10:00:00+00:00,,,,,,421.5189819896655,290.96047525884836,652.2424098664865,8.90460653329395,824.458830269899,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-09-23 11:00:00+00:00,,,,,,422.5570119978679,289.24376735717783,546.6065290219414,10.375748867718059,786.2225600076107,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-09-23 12:00:00+00:00,,,,,,398.7692393190257,289.252939787235,546.8321627867095,21.060661060226312,768.7718791868392,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-09-23 13:00:00+00:00,,,,,,448.61379943355774,282.1509418026185,531.0807413635703,17.45351781941114,774.0657949359058,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-09-23 14:00:00+00:00,,,,,,426.09644378198226,288.0215542801647,713.8592681725522,5.371746322149631,922.4320885218915,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-09-23 15:00:00+00:00,,,,,,459.5659076202714,301.71866165336496,909.0929949549317,4.138996008155983,1142.4281485813472,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-09-23 16:00:00+00:00,,,,,,498.90394259844527,294.9851851014839,1001.8151228071365,2.9252732802306305,1479.1146488327586,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
2025-09-23 17:00:00+00:00,,,,,,510.6971124657272,295.5715544398077,957.2481207332614,3.226811133166193,1631.2645606044837,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921,491.041617063492,287.06683779761903,951.4911929563492,5.0788392857142854,929.1011483134921
