number,value,params_cloud_lags_option,params_colsample_bytree,params_compute_air_density,params_compute_cloud_cover_fraction,params_compute_cooling_degree_hours,params_compute_dew_point_spread,params_compute_effective_solar,params_compute_heating_degree_hours,params_compute_humidex,params_compute_pressure_trend,params_compute_rain_indicator,params_compute_temp_gradient,params_compute_wind_chill,params_compute_wind_components,params_compute_wind_power_density,params_compute_wind_speed_gradient,params_drop_basic_meteo_features,params_drop_rad_meteo_features,params_drop_wind_meteo_features,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_option,params_reg_alpha,params_reg_lambda,params_rolling_temp_option,params_spatial_agg_method,params_subsample,params_temp_lags_option,params_use_base_models_pred_intervals,state
0,1675.4050543247874,medium,0.7835001569632694,True,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,0.060654630872212144,12,66,0.3793550718917102,723,59,none,9.820589592410768e-06,0.0022943810315896895,long,energy,0.8610307143179061,small,True,COMPLETE
1,1534.2175545396385,small,0.6739004002033526,True,True,True,True,False,False,True,False,False,True,True,True,False,False,True,False,True,0.11721893229095735,16,44,0.42866091984873944,896,78,small,0.011985027833708455,0.05769415423816929,long,distance_energy,0.7732529210764372,small,False,COMPLETE
2,1607.5235084801586,none,0.7102317411271031,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,True,0.11067314824927846,9,82,0.14078995406839429,936,120,small,0.011851448250904017,0.5237302397510016,long,None,0.6157537523835248,medium,False,COMPLETE
3,1697.3462150989005,medium,0.7304902411252259,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,0.010084437349411553,9,45,0.23931506325556845,937,125,small,0.00013208552585786847,0.001998616018532125,short,max,0.534815145823319,small,False,COMPLETE
4,1517.272866702031,none,0.9697987746053537,False,False,False,True,True,False,True,True,False,True,False,True,True,False,False,False,False,0.010113121409793584,15,93,0.12057235894595653,979,148,medium,1.961428485958293e-05,0.46350142119654053,none,None,0.8175036786737062,none,True,COMPLETE
5,1475.806639062653,small,0.8530858606149083,True,False,True,False,True,True,False,False,False,False,True,True,False,True,True,False,True,0.13917443571136512,9,83,0.3492626997630042,460,34,none,7.227070588301439e-05,0.0001054324087857425,none,mean,0.6548129216404133,small,False,COMPLETE
6,1591.301061261479,none,0.7775132899269253,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,False,False,0.021302705240476557,7,40,0.04525892593296771,696,77,small,6.128103697616459e-06,0.9165874021283983,long,distance_population,0.6711464566409383,medium,False,COMPLETE
7,1402.3909908380112,small,0.645532366144155,False,False,False,True,False,False,True,False,False,True,True,True,False,False,True,False,True,0.051121712998276586,4,60,0.26181702893509984,448,102,medium,1.2438957241317059e-05,7.058800100942345e-06,short,max,0.60164406194288,none,False,COMPLETE
8,1617.297974389782,medium,0.893335245595196,False,False,True,True,False,True,True,False,True,False,True,False,True,False,True,True,False,0.12199980910616288,14,13,0.38339299350397593,611,49,small,1.142308595928567e-05,0.5922041726087192,long,max,0.9520071307192965,small,True,COMPLETE
9,1487.9403828078284,medium,0.8973285108433386,False,True,True,True,True,False,False,False,True,False,False,False,False,True,True,True,True,0.025467019733997676,3,47,0.168172321750155,859,74,none,2.2210153907138452e-08,0.7585047890166817,long,energy,0.8884429926786965,medium,False,COMPLETE
10,1453.4061286644585,small,0.5386707831305418,False,True,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,0.2492389735554311,4,21,0.49655127647642733,308,12,medium,1.1164161602699466e-08,4.148734296639464e-08,short,population,0.5012088838854287,none,True,COMPLETE
11,1438.3834318688423,small,0.527715706935791,False,True,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,0.26049999733658785,3,12,0.49176403299518623,306,17,medium,7.524335521957096e-08,1.2842202921615121e-08,short,population,0.5558408498590527,none,True,COMPLETE
12,1440.477691370778,small,0.5030509516943225,False,True,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,0.05482894015471365,5,61,0.3010920722722066,329,104,medium,1.7831524122185957e-07,1.513862236150179e-08,short,population,0.5844884009232079,none,True,COMPLETE
