number,value,params_cloud_lags_option,params_colsample_bytree,params_compute_air_density,params_compute_cloud_cover_fraction,params_compute_cooling_degree_hours,params_compute_dew_point_spread,params_compute_effective_solar,params_compute_heating_degree_hours,params_compute_humidex,params_compute_pressure_trend,params_compute_rain_indicator,params_compute_temp_gradient,params_compute_wind_chill,params_compute_wind_components,params_compute_wind_power_density,params_compute_wind_speed_gradient,params_drop_basic_meteo_features,params_drop_rad_meteo_features,params_drop_wind_meteo_features,params_lags_target,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_precip_lags_option,params_reg_alpha,params_reg_lambda,params_rolling_temp_option,params_spatial_agg_method,params_subsample,params_temp_lags_option,state
0,660.093287381555,medium,0.5130277023681479,True,False,True,False,False,False,True,False,False,False,True,True,False,True,True,False,True,,0.016908031761892223,6,6,645,medium,8.41562910350487e-08,6.22755015859915e-07,long,population,0.9195328749327405,none,COMPLETE
1,600.060123830535,small,0.7891912327676402,False,True,False,False,True,True,False,False,False,False,True,True,True,True,True,False,True,,0.08409437780219461,7,9,960,small,4.437724726358078e-06,0.1037957979406772,short,idw,0.9720482371741017,none,COMPLETE
2,771.2711118574331,none,0.7414771876367815,True,False,False,False,True,True,True,False,False,False,True,True,False,False,True,True,True,,0.05750560181551687,6,7,815,small,3.3501154945969915e-08,7.052463627718834e-08,none,distance_population,0.6288902482685358,small,COMPLETE
3,559.8860022179389,medium,0.6334219735905853,False,True,True,False,True,False,False,False,False,True,False,True,True,False,True,True,False,12.0,0.048828560588672736,5,4,538,small,5.878020809929231e-06,9.076934505150786e-06,long,population,0.7971388419905691,none,COMPLETE
4,513.6488721105505,medium,0.8863515747088282,False,True,False,True,True,True,True,False,True,False,False,True,False,False,True,False,False,6.0,0.03151127841506755,5,1,399,none,1.3113252666823341e-05,0.2513840782890775,short,max,0.8331752918303641,small,COMPLETE
5,701.4820288755371,medium,0.9609491677432092,True,True,True,True,True,True,False,False,True,False,False,True,False,True,True,False,True,12.0,0.17330797865860498,9,5,311,medium,9.001717319371663e-05,5.470258374120727e-08,long,idw,0.8803650622814404,none,COMPLETE
6,912.5135760208655,none,0.8211908030822241,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False,,0.043601096066719275,5,10,916,none,4.6736781846435766e-05,0.0031131951439893426,long,distance_population,0.7039826882311773,medium,COMPLETE
7,651.0565429655747,small,0.8040043324085915,True,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,,0.031168469576603297,8,10,497,medium,7.502378214469448e-07,0.0007540724595842466,none,population,0.6653834634632307,small,COMPLETE
8,585.3770569804745,none,0.9856823752548427,False,False,True,False,True,True,True,False,True,False,True,True,True,False,True,True,True,1.0,0.07063046965329357,8,5,396,small,0.4271935303456908,3.3534145227105555e-06,short,distance_energy,0.6702307804892706,small,COMPLETE
9,678.7546079464237,medium,0.7123000911840419,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,True,1.0,0.010838633932229292,9,9,623,small,0.0007425241163610522,9.472347110881223e-08,none,idw,0.7181905604176064,none,COMPLETE
10,648.2160199256595,medium,0.8948387150289974,False,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,6.0,0.25020100152217156,3,1,776,none,0.003411492919955429,0.6159305420926708,short,max,0.5211934198755765,medium,COMPLETE
11,644.330778491874,medium,0.6313201584618318,False,True,True,True,True,False,False,True,False,True,False,False,True,False,True,True,False,12.0,0.02646348798312247,4,1,479,none,7.363364824553535e-06,1.9537847470418012e-05,short,max,0.8114024653780787,small,COMPLETE
12,512.673581035061,medium,0.6016434030611861,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,False,False,6.0,0.10423621320245194,5,3,535,none,0.004773686560352743,0.00012485269033723305,long,energy,0.801447960304225,none,COMPLETE
13,770.6317180271677,medium,0.5070837263040323,False,True,False,True,True,False,False,False,True,True,False,False,True,False,True,False,False,6.0,0.11516649854097963,3,3,310,none,0.02828085702505511,0.009513240856098499,long,energy,0.833087355748519,small,COMPLETE
14,422.4792627222956,medium,0.6068549710675684,False,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,6.0,0.1235509039856486,5,2,410,none,0.0015610918830343478,0.0005006878733843494,short,mean,0.7799527056837912,medium,COMPLETE
15,533.2117586948475,small,0.6076314122090777,False,True,True,True,True,False,False,True,False,True,False,False,True,False,True,False,False,6.0,0.12204961053635596,4,3,571,none,0.014305691387794115,0.00017301581667440683,long,mean,0.770287586040283,medium,COMPLETE
16,553.3576859742241,medium,0.5696512991278163,False,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,6.0,0.28195535957719614,7,3,720,none,0.0007037694520597598,0.00012223470365864379,short,None,0.5893646266991472,medium,COMPLETE
17,589.1163746239007,medium,0.6756187747519236,False,True,True,True,True,False,False,True,False,True,False,False,True,False,True,False,False,6.0,0.15627969421556714,4,2,420,none,0.799354676480722,0.01811170927060332,short,mean,0.8896651678849677,medium,COMPLETE
18,587.557542483562,small,0.5614713786231109,False,True,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,6.0,0.09676880326376786,10,4,583,none,0.04958398917304368,0.0010592343625954342,long,energy,0.747302620545124,medium,COMPLETE
19,537.3131166713167,none,0.6932701988901514,False,True,True,True,True,False,True,True,False,True,False,False,True,False,True,False,False,6.0,0.1950820674316859,6,2,450,none,0.0007226684234782442,4.870976058310419e-05,none,energy,0.9900732934414812,none,COMPLETE
20,549.4461099196818,medium,0.5783663476560134,False,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,1.0,0.13381918835824413,5,7,704,medium,0.0034068024256358872,2.495341083738185e-06,long,mean,0.927790356186293,medium,COMPLETE
21,560.2045286971197,medium,0.8703280903417188,False,True,False,True,True,True,True,False,True,False,False,False,False,False,True,False,False,6.0,0.03383568493501543,5,1,376,none,4.422463935329659e-05,0.5016690645456667,short,max,0.8485222749972126,small,COMPLETE
22,569.0098241491229,medium,0.9298038240792416,False,True,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,6.0,0.021092631893156393,4,2,358,none,0.00044668816964179864,0.04070536916322406,short,None,0.774693976819978,small,COMPLETE
23,552.2047445922492,medium,0.7684360528819931,False,True,False,True,True,True,True,False,True,False,False,False,False,False,True,False,False,6.0,0.06656181641402255,5,2,519,none,0.006002571842420183,0.0005154763869658701,short,distance_energy,0.8464557493073275,none,COMPLETE
