date,wind_onshore_tenn_actual,wind_onshore_tenn_fitted,wind_onshore_tenn_lower,wind_onshore_tenn_upper
2025-04-21 00:00:00+00:00,,516.7750667185419,-2701.6337780973026,3737.858977848363
2025-04-21 01:00:00+00:00,,20.870271960149694,-3190.307873681377,3239.3343676070112
2025-04-21 02:00:00+00:00,,723.4955194964014,-2489.2882614869895,3944.4345406954217
2025-04-21 03:00:00+00:00,,997.0976389188272,-2212.042690634974,4215.288313759247
2025-04-21 04:00:00+00:00,,548.9795205633418,-2658.279803523097,3768.935713954592
2025-04-21 05:00:00+00:00,,591.1138388340505,-2620.3577565199075,3811.285650829206
2025-04-21 06:00:00+00:00,,1342.986095096372,-1870.479647570456,4567.481853767726
2025-04-21 07:00:00+00:00,,389.2504318414776,-2831.9235995192557,3601.275924786708
2025-04-21 08:00:00+00:00,,1417.3155943471293,-1794.3560979545337,4641.623710262783
2025-04-21 09:00:00+00:00,,645.3339997419371,-2565.0330290808633,3866.4717412149275
2025-04-21 10:00:00+00:00,,392.30298242791014,-2822.773954233411,3613.1158292084547
2025-04-21 11:00:00+00:00,,540.5404647583518,-2679.2231128220246,3761.0544043515765
2025-04-21 12:00:00+00:00,,1563.4785229783042,-1653.6472931262097,4775.624324790818
2025-04-21 13:00:00+00:00,,2237.1507622692843,-985.8183793600656,5449.8339223798785
2025-04-21 14:00:00+00:00,,2044.9654386590591,-1167.8518771773088,5255.156469735215
2025-04-21 15:00:00+00:00,,2433.040064863113,-781.4810524251106,5658.004935648864
2025-04-21 16:00:00+00:00,,1494.0162481916068,-1710.7314409461978,4715.464828328664
2025-04-21 17:00:00+00:00,,266.64506871885624,-2948.3544587964716,3479.581678319721
2025-04-21 18:00:00+00:00,,-571.7237434658637,-3781.298287899712,2647.8010201305133
2025-04-21 19:00:00+00:00,,-1038.5497011291127,-4248.20026157919,2185.85978781304
2025-04-21 20:00:00+00:00,,-1166.5002680764937,-4371.799571828014,2056.761793910818
2025-04-21 21:00:00+00:00,,-1765.7299156101699,-4975.222501338472,1457.9113063082768
2025-04-21 22:00:00+00:00,,-805.0448167348986,-4013.98719156048,2407.958013781917
2025-04-21 23:00:00+00:00,,-456.0101144993969,-3667.8100417466085,2760.026461451422
2025-04-22 00:00:00+00:00,,-350.6758278441348,-3567.1378638551814,2865.197945496803
2025-04-22 01:00:00+00:00,,-1396.777063110023,-4613.235570980847,1819.399672918039
2025-04-22 02:00:00+00:00,,-311.43813058041724,-3521.14481278504,2907.0170389678456
2025-04-22 03:00:00+00:00,,-793.3422627917662,-4006.3811300965062,2421.971618469486
2025-04-22 04:00:00+00:00,,-851.772564849336,-4067.709109868765,2360.960526150358
2025-04-22 05:00:00+00:00,,247.99310829666138,-2971.4411549591478,3451.974140780786
2025-04-22 06:00:00+00:00,,-313.508843005352,-3532.1023063370885,2898.15119815916
2025-04-22 07:00:00+00:00,,-377.7352930390034,-3593.0122612543037,2840.083490257639
2025-04-22 08:00:00+00:00,,677.9032431183714,-2542.0590316270554,3879.7753063709283
2025-04-22 09:00:00+00:00,,783.921341689871,-2438.3566331769616,4001.022509267076
2025-04-22 10:00:00+00:00,,1776.9380590038431,-1432.4173901710656,5002.042484194505
2025-04-22 11:00:00+00:00,,2337.0420535498315,-882.8557751017415,5558.318068340642
2025-04-22 12:00:00+00:00,,2396.6942308447565,-818.0674891774588,5627.0075884233365
2025-04-22 13:00:00+00:00,,2281.3047199490898,-931.1747282576152,5504.904854667007
2025-04-22 14:00:00+00:00,,2477.757749071524,-736.5524808235814,5700.898391519572
2025-04-22 15:00:00+00:00,,3166.056462212278,-51.25529773659855,6391.8892081424165
2025-04-22 16:00:00+00:00,,2379.0299292670725,-830.6161847659723,5605.055752314122
2025-04-22 17:00:00+00:00,,1691.092544288539,-1518.1718204579965,4912.585411357129
2025-04-22 18:00:00+00:00,,1260.1200964906575,-1955.956510099365,4485.153569781032
2025-04-22 19:00:00+00:00,,735.2415682118581,-2477.4847778209833,3954.381127437996
2025-04-22 20:00:00+00:00,,636.4717844342285,-2576.956408936114,3859.7186397524583
2025-04-22 21:00:00+00:00,,210.40483435304304,-3000.472820723644,3428.0697248022784
2025-04-22 22:00:00+00:00,,542.7947907594389,-2677.2365501111726,3756.383268370233
2025-04-22 23:00:00+00:00,,1460.37753856993,-1756.183675003981,4679.864966684522
2025-04-23 00:00:00+00:00,,627.2114806689297,-2594.6410169376795,3837.2230344131613
2025-04-23 01:00:00+00:00,,169.375519436373,-3046.4659229056288,3382.6302182944137
2025-04-23 02:00:00+00:00,,200.51462754071235,-3016.377242556946,3414.118286141783
2025-04-23 03:00:00+00:00,,292.4151213724872,-2929.2654140935865,3506.5920028682526
2025-04-23 04:00:00+00:00,,45.45668843918156,-3177.80580609376,3266.334459235126
2025-04-23 05:00:00+00:00,,-139.74063820039464,-3343.3901288820525,3086.192312715221
2025-04-23 06:00:00+00:00,,-150.80558389203998,-3354.1307384568754,3076.188133084404
2025-04-23 07:00:00+00:00,,-567.3922344657476,-3777.9777431572456,2660.5240092716585
2025-04-23 08:00:00+00:00,,-435.89556073822223,-3648.936973394082,2787.0043252322307
2025-04-23 09:00:00+00:00,,-908.5077862373973,-4130.75728478203,2312.7487013397085
2025-04-23 10:00:00+00:00,,-688.6034809327866,-3902.535555675575,2530.6151145598697
2025-04-23 11:00:00+00:00,,-676.2083152947262,-3890.856718810839,2543.603155554731
2025-04-23 12:00:00+00:00,,-336.733466292756,-3556.3128739934928,2885.18057086016
