number,value,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_lags_choice,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_precip_lags_choice,params_reg_alpha,params_reg_lambda,params_spatial_agg_method,params_subsample,params_turbulence_window,params_use_base_models_pred_intervals,params_vapor_pressure,state
0,141.678199017377,0.5762716320963868,False,True,True,True,True,True,False,False,False,False,large,0.15139200066544684,10,9,790,small,9.50592804836462e-07,4.2572900488428375e-08,max,0.5923512297270512,2,False,True,COMPLETE
1,131.55964383364986,0.6071366588212523,False,False,False,True,True,False,False,True,True,True,none,0.06804252172938063,8,7,887,small,0.00033750064210356825,2.257240471027154e-07,distance_n_turbines,0.8288131019846462,2,True,True,COMPLETE
2,120.8118861886527,0.5739370153374165,True,True,False,True,False,False,False,True,False,True,none,0.02404606566079384,5,10,415,small,9.902695689985079e-07,1.7147889941618842e-05,capacity,0.8926551096129385,0,True,False,COMPLETE
3,137.2848926306617,0.6250078197626592,True,True,False,False,False,False,False,False,True,False,none,0.25566598956965014,7,10,944,large,0.06263109710098706,0.0012333697020246847,distance_capacity,0.8782987575361275,0,True,True,COMPLETE
4,125.650087158926,0.5767253712958349,False,False,False,False,False,False,True,True,True,False,large,0.024516584972594253,9,9,804,large,1.1254983085579085e-07,4.96773775344135e-08,None,0.6627499318449116,6,True,True,COMPLETE
5,126.8669918076007,0.8799536068620841,False,False,False,False,True,False,False,False,False,False,large,0.08804383534322421,6,5,476,large,2.151342465317164e-07,4.5583779415595695e-08,distance_capacity,0.6345840685799327,6,True,True,COMPLETE
6,132.98165337555852,0.6360555772666814,True,False,True,False,False,True,False,False,True,False,large,0.139411887471188,9,2,995,small,3.5223455105143914e-08,6.50544590761953e-07,distance_n_turbines,0.8832411884399904,0,False,False,COMPLETE
7,134.83270077787702,0.9339371523875992,False,False,False,True,False,True,True,False,True,True,large,0.1471509722210494,8,5,467,none,3.334966616229904e-08,0.015606013692500866,capacity,0.5172663177150084,0,True,True,COMPLETE
8,151.78549778540653,0.6791768236609415,False,True,True,True,False,True,True,False,True,True,large,0.24412225060092602,9,1,515,large,0.0013351466630060643,0.0004524563188665242,None,0.5217479666166047,2,True,True,COMPLETE
9,127.9205498947848,0.5858212304189019,False,True,False,True,False,True,True,True,False,False,large,0.04415210569830875,3,1,920,none,0.5289135551087965,0.0011467818296552281,distance_capacity,0.7990156311660099,2,True,False,COMPLETE
10,127.68166182865825,0.7823842553224214,True,True,True,True,True,False,False,True,False,True,small,0.011893434766397258,4,7,300,small,9.266268798712696e-06,7.6082312290901615e-06,capacity,0.9762649099972891,0,False,False,COMPLETE
11,122.26864295782828,0.5010648390115852,True,False,False,False,False,False,True,True,False,True,none,0.02493248687948478,5,10,698,large,6.533015467673446e-06,6.1816660631819205e-06,mean,0.6996687739976601,6,True,False,COMPLETE
12,120.18261327386274,0.5122703809304522,True,False,False,False,False,False,True,True,False,True,none,0.023865518997265103,5,10,646,large,6.993836379816623e-06,1.1239178434174173e-05,mean,0.720816376886854,6,True,False,COMPLETE
13,121.33306335564016,0.5110829570172102,True,True,False,False,False,False,True,True,False,True,none,0.010300533526716331,5,7,600,small,4.389793849428078e-05,2.346998590296939e-05,mean,0.9994434952940536,6,True,False,COMPLETE
14,132.83966457564102,0.7070396822464888,True,False,False,True,False,False,False,True,False,True,none,0.02191911301595975,3,8,305,none,1.6346958875671438e-06,0.6841084312343603,idw,0.7374826026419703,6,False,False,COMPLETE
15,129.60016622647228,0.782933225655861,True,True,False,False,False,False,True,True,False,True,small,0.039260513817916544,6,3,396,large,0.0026537451929687966,6.873366351729167e-05,mean,0.9097291163144606,0,True,False,COMPLETE
16,120.89940398711171,0.5292319930500791,True,False,False,False,False,False,False,True,False,True,none,0.01620684395715118,5,10,639,small,4.443273357250479e-05,1.0429657127643722e-06,capacity,0.7653293103096085,6,True,False,COMPLETE
17,130.6706942328097,0.6935598074142341,True,True,False,True,False,False,True,True,False,True,none,0.030203367282519614,4,8,562,small,1.253567668771678e-06,0.00024192190969321057,idw,0.8378839357228429,0,True,False,COMPLETE
18,143.12731867727473,0.8473994879687898,True,False,True,True,True,False,False,True,False,True,none,0.015878602707923527,4,4,403,large,1.1992383730857328e-08,0.019068383837207572,max,0.9456396582674081,0,False,False,COMPLETE
19,130.0861420434411,0.552046407448233,True,True,False,False,False,False,True,True,False,True,small,0.0552966163689271,7,9,727,none,9.817288073996226e-06,3.371971340346015e-06,capacity,0.7331579120476164,6,True,False,COMPLETE
